GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G01033448","1990",,,,,,,,,,"99999",,,"6",,"Hartselle city","33448",,"3","Alabama","01",,,,"Hartselle city",2792,1251,54,11,1
"G01033472","1990",,,,,,,,,,"99999",,,"6",,"Harvest CDP","33472",,"3","Alabama","01",,,,"Harvest CDP",431,221,15,1,0
"G01033640","1990",,,,,,,,,,"99999",,,"6",,"Hayden town","33640",,"3","Alabama","01",,,,"Hayden town",79,51,6,0,1
"G01033712","1990",,,,,,,,,,"99999",,,"6",,"Hayneville town","33712",,"3","Alabama","01",,,,"Hayneville town",185,100,18,5,3
"G01033808","1990",,,,,,,,,,"99999",,,"6",,"Hazel Green CDP","33808",,"3","Alabama","01",,,,"Hazel Green CDP",459,296,17,2,2
"G01033856","1990",,,,,,,,,,"99999",,,"6",,"Headland city","33856",,"3","Alabama","01",,,,"Headland city",820,376,35,12,4
"G01033904","1990",,,,,,,,,,"99999",,,"6",,"Heath town","33904",,"3","Alabama","01",,,,"Heath town",54,23,1,0,0
"G01033976","1990",,,,,,,,,,"99999",,,"6",,"Heflin city","33976",,"3","Alabama","01",,,,"Heflin city",778,329,19,3,0
"G01034024","1990",,,,,,,,,,"99999",,,"6",,"Helena city","34024",,"3","Alabama","01",,,,"Helena city",832,460,17,2,0
"G01034096","1990",,,,,,,,,,"99999",,,"6",,"Henagar town","34096",,"3","Alabama","01",,,,"Henagar town",483,242,14,1,1
"G01034480","1990",,,,,,,,,,"99999",,,"6",,"Highland Lake town","34480",,"3","Alabama","01",,,,"Highland Lake town",78,39,3,0,0
"G01034816","1990",,,,,,,,,,"99999",,,"6",,"Hillsboro town","34816",,"3","Alabama","01",,,,"Hillsboro town",98,67,12,1,3
"G01035152","1990",,,,,,,,,,"99999",,,"6",,"Hobson City town","35152",,"3","Alabama","01",,,,"Hobson City town",169,98,13,3,0
"G01035200","1990",,,,,,,,,,"99999",,,"6",,"Hodges town","35200",,"3","Alabama","01",,,,"Hodges town",72,37,0,1,0
"G01035392","1990",,,,,,,,,,"99999",,,"6",,"Hokes Bluff city","35392",,"3","Alabama","01",,,,"Hokes Bluff city",940,423,19,0,1
"G01035560","1990",,,,,,,,,,"99999",,,"6",,"Holly Pond town","35560",,"3","Alabama","01",,,,"Holly Pond town",138,89,2,0,0
"G01035632","1990",,,,,,,,,,"99999",,,"6",,"Hollywood town","35632",,"3","Alabama","01",,,,"Hollywood town",193,127,10,1,0
"G01035704","1990",,,,,,,,,,"99999",,,"6",,"Holt CDP","35704",,"3","Alabama","01",,,,"Holt CDP",891,506,61,16,3
"G01035800","1990",,,,,,,,,,"99999",,,"6",,"Homewood city","35800",,"3","Alabama","01",,,,"Homewood city",8311,1804,55,22,1
"G01035896","1990",,,,,,,,,,"99999",,,"6",,"Hoover city","35896",,"3","Alabama","01",,,,"Hoover city",12888,3057,88,26,5
"G01036448","1990",,,,,,,,,,"99999",,,"6",,"Hueytown city","36448",,"3","Alabama","01",,,,"Hueytown city",3952,1720,72,8,2
"G01036592","1990",,,,,,,,,,"99999",,,"6",,"Huguley CDP","36592",,"3","Alabama","01",,,,"Huguley CDP",628,448,36,7,2
"G01037000","1990",,,,,,,,,,"99999",,,"6",,"Huntsville city","37000",,"3","Alabama","01",,,,"Huntsville city",45213,16119,1135,468,123
"G01037096","1990",,,,,,,,,,"99999",,,"6",,"Hurtsboro town","37096",,"3","Alabama","01",,,,"Hurtsboro town",190,75,13,4,1
"G01037312","1990",,,,,,,,,,"99999",,,"6",,"Ider town","37312",,"3","Alabama","01",,,,"Ider town",185,86,4,0,0
"G01037756","1990",,,,,,,,,,"99999",,,"6",,"Inverness CDP","37756",,"3","Alabama","01",,,,"Inverness CDP",865,127,3,1,0
"G01037864","1990",,,,,,,,,,"99999",,,"6",,"Irondale city","37864",,"3","Alabama","01",,,,"Irondale city",2596,915,36,12,1
"G01038152","1990",,,,,,,,,,"99999",,,"6",,"Jackson city","38152",,"3","Alabama","01",,,,"Jackson city",1333,616,80,24,11
"G01038248","1990",,,,,,,,,,"99999",,,"6",,"Jacksons' Gap town","38248",,"3","Alabama","01",,,,"Jacksons' Gap town",155,111,12,2,1
"G01038272","1990",,,,,,,,,,"99999",,,"6",,"Jacksonville city","38272",,"3","Alabama","01",,,,"Jacksonville city",2576,971,47,21,3
"G01038416","1990",,,,,,,,,,"99999",,,"6",,"Jasper city","38416",,"3","Alabama","01",,,,"Jasper city",3945,1301,90,16,8
"G01038608","1990",,,,,,,,,,"99999",,,"6",,"Jemison town","38608",,"3","Alabama","01",,,,"Jemison town",424,228,22,5,0
"G01039280","1990",,,,,,,,,,"99999",,,"6",,"Kansas town","39280",,"3","Alabama","01",,,,"Kansas town",67,30,0,0,0
"G01039520","1990",,,,,,,,,,"99999",,,"6",,"Kennedy town","39520",,"3","Alabama","01",,,,"Kennedy town",145,62,6,1,0
"G01039784","1990",,,,,,,,,,"99999",,,"6",,"Killen town","39784",,"3","Alabama","01",,,,"Killen town",258,122,6,0,0
"G01039856","1990",,,,,,,,,,"99999",,,"6",,"Kimberly town","39856",,"3","Alabama","01",,,,"Kimberly town",244,150,3,2,1
"G01040072","1990",,,,,,,,,,"99999",,,"6",,"Kinsey town","40072",,"3","Alabama","01",,,,"Kinsey town",351,230,14,5,2
"G01040096","1990",,,,,,,,,,"99999",,,"6",,"Kinston town","40096",,"3","Alabama","01",,,,"Kinston town",177,71,5,1,1
"G01040648","1990",,,,,,,,,,"99999",,,"6",,"Ladonia CDP","40648",,"3","Alabama","01",,,,"Ladonia CDP",621,390,40,6,1
"G01040672","1990",,,,,,,,,,"99999",,,"6",,"Lafayette city","40672",,"3","Alabama","01",,,,"Lafayette city",722,304,69,12,5
"G01040806","1990",,,,,,,,,,"99999",,,"6",,"Lake Purdy CDP","40806",,"3","Alabama","01",,,,"Lake Purdy CDP",956,211,5,7,1
"G01040888","1990",,,,,,,,,,"99999",,,"6",,"Lakeview town","40888",,"3","Alabama","01",,,,"Lakeview town",38,22,1,0,0
"G01041296","1990",,,,,,,,,,"99999",,,"6",,"Lanett city","41296",,"3","Alabama","01",,,,"Lanett city",2322,993,110,27,9
"G01041368","1990",,,,,,,,,,"99999",,,"6",,"Langston town","41368",,"3","Alabama","01",,,,"Langston town",64,24,1,1,0
"G01041968","1990",,,,,,,,,,"99999",,,"6",,"Leeds city","41968",,"3","Alabama","01",,,,"Leeds city",2496,1260,73,14,3
"G01042016","1990",,,,,,,,,,"99999",,,"6",,"Leesburg town","42016",,"3","Alabama","01",,,,"Leesburg town",71,21,1,0,0
"G01042160","1990",,,,,,,,,,"99999",,,"6",,"Leighton town","42160",,"3","Alabama","01",,,,"Leighton town",222,111,16,3,6
"G01042352","1990",,,,,,,,,,"99999",,,"6",,"Lester town","42352",,"3","Alabama","01",,,,"Lester town",23,11,0,0,0
"G01042472","1990",,,,,,,,,,"99999",,,"6",,"Level Plains town","42472",,"3","Alabama","01",,,,"Level Plains town",305,209,15,3,0
"G01042640","1990",,,,,,,,,,"99999",,,"6",,"Lexington town","42640",,"3","Alabama","01",,,,"Lexington town",235,91,2,2,1
"G01042808","1990",,,,,,,,,,"99999",,,"6",,"Libertyville town","42808",,"3","Alabama","01",,,,"Libertyville town",38,16,0,0,1
"G01043120","1990",,,,,,,,,,"99999",,,"6",,"Lincoln city","43120",,"3","Alabama","01",,,,"Lincoln city",673,337,41,11,1
"G01043240","1990",,,,,,,,,,"99999",,,"6",,"Linden city","43240",,"3","Alabama","01",,,,"Linden city",610,284,34,9,5
"G01043264","1990",,,,,,,,,,"99999",,,"6",,"Lineville town","43264",,"3","Alabama","01",,,,"Lineville town",607,240,29,8,3
"G01043336","1990",,,,,,,,,,"99999",,,"6",,"Lipscomb city","43336",,"3","Alabama","01",,,,"Lipscomb city",671,345,34,7,2
"G01043384","1990",,,,,,,,,,"99999",,,"6",,"Lisman town","43384",,"3","Alabama","01",,,,"Lisman town",122,48,7,3,2
"G01043648","1990",,,,,,,,,,"99999",,,"6",,"Littleville town","43648",,"3","Alabama","01",,,,"Littleville town",238,121,3,1,0
"G01043720","1990",,,,,,,,,,"99999",,,"6",,"Livingston city","43720",,"3","Alabama","01",,,,"Livingston city",692,396,47,26,3
"G01043744","1990",,,,,,,,,,"99999",,,"6",,"Loachapoka town","43744",,"3","Alabama","01",,,,"Loachapoka town",80,22,7,0,1
"G01043816","1990",,,,,,,,,,"99999",,,"6",,"Lockhart town","43816",,"3","Alabama","01",,,,"Lockhart town",140,52,5,2,0
"G01043888","1990",,,,,,,,,,"99999",,,"6",,"Locust Fork town","43888",,"3","Alabama","01",,,,"Locust Fork town",89,41,2,0,0
"G01044344","1990",,,,,,,,,,"99999",,,"6",,"Louisville town","44344",,"3","Alabama","01",,,,"Louisville town",167,63,13,5,6
"G01044536","1990",,,,,,,,,,"99999",,,"6",,"Lowndesboro town","44536",,"3","Alabama","01",,,,"Lowndesboro town",49,10,0,0,0
"G01044608","1990",,,,,,,,,,"99999",,,"6",,"Loxley town","44608",,"3","Alabama","01",,,,"Loxley town",303,143,9,3,1
"G01044728","1990",,,,,,,,,,"99999",,,"6",,"Luverne city","44728",,"3","Alabama","01",,,,"Luverne city",699,283,26,3,1
"G01044800","1990",,,,,,,,,,"99999",,,"6",,"Lynn town","44800",,"3","Alabama","01",,,,"Lynn town",153,82,4,0,0
"G01045472","1990",,,,,,,,,,"99999",,,"6",,"McIntosh town","45472",,"3","Alabama","01",,,,"McIntosh town",59,30,1,0,1
"G01045496","1990",,,,,,,,,,"99999",,,"6",,"McKenzie town","45496",,"3","Alabama","01",,,,"McKenzie town",115,57,4,0,0
"G01045640","1990",,,,,,,,,,"99999",,,"6",,"McMullen town","45640",,"3","Alabama","01",,,,"McMullen town",14,10,5,0,1
"G01045784","1990",,,,,,,,,,"99999",,,"6",,"Madison city","45784",,"3","Alabama","01",,,,"Madison city",4369,1493,76,25,4
"G01045904","1990",,,,,,,,,,"99999",,,"6",,"Madrid town","45904",,"3","Alabama","01",,,,"Madrid town",59,24,2,1,0
"G01046264","1990",,,,,,,,,,"99999",,,"6",,"Malvern town","46264",,"3","Alabama","01",,,,"Malvern town",118,89,3,0,0
"G01046504","1990",,,,,,,,,,"99999",,,"6",,"Maplesville town","46504",,"3","Alabama","01",,,,"Maplesville town",163,77,15,4,1
"G01046696","1990",,,,,,,,,,"99999",,,"6",,"Margaret town","46696",,"3","Alabama","01",,,,"Margaret town",83,94,13,3,0
"G01046768","1990",,,,,,,,,,"99999",,,"6",,"Marion city","46768",,"3","Alabama","01",,,,"Marion city",804,379,69,33,13
"G01047728","1990",,,,,,,,,,"99999",,,"6",,"Maytown town","47728",,"3","Alabama","01",,,,"Maytown town",151,86,0,0,0
"G01047740","1990",,,,,,,,,,"99999",,,"6",,"Meadowbrook CDP","47740",,"3","Alabama","01",,,,"Meadowbrook CDP",1364,297,4,2,0
"G01048052","1990",,,,,,,,,,"99999",,,"6",,"Memphis town","48052",,"3","Alabama","01",,,,"Memphis town",7,5,4,0,0
"G01048064","1990",,,,,,,,,,"99999",,,"6",,"Mentone town","48064",,"3","Alabama","01",,,,"Mentone town",158,49,4,0,0
"G01048112","1990",,,,,,,,,,"99999",,,"6",,"Meridianville CDP","48112",,"3","Alabama","01",,,,"Meridianville CDP",597,356,17,2,1
"G01048376","1990",,,,,,,,,,"99999",,,"6",,"Midfield city","48376",,"3","Alabama","01",,,,"Midfield city",1611,616,25,4,1
"G01048400","1990",,,,,,,,,,"99999",,,"6",,"Midland City town","48400",,"3","Alabama","01",,,,"Midland City town",460,234,22,8,1
"G01048424","1990",,,,,,,,,,"99999",,,"6",,"Midway town","48424",,"3","Alabama","01",,,,"Midway town",103,46,7,5,4
"G01048616","1990",,,,,,,,,,"99999",,,"6",,"Mignon CDP","48616",,"3","Alabama","01",,,,"Mignon CDP",355,201,24,5,2
"G01048712","1990",,,,,,,,,,"99999",,,"6",,"Millbrook city","48712",,"3","Alabama","01",,,,"Millbrook city",1241,707,54,10,6
"G01048808","1990",,,,,,,,,,"99999",,,"6",,"Millport town","48808",,"3","Alabama","01",,,,"Millport town",321,142,15,5,0
"G01048832","1990",,,,,,,,,,"99999",,,"6",,"Millry town","48832",,"3","Alabama","01",,,,"Millry town",177,80,16,4,2
"G01049072","1990",,,,,,,,,,"99999",,,"6",,"Minor CDP","49072",,"3","Alabama","01",,,,"Minor CDP",830,393,32,7,2
"G01050000","1990",,,,,,,,,,"99999",,,"6",,"Mobile city","50000",,"3","Alabama","01",,,,"Mobile city",51877,20618,2020,729,198
"G01050192","1990",,,,,,,,,,"99999",,,"6",,"Monroeville city","50192",,"3","Alabama","01",,,,"Monroeville city",1585,760,104,31,18
"G01050312","1990",,,,,,,,,,"99999",,,"6",,"Montevallo city","50312",,"3","Alabama","01",,,,"Montevallo city",883,326,32,7,3
"G01051000","1990",,,,,,,,,,"99999",,,"6",,"Montgomery city","51000",,"3","Alabama","01",,,,"Montgomery city",47159,19612,2187,792,218
"G01051096","1990",,,,,,,,,,"99999",,,"6",,"Moody town","51096",,"3","Alabama","01",,,,"Moody town",1030,684,32,3,1
"G01051216","1990",,,,,,,,,,"99999",,,"6",,"Moores Mill CDP","51216",,"3","Alabama","01",,,,"Moores Mill CDP",701,454,22,4,2
"G01051264","1990",,,,,,,,,,"99999",,,"6",,"Mooresville town","51264",,"3","Alabama","01",,,,"Mooresville town",19,5,0,0,0
"G01051456","1990",,,,,,,,,,"99999",,,"6",,"Morris town","51456",,"3","Alabama","01",,,,"Morris town",285,139,6,0,0
"G01051520","1990",,,,,,,,,,"99999",,,"6",,"Mosses town","51520",,"3","Alabama","01",,,,"Mosses town",110,125,35,20,5
"G01051600","1990",,,,,,,,,,"99999",,,"6",,"Moulton city","51600",,"3","Alabama","01",,,,"Moulton city",933,325,25,9,0
"G01051648","1990",,,,,,,,,,"99999",,,"6",,"Moundville town","51648",,"3","Alabama","01",,,,"Moundville town",311,167,19,1,0
"G01051672","1990",,,,,,,,,,"99999",,,"6",,"Mountainboro town","51672",,"3","Alabama","01",,,,"Mountainboro town",66,35,2,0,0
"G01051696","1990",,,,,,,,,,"99999",,,"6",,"Mountain Brook city","51696",,"3","Alabama","01",,,,"Mountain Brook city",7202,662,2,1,1
"G01052608","1990",,,,,,,,,,"99999",,,"6",,"Mount Vernon town","52608",,"3","Alabama","01",,,,"Mount Vernon town",220,98,12,2,0
"G01052776","1990",,,,,,,,,,"99999",,,"6",,"Mulga town","52776",,"3","Alabama","01",,,,"Mulga town",64,36,2,0,0
"G01053016","1990",,,,,,,,,,"99999",,,"6",,"Muscle Shoals city","53016",,"3","Alabama","01",,,,"Muscle Shoals city",2599,1056,30,15,0
"G01053112","1990",,,,,,,,,,"99999",,,"6",,"Myrtlewood town","53112",,"3","Alabama","01",,,,"Myrtlewood town",46,26,1,1,0
"G01053256","1990",,,,,,,,,,"99999",,,"6",,"Napier Field town","53256",,"3","Alabama","01",,,,"Napier Field town",118,58,10,1,0
"G01053400","1990",,,,,,,,,,"99999",,,"6",,"Nauvoo town","53400",,"3","Alabama","01",,,,"Nauvoo town",59,36,1,0,0
"G01053448","1990",,,,,,,,,,"99999",,,"6",,"Nectar town","53448",,"3","Alabama","01",,,,"Nectar town",63,29,0,0,0
"G01053472","1990",,,,,,,,,,"99999",,,"6",,"Needham town","53472",,"3","Alabama","01",,,,"Needham town",30,12,0,0,0
"G01053784","1990",,,,,,,,,,"99999",,,"6",,"Newbern town","53784",,"3","Alabama","01",,,,"Newbern town",54,25,3,2,0
"G01053856","1990",,,,,,,,,,"99999",,,"6",,"New Brockton town","53856",,"3","Alabama","01",,,,"New Brockton town",319,130,19,3,0
"G01054168","1990",,,,,,,,,,"99999",,,"6",,"New Hope town","54168",,"3","Alabama","01",,,,"New Hope town",560,297,14,3,1
"G01054312","1990",,,,,,,,,,"99999",,,"6",,"New Market CDP","54312",,"3","Alabama","01",,,,"New Market CDP",242,146,11,3,0
"G01054432","1990",,,,,,,,,,"99999",,,"6",,"New Site town","54432",,"3","Alabama","01",,,,"New Site town",160,80,8,2,0
"G01054480","1990",,,,,,,,,,"99999",,,"6",,"Newton town","54480",,"3","Alabama","01",,,,"Newton town",358,199,12,4,0
"G01054600","1990",,,,,,,,,,"99999",,,"6",,"Newville town","54600",,"3","Alabama","01",,,,"Newville town",129,57,10,2,1
"G01055044","1990",,,,,,,,,,"99999",,,"6",,"North Courtland town","55044",,"3","Alabama","01",,,,"North Courtland town",162,114,20,15,2
"G01055152","1990",,,,,,,,,,"99999",,,"6",,"North Johns town","55152",,"3","Alabama","01",,,,"North Johns town",37,18,5,0,0
"G01055200","1990",,,,,,,,,,"99999",,,"6",,"Northport city","55200",,"3","Alabama","01",,,,"Northport city",4351,1989,136,37,6
"G01055440","1990",,,,,,,,,,"99999",,,"6",,"Notasulga town","55440",,"3","Alabama","01",,,,"Notasulga town",284,95,18,1,3
"G01055752","1990",,,,,,,,,,"99999",,,"6",,"Oak Grove town","55752",,"3","Alabama","01",,,,"Oak Grove town",103,58,4,1,1
"G01055848","1990",,,,,,,,,,"99999",,,"6",,"Oak Hill town","55848",,"3","Alabama","01",,,,"Oak Hill town",13,1,0,0,0
"G01055992","1990",,,,,,,,,,"99999",,,"6",,"Oakman town","55992",,"3","Alabama","01",,,,"Oakman town",216,115,5,1,0
"G01056400","1990",,,,,,,,,,"99999",,,"6",,"Odenville town","56400",,"3","Alabama","01",,,,"Odenville town",191,97,8,0,0
"G01056472","1990",,,,,,,,,,"99999",,,"6",,"Ohatchee town","56472",,"3","Alabama","01",,,,"Ohatchee town",249,143,2,0,0
"G01057000","1990",,,,,,,,,,"99999",,,"6",,"Oneonta city","57000",,"3","Alabama","01",,,,"Oneonta city",1424,525,29,7,0
"G01057024","1990",,,,,,,,,,"99999",,,"6",,"Onycha town","57024",,"3","Alabama","01",,,,"Onycha town",41,20,2,0,0
"G01057048","1990",,,,,,,,,,"99999",,,"6",,"Opelika city","57048",,"3","Alabama","01",,,,"Opelika city",5227,2608,292,93,28
"G01057120","1990",,,,,,,,,,"99999",,,"6",,"Opp city","57120",,"3","Alabama","01",,,,"Opp city",1855,781,68,19,10
"G01057144","1990",,,,,,,,,,"99999",,,"6",,"Orange Beach town","57144",,"3","Alabama","01",,,,"Orange Beach town",779,226,13,7,1
"G01057240","1990",,,,,,,,,,"99999",,,"6",,"Orrville town","57240",,"3","Alabama","01",,,,"Orrville town",66,24,2,0,1
"G01057504","1990",,,,,,,,,,"99999",,,"6",,"Owens Crossroads town","57504",,"3","Alabama","01",,,,"Owens Crossroads town",181,76,6,1,0
"G01057576","1990",,,,,,,,,,"99999",,,"6",,"Oxford city","57576",,"3","Alabama","01",,,,"Oxford city",2402,1079,37,9,0
"G01057648","1990",,,,,,,,,,"99999",,,"6",,"Ozark city","57648",,"3","Alabama","01",,,,"Ozark city",3338,1498,107,37,6
"G01057696","1990",,,,,,,,,,"99999",,,"6",,"Paint Rock town","57696",,"3","Alabama","01",,,,"Paint Rock town",52,29,1,0,0
"G01058272","1990",,,,,,,,,,"99999",,,"6",,"Parrish town","58272",,"3","Alabama","01",,,,"Parrish town",338,188,16,4,0
"G01058848","1990",,,,,,,,,,"99999",,,"6",,"Pelham city","58848",,"3","Alabama","01",,,,"Pelham city",2559,1001,38,6,3
"G01058896","1990",,,,,,,,,,"99999",,,"6",,"Pell City city","58896",,"3","Alabama","01",,,,"Pell City city",2103,852,75,13,6
"G01058968","1990",,,,,,,,,,"99999",,,"6",,"Pennington town","58968",,"3","Alabama","01",,,,"Pennington town",68,38,3,1,0
"G01059328","1990",,,,,,,,,,"99999",,,"6",,"Petrey town","59328",,"3","Alabama","01",,,,"Petrey town",21,9,1,0,0
"G01059472","1990",,,,,,,,,,"99999",,,"6",,"Phenix City city","59472",,"3","Alabama","01",,,,"Phenix City city",6199,3085,335,103,23
"G01059496","1990",,,,,,,,,,"99999",,,"6",,"Phil Campbell town","59496",,"3","Alabama","01",,,,"Phil Campbell town",369,161,17,1,1
"G01059592","1990",,,,,,,,,,"99999",,,"6",,"Pickensville town","59592",,"3","Alabama","01",,,,"Pickensville town",31,20,3,0,2
"G01059640","1990",,,,,,,,,,"99999",,,"6",,"Piedmont city","59640",,"3","Alabama","01",,,,"Piedmont city",1569,586,41,7,0
"G01059832","1990",,,,,,,,,,"99999",,,"6",,"Pinckard town","59832",,"3","Alabama","01",,,,"Pinckard town",157,62,9,3,0
"G01059880","1990",,,,,,,,,,"99999",,,"6",,"Pine Apple town","59880",,"3","Alabama","01",,,,"Pine Apple town",125,30,5,0,1
"G01060240","1990",,,,,,,,,,"99999",,,"6",,"Pine Hill town","60240",,"3","Alabama","01",,,,"Pine Hill town",125,55,2,2,0
"G01060372","1990",,,,,,,,,,"99999",,,"6",,"Pine Ridge town","60372",,"3","Alabama","01",,,,"Pine Ridge town",74,19,2,0,0
"G01060636","1990",,,,,,,,,,"99999",,,"6",,"Pinson-Clay-Chalkville CDP","60636",,"3","Alabama","01",,,,"Pinson-Clay-Chalkville CDP",2084,1517,45,8,2
"G01060720","1990",,,,,,,,,,"99999",,,"6",,"Pisgah town","60720",,"3","Alabama","01",,,,"Pisgah town",159,85,3,0,2
"G01061008","1990",,,,,,,,,,"99999",,,"6",,"Pleasant Grove city","61008",,"3","Alabama","01",,,,"Pleasant Grove city",2022,864,19,1,0
"G01061488","1990",,,,,,,,,,"99999",,,"6",,"Point Clear CDP","61488",,"3","Alabama","01",,,,"Point Clear CDP",502,218,33,11,6
"G01061536","1990",,,,,,,,,,"99999",,,"6",,"Pollard town","61536",,"3","Alabama","01",,,,"Pollard town",27,12,2,0,0
"G01062088","1990",,,,,,,,,,"99999",,,"6",,"Powell town","62088",,"3","Alabama","01",,,,"Powell town",177,98,8,0,0
"G01062328","1990",,,,,,,,,,"99999",,,"6",,"Prattville city","62328",,"3","Alabama","01",,,,"Prattville city",4412,2239,137,25,12
"G01062472","1990",,,,,,,,,,"99999",,,"6",,"Priceville town","62472",,"3","Alabama","01",,,,"Priceville town",319,141,7,1,0
"G01062496","1990",,,,,,,,,,"99999",,,"6",,"Prichard city","62496",,"3","Alabama","01",,,,"Prichard city",5893,4310,688,166,64
"G01062688","1990",,,,,,,,,,"99999",,,"6",,"Providence town","62688",,"3","Alabama","01",,,,"Providence town",72,34,6,0,0
"G01063216","1990",,,,,,,,,,"99999",,,"6",,"Ragland town","63216",,"3","Alabama","01",,,,"Ragland town",398,237,23,0,0
"G01063288","1990",,,,,,,,,,"99999",,,"6",,"Rainbow City city","63288",,"3","Alabama","01",,,,"Rainbow City city",2103,847,37,4,0
"G01063336","1990",,,,,,,,,,"99999",,,"6",,"Rainsville city","63336",,"3","Alabama","01",,,,"Rainsville city",1036,460,20,8,0
"G01063408","1990",,,,,,,,,,"99999",,,"6",,"Ranburne town","63408",,"3","Alabama","01",,,,"Ranburne town",120,56,1,0,1
"G01063576","1990",,,,,,,,,,"99999",,,"6",,"Red Bay city","63576",,"3","Alabama","01",,,,"Red Bay city",913,429,28,4,0
"G01063768","1990",,,,,,,,,,"99999",,,"6",,"Red Level town","63768",,"3","Alabama","01",,,,"Red Level town",162,62,4,3,0
"G01063912","1990",,,,,,,,,,"99999",,,"6",,"Redstone Arsenal CDP","63912",,"3","Alabama","01",,,,"Redstone Arsenal CDP",310,681,47,8,1
"G01063984","1990",,,,,,,,,,"99999",,,"6",,"Reece City town","63984",,"3","Alabama","01",,,,"Reece City town",168,76,8,1,0
"G01064104","1990",,,,,,,,,,"99999",,,"6",,"Reform city","64104",,"3","Alabama","01",,,,"Reform city",541,225,28,7,1
"G01064368","1990",,,,,,,,,,"99999",,,"6",,"Repton town","64368",,"3","Alabama","01",,,,"Repton town",62,30,7,4,0
"G01064656","1990",,,,,,,,,,"99999",,,"6",,"Ridgeville town","64656",,"3","Alabama","01",,,,"Ridgeville town",47,22,1,0,0
"G01064776","1990",,,,,,,,,,"99999",,,"6",,"River Falls town","64776",,"3","Alabama","01",,,,"River Falls town",153,91,7,9,1
