GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,F90001,F90002,F90003,F90004,F90005,F90006,F90007,F90008,F90009,F90010
"G18010090","2000","2","3","Indiana","18",,,"Cannelburg town","10090",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cannelburg town",26,13,0,0,0,2,3,0,0,0
"G18010108","2000","2","3","Indiana","18",,,"Cannelton city","10108",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cannelton city",232,90,5,0,0,121,43,11,2,0
"G18010198","2000","2","3","Indiana","18",,,"Carbon town","10198",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Carbon town",70,36,0,0,0,7,9,0,0,0
"G18010270","2000","2","3","Indiana","18",,,"Carlisle town","10270",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carlisle town",162,39,3,2,0,49,31,3,0,0
"G18010342","2000","2","3","Indiana","18",,,"Carmel city","10342",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Carmel city",9585,1170,46,0,0,2084,693,69,32,0
"G18010612","2000","2","3","Indiana","18",,,"Carthage town","10612",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carthage town",192,66,3,0,0,75,34,0,0,0
"G18010954","2000","2","3","Indiana","18",,,"Cayuga town","10954",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Cayuga town",310,101,9,0,0,26,18,1,1,0
"G18011044","2000","2","3","Indiana","18",,,"Cedar Grove town","11044",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cedar Grove town",39,2,1,0,0,23,12,0,0,0
"G18011062","2000","2","3","Indiana","18",,,"Cedar Lake town","11062",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Cedar Lake town",1648,818,27,19,0,529,273,54,8,0
"G18011746","2000","2","3","Indiana","18",,,"Center Point town","11746",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Center Point town",56,26,1,0,0,21,3,0,0,0
"G18011836","2000","2","3","Indiana","18",,,"Centerville town","11836",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Centerville town",513,151,10,0,0,160,114,10,0,0
"G18011944","2000","2","3","Indiana","18",,,"Chalmers town","11944",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chalmers town",100,43,0,0,0,27,12,0,0,0
"G18012034","2000","2","3","Indiana","18",,,"Chandler town","12034",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Chandler town",613,295,7,0,0,125,77,0,0,0
"G18012124","2000","2","3","Indiana","18",,,"Charlestown city","12124",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Charlestown city",996,367,27,0,0,575,401,22,12,12
"G18012376","2000","2","3","Indiana","18",,,"Chesterfield town","12376",,,,,,,,,,,"####","9999","9999",,,,,,,,"Chesterfield town",734,279,0,5,0,211,70,0,0,0
"G18012412","2000","2","3","Indiana","18",,,"Chesterton town","12412",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Chesterton town",2222,548,11,0,0,745,427,57,0,0
"G18012574","2000","2","3","Indiana","18",,,"Chrisney town","12574",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chrisney town",115,47,0,0,0,40,15,0,0,0
"G18012610","2000","2","3","Indiana","18",,,"Churubusco town","12610",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Churubusco town",358,147,5,3,0,109,28,0,2,0
"G18012628","2000","2","3","Indiana","18",,,"Cicero town","12628",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Cicero town",1059,247,0,0,0,184,107,40,14,0
"G18012898","2000","2","3","Indiana","18",,,"Clarks Hill town","12898",,,,,,,,,,,"3920","9999","9999",,,,,,,,"Clarks Hill town",115,55,18,0,0,24,25,7,0,0
"G18012934","2000","2","3","Indiana","18",,,"Clarksville town","12934",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Clarksville town",4137,1225,55,0,0,2271,1139,94,44,23
"G18013276","2000","2","3","Indiana","18",,,"Clay City town","13276",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Clay City town",258,74,4,0,0,81,25,0,0,0
"G18013312","2000","2","3","Indiana","18",,,"Claypool town","13312",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claypool town",48,40,0,2,0,12,9,5,0,0
"G18013366","2000","2","3","Indiana","18",,,"Clayton town","13366",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Clayton town",153,79,0,0,0,26,13,0,0,0
"G18013438","2000","2","3","Indiana","18",,,"Clear Lake town","13438",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clear Lake town",113,6,0,0,0,5,2,0,0,0
"G18013492","2000","2","3","Indiana","18",,,"Clermont town","13492",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Clermont town",450,75,0,0,0,58,22,5,0,0
"G18013582","2000","2","3","Indiana","18",,,"Clifford town","13582",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clifford town",51,19,2,0,0,16,22,0,0,0
"G18013780","2000","2","3","Indiana","18",,,"Clinton city","13780",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Clinton city",1049,398,7,8,0,522,133,0,9,0
"G18013852","2000","2","3","Indiana","18",,,"Cloverdale town","13852",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cloverdale town",440,213,10,0,0,180,56,0,0,0
"G18014050","2000","2","3","Indiana","18",,,"Coatesville town","14050",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Coatesville town",104,48,0,0,0,13,21,0,0,0
"G18014284","2000","2","3","Indiana","18",,,"Colfax town","14284",,,,,,,,,,,"3920","9999","9999",,,,,,,,"Colfax town",151,78,9,0,0,37,12,0,0,0
"G18014464","2000","2","3","Indiana","18",,,"Collegeville CDP","14464",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Collegeville CDP",64,19,0,0,0,0,4,0,0,0
"G18014716","2000","2","3","Indiana","18",,,"Columbia City city","14716",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Columbia City city",1704,476,5,0,0,653,187,12,12,0
"G18014734","2000","2","3","Indiana","18",,,"Columbus city","14734",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Columbus city",8240,1998,78,5,0,3440,1976,149,59,29
"G18014932","2000","2","3","Indiana","18",,,"Connersville city","14932",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Connersville city",3045,972,40,0,0,1472,774,72,7,0
"G18014986","2000","2","3","Indiana","18",,,"Converse town","14986",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Converse town",287,80,0,0,0,70,21,6,0,3
"G18015220","2000","2","3","Indiana","18",,,"Corunna town","15220",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Corunna town",54,21,0,0,0,5,2,0,0,0
"G18015256","2000","2","3","Indiana","18",,,"Corydon town","15256",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Corydon town",586,166,0,0,0,325,128,0,9,0
"G18015364","2000","2","3","Indiana","18",,,"Country Club Heights town","15364",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Country Club Heights town",41,0,0,0,0,0,0,0,0,0
"G18015490","2000","2","3","Indiana","18",,,"Covington city","15490",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Covington city",663,152,3,0,0,203,70,0,0,0
"G18015634","2000","2","3","Indiana","18",,,"Crandall town","15634",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Crandall town",39,14,0,0,0,6,2,2,0,0
"G18015652","2000","2","3","Indiana","18",,,"Crane town","15652",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crane town",50,8,0,0,0,15,14,0,0,0
"G18015742","2000","2","3","Indiana","18",,,"Crawfordsville city","15742",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawfordsville city",2914,634,22,32,0,1691,708,87,40,0
"G18015994","2000","2","3","Indiana","18",,,"Cromwell town","15994",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cromwell town",90,31,1,0,0,37,22,1,0,0
"G18016084","2000","2","3","Indiana","18",,,"Crothersville town","16084",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crothersville town",385,110,2,0,0,94,60,2,3,1
"G18016138","2000","2","3","Indiana","18",,,"Crown Point city","16138",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Crown Point city",4373,1343,10,8,8,1435,432,88,39,12
"G18016156","2000","2","3","Indiana","18",,,"Crows Nest town","16156",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Crows Nest town",31,0,0,0,0,8,0,0,0,0
"G18016300","2000","2","3","Indiana","18",,,"Culver town","16300",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Culver town",381,78,6,0,0,160,28,6,0,0
"G18016336","2000","2","3","Indiana","18",,,"Cumberland town","16336",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Cumberland town",1163,254,14,0,0,338,173,18,0,9
"G18016534","2000","2","3","Indiana","18",,,"Cynthiana town","16534",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Cynthiana town",135,60,2,0,0,39,23,0,4,0
"G18016624","2000","2","3","Indiana","18",,,"Dale town","16624",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dale town",289,104,7,6,2,113,55,7,0,3
"G18016642","2000","2","3","Indiana","18",,,"Daleville town","16642",,,,,,,,,,,"5280","9999","9999",,,,,,,,"Daleville town",319,117,22,0,0,115,63,0,0,0
"G18016732","2000","2","3","Indiana","18",,,"Dana town","16732",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Dana town",143,43,1,0,0,36,26,0,0,0
"G18016804","2000","2","3","Indiana","18",,,"Danville town","16804",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Danville town",1216,440,0,20,0,328,275,0,0,0
"G18016840","2000","2","3","Indiana","18",,,"Darlington town","16840",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Darlington town",206,81,0,0,0,47,8,2,0,0
"G18016858","2000","2","3","Indiana","18",,,"Darmstadt town","16858",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Darmstadt town",349,95,0,0,0,25,18,0,0,0
"G18017002","2000","2","3","Indiana","18",,,"Dayton town","17002",,,,,,,,,,,"3920","9999","9999",,,,,,,,"Dayton town",194,99,3,0,0,70,28,3,0,0
"G18017074","2000","2","3","Indiana","18",,,"Decatur city","17074",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Decatur city",2081,607,26,0,0,909,287,32,0,0
"G18017110","2000","2","3","Indiana","18",,,"Decker town","17110",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Decker town",58,29,6,0,0,6,6,0,0,0
"G18017614","2000","2","3","Indiana","18",,,"Delphi city","17614",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Delphi city",561,150,0,7,8,257,107,22,14,30
"G18017722","2000","2","3","Indiana","18",,,"De Motte town","17722",,,,,,,,,,,"9999","9999","9999",,,,,,,,"De Motte town",653,197,6,5,0,280,144,19,5,0
"G18017776","2000","2","3","Indiana","18",,,"Denver town","17776",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Denver town",126,48,2,0,0,9,15,0,0,0
"G18018190","2000","2","3","Indiana","18",,,"Dillsboro town","18190",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Dillsboro town",208,82,6,0,0,155,105,3,0,4
"G18018766","2000","2","3","Indiana","18",,,"Dublin town","18766",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dublin town",168,57,3,0,0,19,20,0,0,0
"G18018892","2000","2","3","Indiana","18",,,"Dugger town","18892",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dugger town",247,91,2,0,0,47,11,1,0,0
"G18018982","2000","2","3","Indiana","18",,,"Dune Acres town","18982",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Dune Acres town",95,0,0,0,0,6,3,0,0,0
"G18019054","2000","2","3","Indiana","18",,,"Dunkirk city","19054",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dunkirk city",603,219,5,4,5,175,100,0,6,0
"G18019072","2000","2","3","Indiana","18",,,"Dunlap CDP","19072",,,,,,,,,,,"2330","9999","9999",,,,,,,,"Dunlap CDP",1379,397,14,0,0,103,122,21,0,0
"G18019162","2000","2","3","Indiana","18",,,"Dunreith town","19162",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dunreith town",49,5,0,0,0,15,5,0,0,0
"G18019180","2000","2","3","Indiana","18",,,"Dupont town","19180",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dupont town",68,32,3,2,0,13,20,1,0,0
"G18019270","2000","2","3","Indiana","18",,,"Dyer town","19270",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Dyer town",3157,1192,28,9,0,250,141,18,0,0
"G18019450","2000","2","3","Indiana","18",,,"Earl Park town","19450",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Earl Park town",87,34,2,0,0,31,13,3,0,0
"G18019486","2000","2","3","Indiana","18",,,"East Chicago city","19486",,,,,,,,,,,"1602","2960","9999",,,,,,,,"East Chicago city",3360,1439,290,94,40,3415,2457,396,151,65
"G18019756","2000","2","3","Indiana","18",,,"East Germantown town","19756",,,,,,,,,,,"9999","9999","9999",,,,,,,,"East Germantown town",45,23,3,0,0,11,4,3,0,0
"G18020080","2000","2","3","Indiana","18",,,"Eaton town","20080",,,,,,,,,,,"5280","9999","9999",,,,,,,,"Eaton town",338,151,11,0,0,64,50,0,0,0
"G18020152","2000","2","3","Indiana","18",,,"Economy town","20152",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Economy town",48,17,0,0,0,5,3,0,0,0
"G18020332","2000","2","3","Indiana","18",,,"Edgewood town","20332",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Edgewood town",734,103,0,0,0,44,13,3,0,0
"G18020404","2000","2","3","Indiana","18",,,"Edinburgh town","20404",,,,,,,,,,,"####","9999","9999",,,,,,,,"Edinburgh town",751,392,14,0,0,374,273,7,7,0
"G18020458","2000","2","3","Indiana","18",,,"Edwardsport town","20458",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edwardsport town",88,36,2,0,0,16,12,0,0,0
"G18020638","2000","2","3","Indiana","18",,,"Elberfeld town","20638",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Elberfeld town",173,45,0,0,0,26,15,0,0,0
"G18020674","2000","2","3","Indiana","18",,,"Elizabeth town","20674",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Elizabeth town",36,3,4,0,0,15,3,0,0,0
"G18020692","2000","2","3","Indiana","18",,,"Elizabethtown town","20692",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elizabethtown town",95,36,0,0,0,9,7,2,3,0
"G18020728","2000","2","3","Indiana","18",,,"Elkhart city","20728",,,,,,,,,,,"2330","9999","9999",,,,,,,,"Elkhart city",8121,2353,181,135,34,5308,3222,382,261,170
"G18020800","2000","2","3","Indiana","18",,,"Ellettsville town","20800",,,,,,,,,,,"1020","9999","9999",,,,,,,,"Ellettsville town",909,450,9,0,0,343,226,24,10,0
"G18020998","2000","2","3","Indiana","18",,,"Elnora town","20998",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elnora town",178,67,4,0,0,33,11,4,0,0
"G18021070","2000","2","3","Indiana","18",,,"Elwood city","21070",,,,,,,,,,,"####","9999","9999",,,,,,,,"Elwood city",2077,649,19,0,10,741,310,11,0,0
"G18021214","2000","2","3","Indiana","18",,,"English town","21214",,,,,,,,,,,"9999","9999","9999",,,,,,,,"English town",143,51,6,0,0,74,23,0,0,0
"G18021502","2000","2","3","Indiana","18",,,"Etna Green town","21502",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Etna Green town",131,52,6,0,0,22,20,1,0,0
"G18022000","2000","2","3","Indiana","18",,,"Evansville city","22000",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Evansville city",24425,6566,317,38,11,13644,6619,499,143,62
"G18022396","2000","2","3","Indiana","18",,,"Fairland CDP","22396",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Fairland CDP",223,147,37,0,0,36,15,0,0,0
"G18022432","2000","2","3","Indiana","18",,,"Fairmount town","22432",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fairmount town",683,237,9,5,0,226,50,6,0,0
"G18022576","2000","2","3","Indiana","18",,,"Fairview Park town","22576",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Fairview Park town",378,121,3,0,0,92,47,0,0,0
"G18022738","2000","2","3","Indiana","18",,,"Farmersburg town","22738",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Farmersburg town",280,111,0,2,0,72,29,0,0,0
"G18022792","2000","2","3","Indiana","18",,,"Farmland town","22792",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Farmland town",326,103,11,0,0,77,49,0,2,0
"G18022990","2000","2","3","Indiana","18",,,"Ferdinand town","22990",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ferdinand town",447,176,6,0,0,139,34,4,0,0
"G18023188","2000","2","3","Indiana","18",,,"Fillmore town","23188",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fillmore town",76,73,0,0,0,22,11,2,0,0
"G18023278","2000","2","3","Indiana","18",,,"Fishers town","23278",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Fishers town",9307,1907,37,8,0,2317,803,37,9,23
"G18023692","2000","2","3","Indiana","18",,,"Flora town","23692",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Flora town",506,158,0,0,0,162,68,0,0,0
"G18024250","2000","2","3","Indiana","18",,,"Fort Branch town","24250",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fort Branch town",544,184,11,0,0,188,49,6,0,0
"G18024286","2000","2","3","Indiana","18",,,"Fortville town","24286",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Fortville town",599,341,0,0,0,295,146,0,0,0
"G18025000","2000","2","3","Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Fort Wayne city",39693,10953,483,143,44,20635,9786,977,433,190
"G18025090","2000","2","3","Indiana","18",,,"Fountain City town","25090",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fountain City town",172,43,3,2,0,44,21,0,2,0
"G18025180","2000","2","3","Indiana","18",,,"Fowler town","25180",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fowler town",555,145,0,0,0,164,72,0,8,0
"G18025198","2000","2","3","Indiana","18",,,"Fowlerton town","25198",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fowlerton town",63,21,3,0,0,15,10,2,0,0
"G18025288","2000","2","3","Indiana","18",,,"Francesville town","25288",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Francesville town",214,72,0,0,0,54,14,0,0,0
"G18025306","2000","2","3","Indiana","18",,,"Francisco town","25306",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Francisco town",126,67,1,2,0,29,11,0,0,0
"G18025324","2000","2","3","Indiana","18",,,"Frankfort city","25324",,,,,,,,,,,"3920","9999","9999",,,,,,,,"Frankfort city",2808,990,57,11,3,1290,855,183,42,35
"G18025450","2000","2","3","Indiana","18",,,"Franklin city","25450",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Franklin city",3381,1289,51,0,0,1278,868,69,14,0
"G18025702","2000","2","3","Indiana","18",,,"Frankton town","25702",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Frankton town",468,178,5,0,0,60,44,2,0,0
"G18025720","2000","2","3","Indiana","18",,,"Fredericksburg town","25720",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fredericksburg town",21,5,0,0,0,15,4,0,0,0
"G18025882","2000","2","3","Indiana","18",,,"Fremont town","25882",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fremont town",307,162,11,0,0,124,34,0,0,0
"G18025972","2000","2","3","Indiana","18",,,"French Lick town","25972",,,,,,,,,,,"9999","9999","9999",,,,,,,,"French Lick town",426,113,0,0,0,235,65,17,0,0
"G18026152","2000","2","3","Indiana","18",,,"Fulton town","26152",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton town",80,35,0,0,0,12,3,0,0,0
"G18026206","2000","2","3","Indiana","18",,,"Galena CDP","26206",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Galena CDP",413,113,0,0,0,44,27,0,0,3
"G18026242","2000","2","3","Indiana","18",,,"Galveston town","26242",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Galveston town",364,112,3,0,0,86,45,3,7,3
"G18026386","2000","2","3","Indiana","18",,,"Garrett city","26386",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Garrett city",1220,483,0,7,0,277,176,27,0,0
"G18027000","2000","2","3","Indiana","18",,,"Gary city","27000",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Gary city",14840,5570,660,230,60,9170,5949,1197,363,205
"G18027054","2000","2","3","Indiana","18",,,"Gas City city","27054",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gas City city",1347,395,29,0,0,419,179,29,0,0
"G18027072","2000","2","3","Indiana","18",,,"Gaston town","27072",,,,,,,,,,,"5280","9999","9999",,,,,,,,"Gaston town",163,81,5,0,0,59,28,0,0,0
"G18027216","2000","2","3","Indiana","18",,,"Geneva town","27216",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Geneva town",306,79,2,0,0,138,58,4,0,0
"G18027270","2000","2","3","Indiana","18",,,"Gentryville town","27270",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gentryville town",57,24,1,0,0,4,6,0,0,0
"G18027324","2000","2","3","Indiana","18",,,"Georgetown town","27324",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Georgetown town",490,235,5,0,0,51,23,0,0,0
"G18027372","2000","2","3","Indiana","18",,,"Georgetown CDP","27372",,,,,,,,,,,"7800","9999","9999",,,,,,,,"Georgetown CDP",1019,184,7,0,0,645,231,13,0,0
"G18028062","2000","2","3","Indiana","18",,,"Glenwood town","28062",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glenwood town",68,34,3,0,0,13,4,0,0,0
"G18028332","2000","2","3","Indiana","18",,,"Goodland town","28332",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Goodland town",263,73,5,0,0,67,28,2,3,0
"G18028386","2000","2","3","Indiana","18",,,"Goshen city","28386",,,,,,,,,,,"2330","9999","9999",,,,,,,,"Goshen city",5102,1532,125,55,14,2136,1267,281,74,82
"G18028440","2000","2","3","Indiana","18",,,"Gosport town","28440",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gosport town",147,30,4,0,0,55,29,3,4,0
"G18028494","2000","2","3","Indiana","18",,,"Grabill town","28494",,,,,,,,,,,"2760","9999","9999",,,,,,,,"Grabill town",235,108,7,0,0,44,24,0,0,0
"G18028692","2000","2","3","Indiana","18",,,"Grandview town","28692",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grandview town",120,69,5,0,0,33,37,3,0,0
"G18028800","2000","2","3","Indiana","18",,,"Granger CDP","28800",,,,,,,,,,,"7800","9999","9999",,,,,,,,"Granger CDP",7250,1652,54,7,0,171,57,0,0,0
"G18029358","2000","2","3","Indiana","18",,,"Greencastle city","29358",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greencastle city",1489,377,23,0,0,1047,337,8,7,0
"G18029448","2000","2","3","Indiana","18",,,"Greendale city","29448",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Greendale city",1150,267,0,0,0,226,168,8,0,0
"G18029520","2000","2","3","Indiana","18",,,"Greenfield city","29520",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Greenfield city",3083,844,6,0,0,1219,700,81,0,0
"G18029682","2000","2","3","Indiana","18",,,"Greensboro town","29682",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensboro town",42,15,0,0,0,9,4,0,0,0
"G18029718","2000","2","3","Indiana","18",,,"Greensburg city","29718",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensburg city",2049,586,15,0,0,1037,489,40,12,0
"G18029754","2000","2","3","Indiana","18",,,"Greens Fork town","29754",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greens Fork town",87,31,4,0,0,10,6,0,0,0
"G18029772","2000","2","3","Indiana","18",,,"Greentown town","29772",,,,,,,,,,,"3850","9999","9999",,,,,,,,"Greentown town",549,186,0,0,0,174,99,0,0,0
"G18029844","2000","2","3","Indiana","18",,,"Greenville town","29844",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Greenville town",163,49,0,0,0,13,5,0,0,0
"G18029898","2000","2","3","Indiana","18",,,"Greenwood city","29898",,,,,,,,,,,"3480","9999","9999",,,,,,,,"Greenwood city",7202,2053,30,6,0,3805,1587,115,49,18
"G18030024","2000","2","3","Indiana","18",,,"Griffin town","30024",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Griffin town",41,7,0,0,0,11,7,0,0,0
"G18030042","2000","2","3","Indiana","18",,,"Griffith town","30042",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Griffith town",3009,1391,68,27,0,1479,674,40,26,9
"G18030060","2000","2","3","Indiana","18",,,"Grissom AFB CDP","30060",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grissom AFB CDP",74,74,0,0,0,256,172,0,0,0
"G18030230","2000","2","3","Indiana","18",,,"Gulivoire Park CDP","30230",,,,,,,,,,,"7800","9999","9999",,,,,,,,"Gulivoire Park CDP",924,232,9,0,0,46,14,0,0,0
"G18030402","2000","2","3","Indiana","18",,,"Hagerstown town","30402",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hagerstown town",483,95,0,0,0,138,73,0,0,0
"G18030654","2000","2","3","Indiana","18",,,"Hamilton town","30654",,,,,,,,,,,"####","9999","9999",,,,,,,,"Hamilton town",290,84,5,0,0,95,45,2,0,0
"G18030708","2000","2","3","Indiana","18",,,"Hamlet town","30708",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamlet town",146,99,10,0,0,37,19,0,3,0
"G18031000","2000","2","3","Indiana","18",,,"Hammond city","31000",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Hammond city",13583,5871,553,170,59,6608,4212,524,359,87
"G18031216","2000","2","3","Indiana","18",,,"Hanover town","31216",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hanover town",488,209,5,0,0,236,134,10,0,0
"G18031396","2000","2","3","Indiana","18",,,"Hardinsburg town","31396",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardinsburg town",58,10,0,0,0,20,11,0,0,0
"G18031486","2000","2","3","Indiana","18",,,"Harmony town","31486",,,,,,,,,,,"8320","9999","9999",,,,,,,,"Harmony town",125,44,2,0,0,48,15,0,0,0
"G18032242","2000","2","3","Indiana","18",,,"Hartford City city","32242",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hartford City city",1696,474,11,0,0,433,270,8,13,9
"G18032332","2000","2","3","Indiana","18",,,"Hartsville town","32332",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hartsville town",85,34,0,0,0,17,5,0,0,0
"G18032512","2000","2","3","Indiana","18",,,"Haubstadt town","32512",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haubstadt town",350,133,6,0,0,105,22,2,0,0
"G18032728","2000","2","3","Indiana","18",,,"Hazleton town","32728",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hazleton town",64,28,5,0,0,6,2,1,0,0
"G18032818","2000","2","3","Indiana","18",,,"Hebron town","32818",,,,,,,,,,,"1602","2960","9999",,,,,,,,"Hebron town",719,262,14,0,0,268,132,17,0,0
"G18033142","2000","2","3","Indiana","18",,,"Henryville CDP","33142",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Henryville CDP",271,156,0,0,0,97,65,0,0,0
