GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,F90001,F90002,F90003,F90004,F90005,F90006,F90007,F90008,F90009,F90010
"G39046844","2000","2","3","Ohio","39",,,"Magnolia village","46844",,,,,,,,,,,"1320","9999","9999",,,,,,,,"Magnolia village",230,54,0,0,0,53,43,0,0,0
"G39046872","2000","2","3","Ohio","39",,,"Maineville village","46872",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Maineville village",215,76,0,0,0,66,7,0,0,0
"G39046942","2000","2","3","Ohio","39",,,"Malinta village","46942",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Malinta village",63,35,0,0,0,9,5,2,0,0
"G39046970","2000","2","3","Ohio","39",,,"Malta village","46970",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Malta village",165,30,0,0,0,57,31,0,0,0
"G39046998","2000","2","3","Ohio","39",,,"Malvern village","46998",,,,,,,,,,,"1320","9999","9999",,,,,,,,"Malvern village",241,66,0,0,0,142,84,5,0,0
"G39047012","2000","2","3","Ohio","39",,,"Manchester village","47012",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Manchester village",447,107,11,0,0,193,114,6,0,0
"G39047138","2000","2","3","Ohio","39",,,"Mansfield city","47138",,,,,,,,,,,"4800","9999","9999",,,,,,,,"Mansfield city",9453,2137,65,20,0,5921,2432,150,55,8
"G39047180","2000","2","3","Ohio","39",,,"Mantua village","47180",,,,,,,,,,,"1692","0080","9999",,,,,,,,"Mantua village",223,60,4,0,0,108,43,3,0,0
"G39047306","2000","2","3","Ohio","39",,,"Maple Heights city","47306",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Maple Heights city",6321,2347,105,15,4,1112,547,27,11,0
"G39047362","2000","2","3","Ohio","39",,,"Maple Ridge CDP","47362",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Maple Ridge CDP",250,117,0,0,0,12,0,0,0,0
"G39047445","2000","2","3","Ohio","39",,,"Maplewood Park CDP","47445",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Maplewood Park CDP",72,9,0,0,0,16,8,0,0,0
"G39047474","2000","2","3","Ohio","39",,,"Marble Cliff village","47474",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Marble Cliff village",161,4,0,0,0,115,19,0,0,0
"G39047502","2000","2","3","Ohio","39",,,"Marblehead village","47502",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marblehead village",235,44,0,0,0,35,13,4,0,0
"G39047558","2000","2","3","Ohio","39",,,"Marengo village","47558",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marengo village",53,25,2,0,0,32,12,0,0,2
"G39047600","2000","2","3","Ohio","39",,,"Mariemont village","47600",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mariemont village",781,125,0,0,0,463,103,8,0,0
"G39047628","2000","2","3","Ohio","39",,,"Marietta city","47628",,,,,,,,,,,"6020","9999","9999",,,,,,,,"Marietta city",2981,478,17,0,0,1769,626,14,8,0
"G39047754","2000","2","3","Ohio","39",,,"Marion city","47754",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion city",6728,1775,77,0,5,3206,1632,117,16,6
"G39047992","2000","2","3","Ohio","39",,,"Marseilles village","47992",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marseilles village",29,8,0,0,0,4,9,0,0,0
"G39048048","2000","2","3","Ohio","39",,,"Marshallville village","48048",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshallville village",138,74,6,0,0,47,26,13,0,0
"G39048090","2000","2","3","Ohio","39",,,"Martinsburg village","48090",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martinsburg village",41,4,0,0,0,13,11,0,0,0
"G39048104","2000","2","3","Ohio","39",,,"Martins Ferry city","48104",,,,,,,,,,,"9000","9999","9999",,,,,,,,"Martins Ferry city",1602,347,14,0,8,821,349,33,0,6
"G39048118","2000","2","3","Ohio","39",,,"Martinsville village","48118",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martinsville village",87,32,0,0,0,8,29,0,0,0
"G39048160","2000","2","3","Ohio","39",,,"Marysville city","48160",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marysville city",2642,874,30,16,0,1319,614,35,0,8
"G39048188","2000","2","3","Ohio","39",,,"Mason city","48188",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mason city",5540,998,21,0,0,840,368,20,9,0
"G39048244","2000","2","3","Ohio","39",,,"Massillon city","48244",,,,,,,,,,,"1320","9999","9999",,,,,,,,"Massillon city",6658,1945,59,7,0,2751,1152,46,16,10
"G39048272","2000","2","3","Ohio","39",,,"Masury CDP","48272",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Masury CDP",571,150,9,0,0,187,142,0,0,0
"G39048286","2000","2","3","Ohio","39",,,"Matamoras village","48286",,,,,,,,,,,"6020","9999","9999",,,,,,,,"Matamoras village",176,56,0,3,0,96,76,1,1,1
"G39048342","2000","2","3","Ohio","39",,,"Maumee city","48342",,,,,,,,,,,"8400","9999","9999",,,,,,,,"Maumee city",3571,1040,29,0,0,1284,392,20,0,0
"G39048468","2000","2","3","Ohio","39",,,"Mayfield village","48468",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Mayfield village",1028,133,0,0,0,193,51,4,0,0
"G39048482","2000","2","3","Ohio","39",,,"Mayfield Heights city","48482",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Mayfield Heights city",4076,881,32,10,0,3702,946,124,55,22
"G39048706","2000","2","3","Ohio","39",,,"Mechanicsburg village","48706",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mechanicsburg village",367,103,5,3,0,146,81,2,7,0
"G39048790","2000","2","3","Ohio","39",,,"Medina city","48790",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Medina city",4936,1286,35,7,0,2118,941,79,5,0
"G39049000","2000","2","3","Ohio","39",,,"Melrose village","49000",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Melrose village",49,32,2,0,0,15,4,0,2,3
"G39049042","2000","2","3","Ohio","39",,,"Mendon village","49042",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mendon village",155,57,4,0,0,28,15,0,4,0
"G39049056","2000","2","3","Ohio","39",,,"Mentor city","49056",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Mentor city",13408,2982,39,0,7,1488,803,42,28,0
"G39049098","2000","2","3","Ohio","39",,,"Mentor-on-the-Lake city","49098",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Mentor-on-the-Lake city",1654,616,5,0,0,666,351,5,7,0
"G39049238","2000","2","3","Ohio","39",,,"Metamora village","49238",,,,,,,,,,,"8400","9999","9999",,,,,,,,"Metamora village",116,36,0,0,0,28,17,0,0,0
"G39049294","2000","2","3","Ohio","39",,,"Meyers Lake village","49294",,,,,,,,,,,"1320","9999","9999",,,,,,,,"Meyers Lake village",227,14,0,0,0,57,13,0,0,0
"G39049434","2000","2","3","Ohio","39",,,"Miamisburg city","49434",,,,,,,,,,,"2000","9999","9999",,,,,,,,"Miamisburg city",4246,1066,53,0,0,1339,777,27,7,0
"G39049644","2000","2","3","Ohio","39",,,"Middleburg Heights city","49644",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Middleburg Heights city",4172,714,17,2,0,1315,447,26,12,0
"G39049700","2000","2","3","Ohio","39",,,"Middlefield village","49700",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Middlefield village",379,99,0,0,0,319,146,6,0,2
"G39049728","2000","2","3","Ohio","39",,,"Middle Point village","49728",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Middle Point village",166,45,0,0,0,8,12,0,0,0
"G39049756","2000","2","3","Ohio","39",,,"Middleport village","49756",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Middleport village",593,106,0,4,0,241,139,7,3,6
"G39049840","2000","2","3","Ohio","39",,,"Middletown city","49840",,,,,,,,,,,"1642","####","9999",,,,,,,,"Middletown city",10009,2805,91,15,0,5400,2954,200,41,0
"G39049896","2000","2","3","Ohio","39",,,"Midland village","49896",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Midland village",57,22,0,0,0,7,20,0,0,0
"G39049966","2000","2","3","Ohio","39",,,"Midvale village","49966",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Midvale village",129,32,0,0,0,20,25,3,0,0
"G39050008","2000","2","3","Ohio","39",,,"Midway village","50008",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Midway village",76,21,0,0,0,12,1,0,0,0
"G39050036","2000","2","3","Ohio","39",,,"Mifflin village","50036",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mifflin village",33,8,0,0,0,16,7,0,0,0
"G39050134","2000","2","3","Ohio","39",,,"Milan village","50134",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Milan village",342,85,5,2,0,96,23,0,0,0
"G39050176","2000","2","3","Ohio","39",,,"Milford city","50176",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Milford city",1167,286,9,0,0,1041,499,3,6,0
"G39050218","2000","2","3","Ohio","39",,,"Milford Center village","50218",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Milford Center village",166,37,0,0,0,24,4,2,0,0
"G39050260","2000","2","3","Ohio","39",,,"Millbury village","50260",,,,,,,,,,,"8400","9999","9999",,,,,,,,"Millbury village",272,69,2,0,0,50,18,2,0,0
"G39050316","2000","2","3","Ohio","39",,,"Milledgeville village","50316",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Milledgeville village",29,4,0,0,0,3,6,0,0,0
"G39050358","2000","2","3","Ohio","39",,,"Miller City village","50358",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miller City village",34,8,0,0,0,1,2,0,0,0
"G39050372","2000","2","3","Ohio","39",,,"Millersburg village","50372",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Millersburg village",481,164,0,0,0,383,162,17,0,6
"G39050400","2000","2","3","Ohio","39",,,"Millersport village","50400",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Millersport village",215,47,0,0,0,80,61,0,0,0
"G39050540","2000","2","3","Ohio","39",,,"Millville village","50540",,,,,,,,,,,"1642","3200","9999",,,,,,,,"Millville village",159,73,1,0,3,52,13,6,0,0
"G39050708","2000","2","3","Ohio","39",,,"Milton Center village","50708",,,,,,,,,,,"8400","9999","9999",,,,,,,,"Milton Center village",38,14,0,0,0,16,2,0,2,0
"G39050722","2000","2","3","Ohio","39",,,"Miltonsburg village","50722",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miltonsburg village",6,0,0,0,0,0,0,0,0,0
"G39050764","2000","2","3","Ohio","39",,,"Mineral City village","50764",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mineral City village",153,67,0,0,0,52,34,2,0,0
"G39050778","2000","2","3","Ohio","39",,,"Mineral Ridge CDP","50778",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Mineral Ridge CDP",707,310,0,0,0,254,80,0,0,0
"G39050834","2000","2","3","Ohio","39",,,"Minerva village","50834",,,,,,,,,,,"####","9999","9999",,,,,,,,"Minerva village",844,206,0,0,0,348,159,23,5,0
"G39050862","2000","2","3","Ohio","39",,,"Minerva Park village","50862",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Minerva Park village",422,70,0,0,0,27,3,0,0,0
"G39050904","2000","2","3","Ohio","39",,,"Mingo Junction village","50904",,,,,,,,,,,"8080","9999","9999",,,,,,,,"Mingo Junction village",920,206,4,0,0,284,132,0,0,0
"G39050918","2000","2","3","Ohio","39",,,"Minster village","50918",,,,,,,,,,,"4320","9999","9999",,,,,,,,"Minster village",612,225,10,0,0,131,27,0,0,0
"G39051058","2000","2","3","Ohio","39",,,"Mogadore village","51058",,,,,,,,,,,"1692","0080","9999",,,,,,,,"Mogadore village",971,267,14,8,0,137,72,8,0,0
"G39051215","2000","2","3","Ohio","39",,,"Monfort Heights East CDP","51215",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Monfort Heights East CDP",854,324,0,0,0,315,59,16,0,0
"G39051217","2000","2","3","Ohio","39",,,"Monfort Heights South CDP","51217",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Monfort Heights South CDP",1244,345,0,0,0,45,36,0,0,0
"G39051310","2000","2","3","Ohio","39",,,"Monroe city","51310",,,,,,,,,,,"1642","####","9999",,,,,,,,"Monroe city",1733,406,0,0,0,388,156,0,9,0
"G39051618","2000","2","3","Ohio","39",,,"Monroeville village","51618",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroeville village",240,101,0,0,0,127,50,7,2,0
"G39051674","2000","2","3","Ohio","39",,,"Montezuma village","51674",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montezuma village",37,16,0,0,0,0,7,2,0,0
"G39051716","2000","2","3","Ohio","39",,,"Montgomery city","51716",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Montgomery city",3010,299,5,0,0,250,51,5,0,0
"G39051772","2000","2","3","Ohio","39",,,"Montpelier village","51772",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montpelier village",935,226,0,6,9,385,159,20,0,0
"G39051816","2000","2","3","Ohio","39",,,"Montrose-Ghent CDP","51816",,,,,,,,,,,"1692","0080","9999",,,,,,,,"Montrose-Ghent CDP",1692,137,0,0,0,54,33,0,0,0
"G39052010","2000","2","3","Ohio","39",,,"Moraine city","52010",,,,,,,,,,,"2000","9999","9999",,,,,,,,"Moraine city",1219,513,22,0,0,745,301,17,18,0
"G39052052","2000","2","3","Ohio","39",,,"Moreland Hills village","52052",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Moreland Hills village",1134,100,0,0,0,51,10,0,0,0
"G39052276","2000","2","3","Ohio","39",,,"Morral village","52276",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morral village",112,28,1,0,0,9,4,0,0,0
"G39052346","2000","2","3","Ohio","39",,,"Morristown village","52346",,,,,,,,,,,"9000","9999","9999",,,,,,,,"Morristown village",70,31,0,0,0,16,2,2,0,0
"G39052374","2000","2","3","Ohio","39",,,"Morrow village","52374",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Morrow village",185,67,7,0,0,116,70,7,0,0
"G39052416","2000","2","3","Ohio","39",,,"Moscow village","52416",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Moscow village",50,22,0,0,0,12,10,0,0,0
"G39052598","2000","2","3","Ohio","39",,,"Mount Blanchard village","52598",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Blanchard village",105,31,4,0,0,31,20,4,0,0
"G39052612","2000","2","3","Ohio","39",,,"Mount Carmel CDP","52612",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mount Carmel CDP",733,319,0,0,0,413,220,17,0,0
"G39052668","2000","2","3","Ohio","39",,,"Mount Cory village","52668",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Cory village",60,11,0,0,0,7,0,0,0,0
"G39052682","2000","2","3","Ohio","39",,,"Mount Eaton village","52682",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Eaton village",40,21,0,0,0,26,6,0,0,0
"G39052738","2000","2","3","Ohio","39",,,"Mount Gilead village","52738",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Gilead village",735,128,0,0,0,300,160,4,0,0
"G39052752","2000","2","3","Ohio","39",,,"Mount Healthy city","52752",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mount Healthy city",1248,317,18,0,0,1155,451,35,29,0
"G39052780","2000","2","3","Ohio","39",,,"Mount Healthy Heights CDP","52780",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mount Healthy Heights CDP",563,240,8,0,0,288,200,0,6,10
"G39052906","2000","2","3","Ohio","39",,,"Mount Orab village","52906",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mount Orab village",367,165,16,2,0,177,140,11,4,0
"G39052976","2000","2","3","Ohio","39",,,"Mount Pleasant village","52976",,,,,,,,,,,"8080","9999","9999",,,,,,,,"Mount Pleasant village",133,51,4,0,0,15,4,2,0,0
"G39053032","2000","2","3","Ohio","39",,,"Mount Repose CDP","53032",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mount Repose CDP",1009,293,0,0,0,125,78,5,0,0
"G39053046","2000","2","3","Ohio","39",,,"Mount Sterling village","53046",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Mount Sterling village",310,106,6,0,0,211,127,17,3,0
"G39053102","2000","2","3","Ohio","39",,,"Mount Vernon city","53102",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Vernon city",2991,567,9,0,0,1809,768,30,29,6
"G39053144","2000","2","3","Ohio","39",,,"Mount Victory village","53144",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mount Victory village",136,48,0,0,0,45,15,3,0,0
"G39053186","2000","2","3","Ohio","39",,,"Mowrystown village","53186",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mowrystown village",75,37,0,0,0,19,5,0,0,0
"G39053270","2000","2","3","Ohio","39",,,"Mulberry CDP","53270",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mulberry CDP",799,129,4,0,0,183,46,0,0,0
"G39053312","2000","2","3","Ohio","39",,,"Munroe Falls city","53312",,,,,,,,,,,"1692","0080","9999",,,,,,,,"Munroe Falls city",1385,279,12,0,0,179,79,12,10,0
"G39053410","2000","2","3","Ohio","39",,,"Murray City village","53410",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Murray City village",87,40,0,0,0,48,14,0,0,0
"G39053480","2000","2","3","Ohio","39",,,"Mutual village","53480",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mutual village",31,7,0,0,0,6,0,0,0,0
"G39053550","2000","2","3","Ohio","39",,,"Napoleon city","53550",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Napoleon city",2119,470,11,12,0,773,323,54,23,12
"G39053634","2000","2","3","Ohio","39",,,"Nashville village","53634",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nashville village",49,9,0,0,0,4,3,2,0,0
"G39053690","2000","2","3","Ohio","39",,,"Navarre village","53690",,,,,,,,,,,"1320","9999","9999",,,,,,,,"Navarre village",334,73,0,3,0,145,53,0,0,0
"G39053788","2000","2","3","Ohio","39",,,"Neffs CDP","53788",,,,,,,,,,,"9000","9999","9999",,,,,,,,"Neffs CDP",236,118,0,0,0,56,35,0,0,0
"G39053816","2000","2","3","Ohio","39",,,"Nellie village","53816",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nellie village",41,5,0,2,0,0,2,0,0,0
"G39053886","2000","2","3","Ohio","39",,,"Nelsonville city","53886",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nelsonville city",772,251,19,0,0,655,342,12,0,0
"G39053942","2000","2","3","Ohio","39",,,"Nevada village","53942",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nevada village",190,33,1,2,0,55,24,0,2,0
"G39053956","2000","2","3","Ohio","39",,,"Neville village","53956",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Neville village",20,17,0,0,0,2,6,0,0,0
"G39053970","2000","2","3","Ohio","39",,,"New Albany village","53970",,,,,,,,,,,"1840","9999","9999",,,,,,,,"New Albany village",886,167,0,0,0,149,59,0,0,0
"G39054012","2000","2","3","Ohio","39",,,"New Alexandria village","54012",,,,,,,,,,,"8080","9999","9999",,,,,,,,"New Alexandria village",51,15,0,0,0,14,2,0,0,0
"G39054040","2000","2","3","Ohio","39",,,"Newark city","54040",,,,,,,,,,,"1840","9999","9999",,,,,,,,"Newark city",9146,2100,40,14,0,5188,2650,127,59,8
"G39054068","2000","2","3","Ohio","39",,,"New Athens village","54068",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Athens village",86,24,0,0,0,25,6,0,0,0
"G39054110","2000","2","3","Ohio","39",,,"New Bavaria village","54110",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Bavaria village",26,7,0,0,0,2,0,0,0,0
"G39054152","2000","2","3","Ohio","39",,,"New Bloomington village","54152",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Bloomington village",104,73,7,0,0,10,2,0,0,0
"G39054166","2000","2","3","Ohio","39",,,"New Boston village","54166",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Boston village",313,70,6,0,0,480,180,17,0,0
"G39054194","2000","2","3","Ohio","39",,,"New Bremen village","54194",,,,,,,,,,,"4320","9999","9999",,,,,,,,"New Bremen village",579,243,16,0,0,172,65,0,5,0
"G39054250","2000","2","3","Ohio","39",,,"Newburgh Heights village","54250",,,,,,,,,,,"1692","1680","9999",,,,,,,,"Newburgh Heights village",538,112,7,3,0,280,103,9,0,0
"G39054334","2000","2","3","Ohio","39",,,"New Carlisle city","54334",,,,,,,,,,,"2000","9999","9999",,,,,,,,"New Carlisle city",1132,428,23,9,0,339,220,48,0,1
"G39054432","2000","2","3","Ohio","39",,,"Newcomerstown village","54432",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newcomerstown village",836,304,0,0,0,322,169,13,0,0
"G39054446","2000","2","3","Ohio","39",,,"New Concord village","54446",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Concord village",324,58,1,0,0,219,77,4,0,0
"G39054562","2000","2","3","Ohio","39",,,"New Franklin village","54562",,,,,,,,,,,"1692","0080","9999",,,,,,,,"New Franklin village",562,183,7,0,0,89,36,0,3,0
"G39054726","2000","2","3","Ohio","39",,,"New Holland village","54726",,,,,,,,,,,"####","9999","9999",,,,,,,,"New Holland village",167,55,4,0,0,54,26,2,0,0
"G39054838","2000","2","3","Ohio","39",,,"New Knoxville village","54838",,,,,,,,,,,"4320","9999","9999",,,,,,,,"New Knoxville village",181,69,5,0,0,54,33,2,0,0
"G39054852","2000","2","3","Ohio","39",,,"New Lebanon village","54852",,,,,,,,,,,"2000","9999","9999",,,,,,,,"New Lebanon village",722,378,36,20,0,284,148,0,0,0
"G39054866","2000","2","3","Ohio","39",,,"New Lexington city","54866",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Lexington city",832,293,11,0,0,426,225,45,8,0
"G39054908","2000","2","3","Ohio","39",,,"New London village","54908",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New London village",510,162,27,5,0,214,107,10,0,0
"G39054978","2000","2","3","Ohio","39",,,"New Madison village","54978",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Madison village",231,52,0,0,0,44,18,3,0,0
"G39055104","2000","2","3","Ohio","39",,,"New Miami village","55104",,,,,,,,,,,"1642","3200","9999",,,,,,,,"New Miami village",411,195,20,0,0,93,158,0,4,0
"G39055118","2000","2","3","Ohio","39",,,"New Middletown village","55118",,,,,,,,,,,"9320","9999","9999",,,,,,,,"New Middletown village",408,133,3,0,0,105,39,2,0,0
"G39055188","2000","2","3","Ohio","39",,,"New Paris village","55188",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Paris village",348,129,4,0,0,155,76,2,0,0
"G39055216","2000","2","3","Ohio","39",,,"New Philadelphia city","55216",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Philadelphia city",3946,915,0,0,0,1758,688,46,0,7
"G39055384","2000","2","3","Ohio","39",,,"New Richmond village","55384",,,,,,,,,,,"1642","1640","9999",,,,,,,,"New Richmond village",319,121,16,0,0,148,152,20,0,0
"G39055398","2000","2","3","Ohio","39",,,"New Riegel village","55398",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Riegel village",64,12,0,0,0,20,8,0,0,0
"G39055426","2000","2","3","Ohio","39",,,"New Rome village","55426",,,,,,,,,,,"1840","9999","9999",,,,,,,,"New Rome village",7,3,0,0,0,6,12,0,0,0
"G39055552","2000","2","3","Ohio","39",,,"New Straitsville village","55552",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Straitsville village",187,66,0,0,0,36,27,0,0,0
"G39055650","2000","2","3","Ohio","39",,,"Newton Falls village","55650",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Newton Falls village",940,258,12,0,0,675,230,52,16,7
"G39055664","2000","2","3","Ohio","39",,,"Newtonsville village","55664",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Newtonsville village",88,33,0,0,0,13,16,1,0,0
"G39055678","2000","2","3","Ohio","39",,,"Newtown village","55678",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Newtown village",517,116,7,0,0,208,78,4,0,0
"G39055748","2000","2","3","Ohio","39",,,"New Vienna village","55748",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Vienna village",208,109,9,0,0,97,70,2,0,0
"G39055776","2000","2","3","Ohio","39",,,"New Washington village","55776",,,,,,,,,,,"4800","9999","9999",,,,,,,,"New Washington village",244,82,5,0,0,48,17,0,0,0
"G39055790","2000","2","3","Ohio","39",,,"New Waterford village","55790",,,,,,,,,,,"9320","9999","9999",,,,,,,,"New Waterford village",303,117,4,4,0,68,55,6,3,0
"G39055818","2000","2","3","Ohio","39",,,"New Weston village","55818",,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Weston village",32,4,0,0,0,3,10,0,0,0
"G39055874","2000","2","3","Ohio","39",,,"Ney village","55874",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ney village",88,25,2,0,0,11,12,0,0,0
"G39055916","2000","2","3","Ohio","39",,,"Niles city","55916",,,,,,,,,,,"9320","9999","9999",,,,,,,,"Niles city",4503,1063,30,15,0,2150,1031,47,10,15
"G39056154","2000","2","3","Ohio","39",,,"North Baltimore village","56154",,,,,,,,,,,"8400","9999","9999",,,,,,,,"North Baltimore village",651,268,4,0,0,265,58,11,0,0
"G39056182","2000","2","3","Ohio","39",,,"North Bend village","56182",,,,,,,,,,,"1642","1640","9999",,,,,,,,"North Bend village",143,36,0,0,0,43,24,5,2,2
"G39056280","2000","2","3","Ohio","39",,,"Northbrook CDP","56280",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Northbrook CDP",2302,941,45,0,0,395,471,46,9,0
"G39056294","2000","2","3","Ohio","39",,,"North Canton city","56294",,,,,,,,,,,"1320","9999","9999",,,,,,,,"North Canton city",4131,718,21,0,0,1923,367,6,0,0
"G39056322","2000","2","3","Ohio","39",,,"North College Hill city","56322",,,,,,,,,,,"1642","1640","9999",,,,,,,,"North College Hill city",2221,614,56,0,0,850,437,20,0,0
"G39056420","2000","2","3","Ohio","39",,,"North Fairfield village","56420",,,,,,,,,,,"9999","9999","9999",,,,,,,,"North Fairfield village",99,46,2,0,0,10,20,0,0,0
"G39056448","2000","2","3","Ohio","39",,,"Northfield village","56448",,,,,,,,,,,"1692","0080","9999",,,,,,,,"Northfield village",754,283,27,0,0,309,193,0,7,0
"G39056546","2000","2","3","Ohio","39",,,"North Fork Village CDP","56546",,,,,,,,,,,"9999","9999","9999",,,,,,,,"North Fork Village CDP",334,46,0,0,0,236,80,14,0,0
"G39056553","2000","2","3","Ohio","39",,,"Northgate CDP","56553",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Northgate CDP",1665,674,23,0,0,185,168,11,0,0
"G39056588","2000","2","3","Ohio","39",,,"North Hampton village","56588",,,,,,,,,,,"2000","9999","9999",,,,,,,,"North Hampton village",21,10,5,0,0,12,9,0,0,0
"G39056700","2000","2","3","Ohio","39",,,"North Kingsville village","56700",,,,,,,,,,,"1692","1680","9999",,,,,,,,"North Kingsville village",726,174,11,0,0,74,37,6,0,0
"G39056770","2000","2","3","Ohio","39",,,"North Lewisburg village","56770",,,,,,,,,,,"9999","9999","9999",,,,,,,,"North Lewisburg village",291,139,0,0,0,103,63,5,0,2
