GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G0101240","1970","Alabama","01",,,"Newbern","1240",,,,,,,,,,,"Newbern",72,8,10
"G0101245","1970","Alabama","01",,,"New Brockton","1245",,,,,,,,,,,"New Brockton",366,39,21
"G0101250","1970","Alabama","01",,,"New Hope","1250",,,,,,,,,,,"New Hope",402,19,5
"G0101253","1970","Alabama","01",,,"New Site","1253",,,,,,,,,,,"New Site",107,6,4
"G0101254","1970","Alabama","01",,,"Newsome","1254",,,,,,,,,,,"Newsome",11,0,0
"G0101255","1970","Alabama","01",,,"Newton","1255",,,,,,,,,,,"Newton",499,47,30
"G0101260","1970","Alabama","01",,,"Newville","1260",,,,,,,,,,,"Newville",137,10,5
"G0101270","1970","Alabama","01",,,"North Johns","1270",,,,,,,,,,,"North Johns",50,6,10
"G0101275","1970","Alabama","01",,,"Northport","1275",,,,,,,,,,,"Northport",2482,175,77
"G0101280","1970","Alabama","01",,,"Notasulga","1280",,,,,,,,,,,"Notasulga",243,16,12
"G0101282","1970","Alabama","01",,,"Oak Grove","1282",,,,,,,,,,,"Oak Grove",142,8,5
"G0101285","1970","Alabama","01",,,"Oak Hill","1285",,,,,,,,,,,"Oak Hill",32,2,1
"G0101290","1970","Alabama","01",,,"Oakman","1290",,,,,,,,,,,"Oakman",264,19,9
"G0101295","1970","Alabama","01",,,"Odenville","1295",,,,,,,,,,,"Odenville",168,7,3
"G0101300","1970","Alabama","01",,,"Ohatchee","1300",,,,,,,,,,,"Ohatchee",143,5,3
"G0101305","1970","Alabama","01",,,"Oneonta","1305",,,,,,,,,,,"Oneonta",1390,75,32
"G0101310","1970","Alabama","01",,,"Opelika","1310",,,,,,,,,,,"Opelika",5035,492,261
"G0101315","1970","Alabama","01",,,"Opp","1315",,,,,,,,,,,"Opp",1976,126,46
"G0101320","1970","Alabama","01",,,"Orrville","1320",,,,,,,,,,,"Orrville",103,4,8
"G0101324","1970","Alabama","01",,,"Owens Crossroads","1324",,,,,,,,,,,"Owens Crossroads",208,13,10
"G0101325","1970","Alabama","01",,,"Oxford","1325",,,,,,,,,,,"Oxford",1314,60,19
"G0101330","1970","Alabama","01",,,"Ozark","1330",,,,,,,,,,,"Ozark",3880,274,127
"G0101335","1970","Alabama","01",,,"Paint Rock","1335",,,,,,,,,,,"Paint Rock",79,2,1
"G0101345","1970","Alabama","01",,,"Parrish","1345",,,,,,,,,,,"Parrish",491,43,29
"G0101347","1970","Alabama","01",,,"Pelham","1347",,,,,,,,,,,"Pelham",241,21,11
"G0101350","1970","Alabama","01",,,"Pell City","1350",,,,,,,,,,,"Pell City",1478,126,55
"G0101360","1970","Alabama","01",,,"Petrey","1360",,,,,,,,,,,"Petrey",42,2,2
"G0101365","1970","Alabama","01",,,"Phenix City","1365",,,,,,,,,,,"Phenix City",6742,719,344
"G0101370","1970","Alabama","01",,,"Phil Campbell","1370",,,,,,,,,,,"Phil Campbell",417,18,1
"G0101373","1970","Alabama","01",,,"Pickensville","1373",,,,,,,,,,,"Pickensville",32,4,3
"G0101375","1970","Alabama","01",,,"Piedmont","1375",,,,,,,,,,,"Piedmont",1636,97,27
"G0101380","1970","Alabama","01",,,"Pinckard","1380",,,,,,,,,,,"Pinckard",163,17,7
"G0101385","1970","Alabama","01",,,"Pine Apple","1385",,,,,,,,,,,"Pine Apple",106,5,7
"G0101390","1970","Alabama","01",,,"Pine Hill","1390",,,,,,,,,,,"Pine Hill",185,16,13
"G0101395","1970","Alabama","01",,,"Pisgah","1395",,,,,,,,,,,"Pisgah",159,9,1
"G0101405","1970","Alabama","01",,,"Pleasant Grove","1405",,,,,,,,,,,"Pleasant Grove",1390,61,8
"G0101410","1970","Alabama","01",,,"Pollard","1410",,,,,,,,,,,"Pollard",28,1,1
"G0101415","1970","Alabama","01",,,"Prattville","1415",,,,,,,,,,,"Prattville",3311,249,108
"G0101420","1970","Alabama","01",,,"Prichard","1420",,,,,,,,,,,"Prichard",9682,1308,731
"G0101425","1970","Alabama","01",,,"Ragland","1425",,,,,,,,,,,"Ragland",354,30,9
"G0101430","1970","Alabama","01",,,"Rainbow City","1430",,,,,,,,,,,"Rainbow City",891,48,12
"G0101435","1970","Alabama","01",,,"Rainsville","1435",,,,,,,,,,,"Rainsville",651,33,6
"G0101445","1970","Alabama","01",,,"Ranburne","1445",,,,,,,,,,,"Ranburne",114,10,2
"G0101450","1970","Alabama","01",,,"Red Bay","1450",,,,,,,,,,,"Red Bay",783,48,7
"G0101455","1970","Alabama","01",,,"Red Level","1455",,,,,,,,,,,"Red Level",184,12,7
"G0101460","1970","Alabama","01",,,"Reece City","1460",,,,,,,,,,,"Reece City",164,8,0
"G0101465","1970","Alabama","01",,,"Reform","1465",,,,,,,,,,,"Reform",547,27,32
"G0101470","1970","Alabama","01",,,"Repton","1470",,,,,,,,,,,"Repton",81,3,5
"G0101475","1970","Alabama","01",,,"River Falls","1475",,,,,,,,,,,"River Falls",159,21,4
"G0101480","1970","Alabama","01",,,"Riverside","1480",,,,,,,,,,,"Riverside",82,6,12
"G0101485","1970","Alabama","01",,,"River View (U)","1485",,,,,,,,,,,"River View (U)",305,24,18
"G0101488","1970","Alabama","01",,,"Riverview","1488",,,,,,,,,,,"Riverview",32,2,2
"G0101490","1970","Alabama","01",,,"Roanoke","1490",,,,,,,,,,,"Roanoke",1631,102,58
"G0101495","1970","Alabama","01",,,"Robertsdale","1495",,,,,,,,,,,"Robertsdale",620,45,11
"G0101500","1970","Alabama","01",,,"Rockford","1500",,,,,,,,,,,"Rockford",171,13,11
"G0101505","1970","Alabama","01",,,"Rogersville","1505",,,,,,,,,,,"Rogersville",296,9,3
"G0101507","1970","Alabama","01",,,"Roosevelt","1507",,,,,,,,,,,"Roosevelt",743,115,87
"G0101510","1970","Alabama","01",,,"Russellville","1510",,,,,,,,,,,"Russellville",2356,142,54
"G0101515","1970","Alabama","01",,,"Rutledge","1515",,,,,,,,,,,"Rutledge",117,9,2
"G0101520","1970","Alabama","01",,,"Samson","1520",,,,,,,,,,,"Samson",715,36,20
"G0101525","1970","Alabama","01",,,"Sanford","1525",,,,,,,,,,,"Sanford",76,8,0
"G0101530","1970","Alabama","01",,,"Saraland","1530",,,,,,,,,,,"Saraland",1976,137,31
"G0101532","1970","Alabama","01",,,"Sardis","1532",,,,,,,,,,,"Sardis",110,4,0
"G0101535","1970","Alabama","01",,,"Satsuma","1535",,,,,,,,,,,"Satsuma",518,51,12
"G0101540","1970","Alabama","01",,,"Scottsboro","1540",,,,,,,,,,,"Scottsboro",2814,178,55
"G0101550","1970","Alabama","01",,,"Section","1550",,,,,,,,,,,"Section",196,16,3
"G0101555","1970","Alabama","01",,,"Selma","1555",,,,,,,,,,,"Selma",7188,598,588
"G0101557","1970","Alabama","01",,,"Selmont-West Selmont (U)","1557",,,,,,,,,,,"Selmont-West Selmont (U)",632,69,30
"G0101560","1970","Alabama","01",,,"Shawmut (U)","1560",,,,,,,,,,,"Shawmut (U)",694,33,4
"G0101565","1970","Alabama","01",,,"Sheffield","1565",,,,,,,,,,,"Sheffield",4016,238,95
"G0101570","1970","Alabama","01",,,"Silas","1570",,,,,,,,,,,"Silas",100,9,6
"G0101575","1970","Alabama","01",,,"Siluria","1575",,,,,,,,,,,"Siluria",158,20,13
"G0101580","1970","Alabama","01",,,"Silverhill","1580",,,,,,,,,,,"Silverhill",158,12,1
"G0101582","1970","Alabama","01",,,"Sipsey","1582",,,,,,,,,,,"Sipsey",155,15,10
"G0101585","1970","Alabama","01",,,"Slocomb","1585",,,,,,,,,,,"Slocomb",579,36,14
"G0101587","1970","Alabama","01",,,"Snead","1587",,,,,,,,,,,"Snead",110,4,2
"G0101590","1970","Alabama","01",,,"Somerville","1590",,,,,,,,,,,"Somerville",52,4,2
"G0101595","1970","Alabama","01",,,"Southside","1595",,,,,,,,,,,"Southside",285,9,4
"G0101602","1970","Alabama","01",,,"Spanish Fort (U)","1602",,,,,,,,,,,"Spanish Fort (U)",655,29,16
"G0101610","1970","Alabama","01",,,"Springville","1610",,,,,,,,,,,"Springville",300,25,18
"G0101615","1970","Alabama","01",,,"Steele","1615",,,,,,,,,,,"Steele",247,15,0
"G0101620","1970","Alabama","01",,,"Stevenson","1620",,,,,,,,,,,"Stevenson",659,68,23
"G0101625","1970","Alabama","01",,,"Sulligent","1625",,,,,,,,,,,"Sulligent",552,40,12
"G0101630","1970","Alabama","01",,,"Sumiton","1630",,,,,,,,,,,"Sumiton",635,54,33
"G0101635","1970","Alabama","01",,,"Summerdale","1635",,,,,,,,,,,"Summerdale",148,21,4
"G0101637","1970","Alabama","01",,,"Sweet Water","1637",,,,,,,,,,,"Sweet Water",69,6,1
"G0101645","1970","Alabama","01",,,"Sylacauga","1645",,,,,,,,,,,"Sylacauga",3629,253,92
"G0101648","1970","Alabama","01",,,"Sylvania","1648",,,,,,,,,,,"Sylvania",155,3,2
"G0101650","1970","Alabama","01",,,"Sylvan Springs","1650",,,,,,,,,,,"Sylvan Springs",103,4,2
"G0101655","1970","Alabama","01",,,"Talladega","1655",,,,,,,,,,,"Talladega",4501,392,239
"G0101660","1970","Alabama","01",,,"Talladega Springs","1660",,,,,,,,,,,"Talladega Springs",37,5,0
"G0101665","1970","Alabama","01",,,"Tallassee","1665",,,,,,,,,,,"Tallassee",1574,89,33
"G0101670","1970","Alabama","01",,,"Tarrant City","1670",,,,,,,,,,,"Tarrant City",2167,106,28
"G0101672","1970","Alabama","01",,,"Taylor","1672",,,,,,,,,,,"Taylor",45,4,0
"G0101675","1970","Alabama","01",,,"Thomaston","1675",,,,,,,,,,,"Thomaston",215,14,19
"G0101680","1970","Alabama","01",,,"Thomasville","1680",,,,,,,,,,,"Thomasville",950,100,49
"G0101685","1970","Alabama","01",,,"Thorsby","1685",,,,,,,,,,,"Thorsby",306,16,4
"G0101690","1970","Alabama","01",,,"Town Creek","1690",,,,,,,,,,,"Town Creek",362,25,8
"G0101695","1970","Alabama","01",,,"Toxey","1695",,,,,,,,,,,"Toxey",59,9,8
"G0101700","1970","Alabama","01",,,"Trafford","1700",,,,,,,,,,,"Trafford",186,13,4
"G0101702","1970","Alabama","01",,,"Triana","1702",,,,,,,,,,,"Triana",40,7,9
"G0101705","1970","Alabama","01",,,"Trinity","1705",,,,,,,,,,,"Trinity",237,24,3
"G0101710","1970","Alabama","01",,,"Troy","1710",,,,,,,,,,,"Troy",3073,164,178
"G0101715","1970","Alabama","01",,,"Trussville","1715",,,,,,,,,,,"Trussville",856,40,6
"G0101720","1970","Alabama","01",,,"Tuscaloosa","1720",,,,,,,,,,,"Tuscaloosa",16753,884,551
"G0101725","1970","Alabama","01",,,"Tuscumbia","1725",,,,,,,,,,,"Tuscumbia",2564,124,77
"G0101730","1970","Alabama","01",,,"Tuskegee","1730",,,,,,,,,,,"Tuskegee",2763,200,85
"G0101732","1970","Alabama","01",,,"Union Grove","1732",,,,,,,,,,,"Union Grove",39,0,1
"G0101735","1970","Alabama","01",,,"Union Springs","1735",,,,,,,,,,,"Union Springs",1199,105,98
"G0101740","1970","Alabama","01",,,"Uniontown","1740",,,,,,,,,,,"Uniontown",529,66,57
"G0101745","1970","Alabama","01",,,"Valley Head","1745",,,,,,,,,,,"Valley Head",161,7,0
"G0101750","1970","Alabama","01",,,"Vernon","1750",,,,,,,,,,,"Vernon",721,30,13
"G0101755","1970","Alabama","01",,,"Vestavia Hills","1755",,,,,,,,,,,"Vestavia Hills",2652,14,2
"G0101760","1970","Alabama","01",,,"Vina","1760",,,,,,,,,,,"Vina",111,8,3
"G0101765","1970","Alabama","01",,,"Vincent","1765",,,,,,,,,,,"Vincent",378,30,21
"G0101767","1970","Alabama","01",,,"Vinemont","1767",,,,,,,,,,,"Vinemont",158,6,1
"G0101770","1970","Alabama","01",,,"Vredenburgh","1770",,,,,,,,,,,"Vredenburgh",100,15,35
"G0101775","1970","Alabama","01",,,"Wadley","1775",,,,,,,,,,,"Wadley",193,11,6
"G0101780","1970","Alabama","01",,,"Walnut Grove","1780",,,,,,,,,,,"Walnut Grove",71,6,1
"G0101785","1970","Alabama","01",,,"Warrior","1785",,,,,,,,,,,"Warrior",733,73,29
"G0101790","1970","Alabama","01",,,"Waterloo","1790",,,,,,,,,,,"Waterloo",87,7,1
"G0101795","1970","Alabama","01",,,"Waverly","1795",,,,,,,,,,,"Waverly",64,10,9
"G0101800","1970","Alabama","01",,,"Weaver","1800",,,,,,,,,,,"Weaver",590,38,6
"G0101805","1970","Alabama","01",,,"Webb","1805",,,,,,,,,,,"Webb",109,7,4
"G0101810","1970","Alabama","01",,,"Wedowee","1810",,,,,,,,,,,"Wedowee",246,20,15
"G0101815","1970","Alabama","01",,,"West Blocton","1815",,,,,,,,,,,"West Blocton",338,26,14
"G0101822","1970","Alabama","01",,,"West End-Cobb Town (U)","1822",,,,,,,,,,,"West End-Cobb Town (U)",1301,188,73
"G0101823","1970","Alabama","01",,,"Weston","1823",,,,,,,,,,,"Weston",131,6,3
"G0101825","1970","Alabama","01",,,"Wetumpka","1825",,,,,,,,,,,"Wetumpka",1132,69,40
"G0101827","1970","Alabama","01",,,"Whites Chapel","1827",,,,,,,,,,,"Whites Chapel",98,5,2
"G0101830","1970","Alabama","01",,,"Wilsonville","1830",,,,,,,,,,,"Wilsonville",184,14,3
"G0101835","1970","Alabama","01",,,"Wilton","1835",,,,,,,,,,,"Wilton",155,11,8
"G0101840","1970","Alabama","01",,,"Winfield","1840",,,,,,,,,,,"Winfield",1065,48,14
"G0101843","1970","Alabama","01",,,"Woodland","1843",,,,,,,,,,,"Woodland",57,4,1
"G0101845","1970","Alabama","01",,,"Woodville","1845",,,,,,,,,,,"Woodville",119,4,0
"G0101850","1970","Alabama","01",,,"York","1850",,,,,,,,,,,"York",803,70,70
"G0200010","1970","Alaska","02",,,"Adak Station (U)","0010",,,,,,,,,,,"Adak Station (U)",541,35,28
"G0200030","1970","Alaska","02",,,"Akhiok (U)","0030",,,,,,,,,,,"Akhiok (U)",4,6,9
"G0200040","1970","Alaska","02",,,"Akiachak (U)","0040",,,,,,,,,,,"Akiachak (U)",5,1,48
"G0200050","1970","Alaska","02",,,"Akiak (U)","0050",,,,,,,,,,,"Akiak (U)",4,2,20
"G0200060","1970","Alaska","02",,,"Akolmiut","0060",,,,,,,,,,,"Akolmiut",17,5,73
"G0200070","1970","Alaska","02",,,"Akutan (U)","0070",,,,,,,,,,,"Akutan (U)",17,2,2
"G0200080","1970","Alaska","02",,,"Alakanuk","0080",,,,,,,,,,,"Alakanuk",5,8,32
"G0200090","1970","Alaska","02",,,"Aleknagik (U)","0090",,,,,,,,,,,"Aleknagik (U)",7,6,9
"G0200100","1970","Alaska","02",,,"Allakaket (U)","0100",,,,,,,,,,,"Allakaket (U)",6,1,24
"G0200110","1970","Alaska","02",,,"Ambler (U)","0110",,,,,,,,,,,"Ambler (U)",3,1,27
"G0200120","1970","Alaska","02",,,"Anaktuvuk Pass","0120",,,,,,,,,,,"Anaktuvuk Pass",5,0,16
"G0200140","1970","Alaska","02",,,"Anchorage","0140",,,,,,,,,,,"Anchorage",13394,1122,486
"G0200145","1970","Alaska","02",,,"Anchor Point (U)","0145",,,,,,,,,,,"Anchor Point (U)",19,7,4
"G0200150","1970","Alaska","02",,,"Anderson","0150",,,,,,,,,,,"Anderson",83,13,3
"G0200160","1970","Alaska","02",,,"Angoon","0160",,,,,,,,,,,"Angoon",29,14,33
"G0200170","1970","Alaska","02",,,"Aniak (U)","0170",,,,,,,,,,,"Aniak (U)",18,1,32
"G0200180","1970","Alaska","02",,,"Annette (U)","0180",,,,,,,,,,,"Annette (U)",48,5,2
"G0200190","1970","Alaska","02",,,"Anvik","0190",,,,,,,,,,,"Anvik",16,2,6
"G0200200","1970","Alaska","02",,,"Arctic Village (U)","0200",,,,,,,,,,,"Arctic Village (U)",5,0,13
"G0200210","1970","Alaska","02",,,"Atka (U)","0210",,,,,,,,,,,"Atka (U)",10,2,5
"G0200230","1970","Alaska","02",,,"Auke Bay (U)","0230",,,,,,,,,,,"Auke Bay (U)",138,11,2
"G0200245","1970","Alaska","02",,,"Aurora-Johnston (U)","0245",,,,,,,,,,,"Aurora-Johnston (U)",316,51,19
"G0200250","1970","Alaska","02",,,"Barrow","0250",,,,,,,,,,,"Barrow",122,54,197
"G0200270","1970","Alaska","02",,,"Basher","0270",,,,,,,,,,,"Basher",-1,,
"G0200280","1970","Alaska","02",,,"Bay City","0280",,,,,,,,,,,"Bay City",-1,,
"G0200290","1970","Alaska","02",,,"Beaver (U)","0290",,,,,,,,,,,"Beaver (U)",12,1,12
"G0200300","1970","Alaska","02",,,"Belkofski (U)","0300",,,,,,,,,,,"Belkofski (U)",8,3,4
"G0200310","1970","Alaska","02",,,"Bethel","0310",,,,,,,,,,,"Bethel",255,52,235
"G0200330","1970","Alaska","02",,,"Big Lake (U)","0330",,,,,,,,,,,"Big Lake (U)",9,1,0
"G0200370","1970","Alaska","02",,,"Birchwood (U)","0370",,,,,,,,,,,"Birchwood (U)",200,48,35
"G0200400","1970","Alaska","02",,,"Brevig Mission","0400",,,,,,,,,,,"Brevig Mission",4,0,14
"G0200430","1970","Alaska","02",,,"Buckland","0430",,,,,,,,,,,"Buckland",4,0,16
"G0200440","1970","Alaska","02",,,"Butte (U)","0440",,,,,,,,,,,"Butte (U)",76,21,8
"G0200450","1970","Alaska","02",,,"Campbell (U)","0450",,,,,,,,,,,"Campbell (U)",12,0,3
"G0200470","1970","Alaska","02",,,"Cantwell (U)","0470",,,,,,,,,,,"Cantwell (U)",11,3,5
"G0200490","1970","Alaska","02",,,"Cape Lisburne (U)","0490",,,,,,,,,,,"Cape Lisburne (U)",-1,,
"G0200500","1970","Alaska","02",,,"Cape Pole (U)","0500",,,,,,,,,,,"Cape Pole (U)",18,6,2
"G0200520","1970","Alaska","02",,,"Central (U)","0520",,,,,,,,,,,"Central (U)",11,0,3
"G0200540","1970","Alaska","02",,,"Chalkyitsik (U)","0540",,,,,,,,,,,"Chalkyitsik (U)",10,1,16
"G0200590","1970","Alaska","02",,,"Chefornak (U)","0590",,,,,,,,,,,"Chefornak (U)",3,0,24
"G0200610","1970","Alaska","02",,,"Chevak","0610",,,,,,,,,,,"Chevak",8,0,54
"G0200640","1970","Alaska","02",,,"Chignik (U)","0640",,,,,,,,,,,"Chignik (U)",10,5,3
"G0200660","1970","Alaska","02",,,"Chignik Lake (U)","0660",,,,,,,,,,,"Chignik Lake (U)",5,4,12
"G0200670","1970","Alaska","02",,,"Chistochina (U)","0670",,,,,,,,,,,"Chistochina (U)",5,3,1
"G0200680","1970","Alaska","02",,,"Chitina (U)","0680",,,,,,,,,,,"Chitina (U)",13,1,4
"G0200690","1970","Alaska","02",,,"Chuathbaluk (U)","0690",,,,,,,,,,,"Chuathbaluk (U)",3,0,14
"G0200700","1970","Alaska","02",,,"Chugiak (U)","0700",,,,,,,,,,,"Chugiak (U)",94,21,14
"G0200710","1970","Alaska","02",,,"Circle (U)","0710",,,,,,,,,,,"Circle (U)",4,2,6
"G0200730","1970","Alaska","02",,,"Clam Gulch (U)","0730",,,,,,,,,,,"Clam Gulch (U)",11,3,0
"G0200740","1970","Alaska","02",,,"Clarks Point (U)","0740",,,,,,,,,,,"Clarks Point (U)",9,2,5
"G0200760","1970","Alaska","02",,,"Clover Pass (U)","0760",,,,,,,,,,,"Clover Pass (U)",58,3,8
"G0200780","1970","Alaska","02",,,"Cold Bay (U)","0780",,,,,,,,,,,"Cold Bay (U)",66,5,4
"G0200790","1970","Alaska","02",,,"College (U)","0790",,,,,,,,,,,"College (U)",678,69,51
"G0200800","1970","Alaska","02",,,"Cooper Landing (U)","0800",,,,,,,,,,,"Cooper Landing (U)",11,1,1
"G0200810","1970","Alaska","02",,,"Copper Center (U)","0810",,,,,,,,,,,"Copper Center (U)",49,8,11
"G0200820","1970","Alaska","02",,,"Cordova","0820",,,,,,,,,,,"Cordova",316,38,18
"G0200830","1970","Alaska","02",,,"Craig","0830",,,,,,,,,,,"Craig",63,5,12
"G0200840","1970","Alaska","02",,,"Crooked Creek (U)","0840",,,,,,,,,,,"Crooked Creek (U)",2,1,9
"G0200850","1970","Alaska","02",,,"Deadhorse (U)","0850",,,,,,,,,,,"Deadhorse (U)",-1,,
"G0200860","1970","Alaska","02",,,"Deering (U)","0860",,,,,,,,,,,"Deering (U)",7,0,12
"G0200870","1970","Alaska","02",,,"Delta Junction","0870",,,,,,,,,,,"Delta Junction",212,14,16
"G0200880","1970","Alaska","02",,,"Dillingham","0880",,,,,,,,,,,"Dillingham",157,29,52
"G0200890","1970","Alaska","02",,,"Diomede (U)","0890",,,,,,,,,,,"Diomede (U)",3,2,14
"G0200900","1970","Alaska","02",,,"Donnelly","0900",,,,,,,,,,,"Donnelly",-1,,
"G0200910","1970","Alaska","02",,,"Dot Lake (U)","0910",,,,,,,,,,,"Dot Lake (U)",6,3,4
"G0200920","1970","Alaska","02",,,"Douglas","0920",,,,,,,,,,,"Douglas",323,31,10
"G0200930","1970","Alaska","02",,,"Eagle","0930",,,,,,,,,,,"Eagle",10,1,3
"G0200940","1970","Alaska","02",,,"Eagle River (U)","0940",,,,,,,,,,,"Eagle River (U)",559,69,41
"G0200950","1970","Alaska","02",,,"Edna Bay (U)","0950",,,,,,,,,,,"Edna Bay (U)",15,3,2
"G0200960","1970","Alaska","02",,,"Eek (U)","0960",,,,,,,,,,,"Eek (U)",7,1,28
"G0200970","1970","Alaska","02",,,"Egegik (U)","0970",,,,,,,,,,,"Egegik (U)",20,4,11
"G0200975","1970","Alaska","02",,,"Eielson (U)","0975",,,,,,,,,,,"Eielson (U)",941,159,11
"G0200980","1970","Alaska","02",,,"Eklutna (U)","0980",,,,,,,,,,,"Eklutna (U)",6,2,2
"G0200990","1970","Alaska","02",,,"Ekuk (U)","0990",,,,,,,,,,,"Ekuk (U)",2,2,4
"G0201000","1970","Alaska","02",,,"Ekwok (U)","1000",,,,,,,,,,,"Ekwok (U)",5,3,16
"G0201010","1970","Alaska","02",,,"Elfin Cove (U)","1010",,,,,,,,,,,"Elfin Cove (U)",22,1,5
"G0201020","1970","Alaska","02",,,"Elim (U)","1020",,,,,,,,,,,"Elim (U)",4,3,27
"G0201025","1970","Alaska","02",,,"Elmendorf (U)","1025",,,,,,,,,,,"Elmendorf (U)",860,96,11
"G0201030","1970","Alaska","02",,,"Emanguk","1030",,,,,,,,,,,"Emanguk",20,10,50
"G0201040","1970","Alaska","02",,,"English Bay (U)","1040",,,,,,,,,,,"English Bay (U)",3,2,9
"G0201060","1970","Alaska","02",,,"Ester (U)","1060",,,,,,,,,,,"Ester (U)",63,7,7
"G0201070","1970","Alaska","02",,,"Evansville (U)","1070",,,,,,,,,,,"Evansville (U)",15,1,1
"G0201080","1970","Alaska","02",,,"Fairbanks","1080",,,,,,,,,,,"Fairbanks",4080,442,352
"G0201090","1970","Alaska","02",,,"False Pass (U)","1090",,,,,,,,,,,"False Pass (U)",9,0,5
"G0201100","1970","Alaska","02",,,"Fire Lake (U)","1100",,,,,,,,,,,"Fire Lake (U)",99,20,8
"G0201112","1970","Alaska","02",,,"Fort Greely (U)","1112",,,,,,,,,,,"Fort Greely (U)",303,22,2
"G0201115","1970","Alaska","02",,,"Fort Richardson (U)","1115",,,,,,,,,,,"Fort Richardson (U)",1541,192,26
"G0201117","1970","Alaska","02",,,"Fort Wainwright (U)","1117",,,,,,,,,,,"Fort Wainwright (U)",1206,128,29
"G0201120","1970","Alaska","02",,,"Fort Yukon","1120",,,,,,,,,,,"Fort Yukon",47,12,47
"G0201130","1970","Alaska","02",,,"Fritz Cove (U)","1130",,,,,,,,,,,"Fritz Cove (U)",82,5,3
"G0201140","1970","Alaska","02",,,"Fritz Creek (U)","1140",,,,,,,,,,,"Fritz Creek (U)",11,1,0
"G0201150","1970","Alaska","02",,,"Gakona (U)","1150",,,,,,,,,,,"Gakona (U)",13,2,5
"G0201160","1970","Alaska","02",,,"Galena (U)","1160",,,,,,,,,,,"Galena (U)",26,7,31
"G0201170","1970","Alaska","02",,,"Gambell","1170",,,,,,,,,,,"Gambell",13,4,40
"G0201190","1970","Alaska","02",,,"Girdwood","1190",,,,,,,,,,,"Girdwood",30,4,12
"G0201200","1970","Alaska","02",,,"Glen Alps","1200",,,,,,,,,,,"Glen Alps",6,1,1
"G0201210","1970","Alaska","02",,,"Glennallen (U)","1210",,,,,,,,,,,"Glennallen (U)",63,12,16
"G0201220","1970","Alaska","02",,,"Golovin (U)","1220",,,,,,,,,,,"Golovin (U)",5,3,14
"G0201240","1970","Alaska","02",,,"Graehl (U)","1240",,,,,,,,,,,"Graehl (U)",83,12,13
"G0201250","1970","Alaska","02",,,"Grayling","1250",,,,,,,,,,,"Grayling",10,6,9
"G0201260","1970","Alaska","02",,,"Gulkana (U)","1260",,,,,,,,,,,"Gulkana (U)",5,5,4
"G0201270","1970","Alaska","02",,,"Gustavus (U)","1270",,,,,,,,,,,"Gustavus (U)",11,2,3
"G0201280","1970","Alaska","02",,,"Haines","1280",,,,,,,,,,,"Haines",116,14,10
"G0201290","1970","Alaska","02",,,"Halibut Cove (U)","1290",,,,,,,,,,,"Halibut Cove (U)",15,1,2
"G0201320","1970","Alaska","02",,,"Healy (U)","1320",,,,,,,,,,,"Healy (U)",14,4,3
"G0201330","1970","Alaska","02",,,"Herring Cove (U)","1330",,,,,,,,,,,"Herring Cove (U)",31,1,1
"G0201360","1970","Alaska","02",,,"Holy Cross","1360",,,,,,,,,,,"Holy Cross",23,1,17
"G0201370","1970","Alaska","02",,,"Homer","1370",,,,,,,,,,,"Homer",266,31,32
"G0201380","1970","Alaska","02",,,"Hoonah","1380",,,,,,,,,,,"Hoonah",95,29,31
"G0201390","1970","Alaska","02",,,"Hooper Bay","1390",,,,,,,,,,,"Hooper Bay",6,1,66
"G0201400","1970","Alaska","02",,,"Hope (U)","1400",,,,,,,,,,,"Hope (U)",14,0,4
"G0201410","1970","Alaska","02",,,"Houston","1410",,,,,,,,,,,"Houston",14,5,2
"G0201420","1970","Alaska","02",,,"Hughes (U)","1420",,,,,,,,,,,"Hughes (U)",3,0,11
"G0201430","1970","Alaska","02",,,"Huslia","1430",,,,,,,,,,,"Huslia",8,0,22
"G0201440","1970","Alaska","02",,,"Hydaburg","1440",,,,,,,,,,,"Hydaburg",43,10,6
"G0201450","1970","Alaska","02",,,"Hyder (U)","1450",,,,,,,,,,,"Hyder (U)",15,1,0
"G0201460","1970","Alaska","02",,,"Iguigig (U)","1460",,,,,,,,,,,"Iguigig (U)",2,0,6
"G0201470","1970","Alaska","02",,,"Iliamna (U)","1470",,,,,,,,,,,"Iliamna (U)",12,0,3
