GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G0900050","1970","Connecticut","09","Litchfield","005",,,,,,,,,,,,,"Litchfield",42633,2411,506
"G0900070","1970","Connecticut","09","Middlesex","007",,,,,,,,,,,,,"Middlesex",32885,1611,262
"G0900090","1970","Connecticut","09","New Haven","009",,,,,,,,,,,,,"New Haven",216761,12623,2370
"G0900110","1970","Connecticut","09","New London","011",,,,,,,,,,,,,"New London",63616,3388,614
"G0900130","1970","Connecticut","09","Tolland","013",,,,,,,,,,,,,"Tolland",26454,1265,183
"G0900150","1970","Connecticut","09","Windham","015",,,,,,,,,,,,,"Windham",24580,1441,423
"G1000010","1970","Delaware","10","Kent","001",,,,,,,,,,,,,"Kent",21565,1426,377
"G1000030","1970","Delaware","10","New Castle","003",,,,,,"9160",,,,,,,"New Castle",110264,4629,881
"G1000050","1970","Delaware","10","Sussex","005",,,,,,,,,,,,,"Sussex",23698,1347,617
"G1100010","1970","District Of Columbia","11","District Of Columbia","001",,,,,,"8840",,,,,,,"District Of Columbia",230378,19659,12501
"G1200010","1970","Florida","12","Alachua","001",,,,,,"2900",,,,,,,"Alachua",28511,1812,791
"G1200030","1970","Florida","12","Baker","003",,,,,,,,,,,,,"Baker",1855,225,149
"G1200050","1970","Florida","12","Bay","005",,,,,,,,,,,,,"Bay",21158,1658,545
"G1200070","1970","Florida","12","Bradford","007",,,,,,,,,,,,,"Bradford",3576,337,144
"G1200090","1970","Florida","12","Brevard","009",,,,,,,,,,,,,"Brevard",63546,3706,1153
"G1200110","1970","Florida","12","Broward","011",,,,,,"2680",,,,,,,"Broward",206696,9873,6001
"G1200130","1970","Florida","12","Calhoun","013",,,,,,,,,,,,,"Calhoun",2097,203,95
"G1200150","1970","Florida","12","Charlotte","015",,,,,,,,,,,,,"Charlotte",10984,380,177
"G1200170","1970","Florida","12","Citrus","017",,,,,,,,,,,,,"Citrus",6772,375,209
"G1200190","1970","Florida","12","Clay","019",,,,,,,,,,,,,"Clay",8545,613,234
"G1200210","1970","Florida","12","Collier","021",,,,,,,,,,,,,"Collier",11487,863,682
"G1200230","1970","Florida","12","Columbia","023",,,,,,,,,,,,,"Columbia",6775,606,288
"G1200250","1970","Florida","12","Dade","025",,,,,,"5000",,,,,,,"Dade",369563,28176,30296
"G1200270","1970","Florida","12","DeSoto","027",,,,,,,,,,,,,"De Soto",3318,295,138
"G1200290","1970","Florida","12","Dixie","029",,,,,,,,,,,,,"Dixie",1461,157,90
"G1200310","1970","Florida","12","Duval","031",,,,,,"3600",,,,,,,"Duval",148140,9696,3832
"G1200330","1970","Florida","12","Escambia","033",,,,,,"6080",,,,,,,"Escambia",54630,3982,1776
"G1200350","1970","Florida","12","Flagler","035",,,,,,,,,,,,,"Flagler",1300,114,73
"G1200370","1970","Florida","12","Franklin","037",,,,,,,,,,,,,"Franklin",2140,180,109
"G1200390","1970","Florida","12","Gadsden","039",,,,,,,,,,,,,"Gadsden",7272,983,813
"G1200410","1970","Florida","12","Gilchrist","041",,,,,,,,,,,,,"Gilchrist",1003,92,51
"G1200430","1970","Florida","12","Glades","043",,,,,,,,,,,,,"Glades",899,121,96
"G1200450","1970","Florida","12","Gulf","045",,,,,,,,,,,,,"Gulf",2631,242,131
"G1200470","1970","Florida","12","Hamilton","047",,,,,,,,,,,,,"Hamilton",2017,206,130
"G1200490","1970","Florida","12","Hardee","049",,,,,,,,,,,,,"Hardee",3666,384,319
"G1200510","1970","Florida","12","Hendry","051",,,,,,,,,,,,,"Hendry",2900,339,360
"G1200530","1970","Florida","12","Hernando","053",,,,,,,,,,,,,"Hernando",5386,367,216
"G1200550","1970","Florida","12","Highlands","055",,,,,,,,,,,,,"Highlands",9246,655,490
"G1200570","1970","Florida","12","Hillsborough","057",,,,,,"8280",,,,,,,"Hillsborough",145964,9478,3308
"G1200590","1970","Florida","12","Holmes","059",,,,,,,,,,,,,"Holmes",3220,245,73
"G1200610","1970","Florida","12","Indian River","061",,,,,,,,,,,,,"Indian River",11206,730,365
"G1200630","1970","Florida","12","Jackson","063",,,,,,,,,,,,,"Jackson",9201,716,372
"G1200650","1970","Florida","12","Jefferson","065",,,,,,,,,,,,,"Jefferson",2043,255,183
"G1200670","1970","Florida","12","Lafayette","067",,,,,,,,,,,,,"Lafayette",867,63,25
"G1200690","1970","Florida","12","Lake","069",,,,,,,,,,,,,"Lake",22405,1357,775
"G1200710","1970","Florida","12","Lee","071",,,,,,,,,,,,,"Lee",34194,2024,1049
"G1200730","1970","Florida","12","Leon","073",,,,,,"8240",,,,,,,"Leon",28499,1660,863
"G1200750","1970","Florida","12","Levy","075",,,,,,,,,,,,,"Levy",3678,312,185
"G1200770","1970","Florida","12","Liberty","077",,,,,,,,,,,,,"Liberty",922,97,45
"G1200790","1970","Florida","12","Madison","079",,,,,,,,,,,,,"Madison",3464,318,218
"G1200810","1970","Florida","12","Manatee","081",,,,,,,,,,,,,"Manatee",35533,1630,836
"G1200830","1970","Florida","12","Marion","083",,,,,,,,,,,,,"Marion",19906,1508,805
"G1200850","1970","Florida","12","Martin","085",,,,,,,,,,,,,"Martin",9168,574,384
"G1200870","1970","Florida","12","Monroe","087",,,,,,,,,,,,,"Monroe",14930,1180,676
"G1200890","1970","Florida","12","Nassau","089",,,,,,,,,,,,,"Nassau",5290,516,212
"G1200910","1970","Florida","12","Okaloosa","091",,,,,,,,,,,,,"Okaloosa",22596,1732,516
"G1200930","1970","Florida","12","Okeechobee","093",,,,,,,,,,,,,"Okeechobee",2634,338,194
"G1200950","1970","Florida","12","Orange","095",,,,,,"5960",,,,,,,"Orange",100698,5691,2254
"G1200970","1970","Florida","12","Osceola","097",,,,,,,,,,,,,"Osceola",8369,500,212
"G1200990","1970","Florida","12","Palm Beach","099",,,,,,"8960",,,,,,,"Palm Beach",112010,6180,5157
"G1201010","1970","Florida","12","Pasco","101",,,,,,,,,,,,,"Pasco",28290,1246,686
"G1201030","1970","Florida","12","Pinellas","103",,,,,,"8280",,,,,,,"Pinellas",202136,6235,2931
"G1201050","1970","Florida","12","Polk","105",,,,,,,,,,,,,"Polk",65752,4914,2237
"G1201070","1970","Florida","12","Putnam","107",,,,,,,,,,,,,"Putnam",10183,883,428
"G1201090","1970","Florida","12","St Johns","109",,,,,,,,,,,,,"St Johns",9151,591,256
"G1201110","1970","Florida","12","St Lucie","111",,,,,,,,,,,,,"St Lucie",15009,1240,609
"G1201130","1970","Florida","12","Santa Rosa","113",,,,,,"6080",,,,,,,"Santa Rosa",9836,752,252
"G1201150","1970","Florida","12","Sarasota","115",,,,,,,,,,,,,"Sarasota",45936,1509,677
"G1201170","1970","Florida","12","Seminole","117",,,,,,"5960",,,,,,,"Seminole",23854,1392,511
"G1201190","1970","Florida","12","Sumter","119",,,,,,,,,,,,,"Sumter",4096,330,197
"G1201210","1970","Florida","12","Suwannee","121",,,,,,,,,,,,,"Suwannee",4335,345,175
"G1201230","1970","Florida","12","Taylor","123",,,,,,,,,,,,,"Taylor",3696,370,161
"G1201250","1970","Florida","12","Union","125",,,,,,,,,,,,,"Union",1448,133,58
"G1201270","1970","Florida","12","Volusia","127",,,,,,,,,,,,,"Volusia",59047,2586,967
"G1201290","1970","Florida","12","Wakulla","129",,,,,,,,,,,,,"Wakulla",1688,161,87
"G1201310","1970","Florida","12","Walton","131",,,,,,,,,,,,,"Walton",4754,338,176
"G1201330","1970","Florida","12","Washington","133",,,,,,,,,,,,,"Washington",3188,286,143
"G1300010","1970","Georgia","13","Appling","001",,,,,,,,,,,,,"Appling",3154,323,152
"G1300030","1970","Georgia","13","Atkinson","003",,,,,,,,,,,,,"Atkinson",1329,178,118
"G1300050","1970","Georgia","13","Bacon","005",,,,,,,,,,,,,"Bacon",2140,208,75
"G1300070","1970","Georgia","13","Baker","007",,,,,,,,,,,,,"Baker",858,101,102
"G1300090","1970","Georgia","13","Baldwin","009",,,,,,,,,,,,,"Baldwin",6086,572,434
"G1300110","1970","Georgia","13","Banks","011",,,,,,,,,,,,,"Banks",1886,164,68
"G1300130","1970","Georgia","13","Barrow","013",,,,,,,,,,,,,"Barrow",4751,396,156
"G1300150","1970","Georgia","13","Bartow","015",,,,,,,,,,,,,"Bartow",8767,833,355
"G1300170","1970","Georgia","13","Ben Hill","017",,,,,,,,,,,,,"Ben Hill",3823,275,157
"G1300190","1970","Georgia","13","Berrien","019",,,,,,,,,,,,,"Berrien",3191,285,92
"G1300210","1970","Georgia","13","Bibb","021",,,,,,"4680",,,,,,,"Bibb",39079,3234,1870
"G1300230","1970","Georgia","13","Bleckley","023",,,,,,,,,,,,,"Bleckley",2590,229,123
"G1300250","1970","Georgia","13","Brantley","025",,,,,,,,,,,,,"Brantley",1468,164,63
"G1300270","1970","Georgia","13","Brooks","027",,,,,,,,,,,,,"Brooks",3321,369,293
"G1300290","1970","Georgia","13","Bryan","029",,,,,,,,,,,,,"Bryan",1503,204,104
"G1300310","1970","Georgia","13","Bulloch","031",,,,,,,,,,,,,"Bulloch",8471,721,419
"G1300330","1970","Georgia","13","Burke","033",,,,,,,,,,,,,"Burke",4007,516,562
"G1300350","1970","Georgia","13","Butts","035",,,,,,,,,,,,,"Butts",2413,250,224
"G1300370","1970","Georgia","13","Calhoun","037",,,,,,,,,,,,,"Calhoun",1453,170,229
"G1300390","1970","Georgia","13","Camden","039",,,,,,,,,,,,,"Camden",2627,322,179
"G1300430","1970","Georgia","13","Candler","043",,,,,,,,,,,,,"Candler",1670,160,79
"G1300450","1970","Georgia","13","Carroll","045",,,,,,,,,,,,,"Carroll",12320,989,453
"G1300470","1970","Georgia","13","Catoosa","047",,,,,,,,,,,,,"Catoosa",7758,586,159
"G1300490","1970","Georgia","13","Charlton","049",,,,,,,,,,,,,"Charlton",1273,156,96
"G1300510","1970","Georgia","13","Chatham","051",,,,,,"7520",,,,,,,"Chatham",52338,4200,1333
"G1300530","1970","Georgia","13","Chattahoochee","053",,,,,,"1800",,,,,,,"Chattahoochee",1729,247,90
"G1300550","1970","Georgia","13","Chattooga","055",,,,,,,,,,,,,"Chattooga",5740,579,140
"G1300570","1970","Georgia","13","Cherokee","057",,,,,,,,,,,,,"Cherokee",8304,782,266
"G1300590","1970","Georgia","13","Clarke","059",,,,,,,,,,,,,"Clarke",18079,931,451
"G1300610","1970","Georgia","13","Clay","061",,,,,,,,,,,,,"Clay",869,101,98
"G1300630","1970","Georgia","13","Clayton","063",,,,,,"0520",,,,,,,"Clayton",25831,1709,372
"G1300650","1970","Georgia","13","Clinch","065",,,,,,,,,,,,,"Clinch",1428,176,142
"G1300670","1970","Georgia","13","Cobb","067",,,,,,"0520",,,,,,,"Cobb",54850,3004,632
"G1300690","1970","Georgia","13","Coffee","069",,,,,,,,,,,,,"Coffee",5684,576,287
"G1300710","1970","Georgia","13","Colquitt","071",,,,,,,,,,,,,"Colquitt",8631,706,428
"G1300730","1970","Georgia","13","Columbia","073",,,,,,,,,,,,,"Columbia",5412,554,260
"G1300750","1970","Georgia","13","Cook","075",,,,,,,,,,,,,"Cook",3104,283,178
"G1300770","1970","Georgia","13","Coweta","077",,,,,,,,,,,,,"Coweta",8296,845,464
"G1300790","1970","Georgia","13","Crawford","079",,,,,,,,,,,,,"Crawford",1161,156,166
"G1300810","1970","Georgia","13","Crisp","081",,,,,,,,,,,,,"Crisp",4637,483,341
"G1300830","1970","Georgia","13","Dade","083",,,,,,,,,,,,,"Dade",2435,266,92
"G1300850","1970","Georgia","13","Dawson","085",,,,,,,,,,,,,"Dawson",995,97,28
"G1300870","1970","Georgia","13","Decatur","087",,,,,,,,,,,,,"Decatur",5509,541,379
"G1300890","1970","Georgia","13","DeKalb","089",,,,,,"0520",,,,,,,"De Kalb",117335,5207,1506
"G1300910","1970","Georgia","13","Dodge","091",,,,,,,,,,,,,"Dodge",4253,366,236
"G1300930","1970","Georgia","13","Dooly","093",,,,,,,,,,,,,"Dooly",2499,243,291
"G1300950","1970","Georgia","13","Dougherty","095",,,,,,"0120",,,,,,,"Dougherty",21608,2090,1505
"G1300970","1970","Georgia","13","Douglas","097",,,,,,,,,,,,,"Douglas",7413,645,220
"G1300990","1970","Georgia","13","Early","099",,,,,,,,,,,,,"Early",3031,312,348
"G1301010","1970","Georgia","13","Echols","101",,,,,,,,,,,,,"Echols",456,41,42
"G1301030","1970","Georgia","13","Effingham","103",,,,,,,,,,,,,"Effingham",3215,342,170
"G1301050","1970","Georgia","13","Elbert","105",,,,,,,,,,,,,"Elbert",4828,387,222
"G1301070","1970","Georgia","13","Emanuel","107",,,,,,,,,,,,,"Emanuel",4738,445,290
"G1301090","1970","Georgia","13","Evans","109",,,,,,,,,,,,,"Evans",1899,175,100
"G1301110","1970","Georgia","13","Fannin","111",,,,,,,,,,,,,"Fannin",3836,308,105
"G1301130","1970","Georgia","13","Fayette","113",,,,,,,,,,,,,"Fayette",2857,227,133
"G1301150","1970","Georgia","13","Floyd","115",,,,,,,,,,,,,"Floyd",20870,1526,563
"G1301170","1970","Georgia","13","Forsyth","117",,,,,,,,,,,,,"Forsyth",4612,400,116
"G1301190","1970","Georgia","13","Franklin","119",,,,,,,,,,,,,"Franklin",3684,254,102
"G1301210","1970","Georgia","13","Fulton","121",,,,,,"0520",,,,,,,"Fulton",179037,12842,5686
"G1301230","1970","Georgia","13","Gilmer","123",,,,,,,,,,,,,"Gilmer",2522,221,68
"G1301250","1970","Georgia","13","Glascock","125",,,,,,,,,,,,,"Glascock",624,57,34
"G1301270","1970","Georgia","13","Glynn","127",,,,,,,,,,,,,"Glynn",13521,1151,397
"G1301290","1970","Georgia","13","Gordon","129",,,,,,,,,,,,,"Gordon",6565,533,184
"G1301310","1970","Georgia","13","Grady","131",,,,,,,,,,,,,"Grady",4720,449,240
"G1301330","1970","Georgia","13","Greene","133",,,,,,,,,,,,,"Greene",2471,282,250
"G1301350","1970","Georgia","13","Gwinnett","135",,,,,,"0520",,,,,,,"Gwinnett",19506,1391,425
"G1301370","1970","Georgia","13","Habersham","137",,,,,,,,,,,,,"Habersham",5535,445,118
"G1301390","1970","Georgia","13","Hall","139",,,,,,,,,,,,,"Hall",16136,1341,570
"G1301410","1970","Georgia","13","Hancock","141",,,,,,,,,,,,,"Hancock",1655,277,366
"G1301430","1970","Georgia","13","Haralson","143",,,,,,,,,,,,,"Haralson",4730,317,86
"G1301450","1970","Georgia","13","Harris","145",,,,,,,,,,,,,"Harris",2717,313,288
"G1301470","1970","Georgia","13","Hart","147",,,,,,,,,,,,,"Hart",4152,407,207
"G1301490","1970","Georgia","13","Heard","149",,,,,,,,,,,,,"Heard",1369,148,106
"G1301510","1970","Georgia","13","Henry","151",,,,,,,,,,,,,"Henry",5556,595,411
"G1301530","1970","Georgia","13","Houston","153",,,,,,"4680",,,,,,,"Houston",15766,1278,560
"G1301550","1970","Georgia","13","Irwin","155",,,,,,,,,,,,,"Irwin",2081,175,148
"G1301570","1970","Georgia","13","Jackson","157",,,,,,,,,,,,,"Jackson",5707,524,245
"G1301590","1970","Georgia","13","Jasper","159",,,,,,,,,,,,,"Jasper",1447,131,162
"G1301610","1970","Georgia","13","Jeff Davis","161",,,,,,,,,,,,,"Jeff Davis",2485,222,78
"G1301630","1970","Georgia","13","Jefferson","163",,,,,,,,,,,,,"Jefferson",3988,490,396
"G1301650","1970","Georgia","13","Jenkins","165",,,,,,,,,,,,,"Jenkins",2062,221,173
"G1301670","1970","Georgia","13","Johnson","167",,,,,,,,,,,,,"Johnson",1960,192,157
"G1301690","1970","Georgia","13","Jones","169",,,,,,,,,,,,,"Jones",2838,314,204
"G1301710","1970","Georgia","13","Lamar","171",,,,,,,,,,,,,"Lamar",2630,257,219
"G1301730","1970","Georgia","13","Lanier","173",,,,,,,,,,,,,"Lanier",1222,126,75
"G1301750","1970","Georgia","13","Laurens","175",,,,,,,,,,,,,"Laurens",8525,742,500
"G1301770","1970","Georgia","13","Lee","177",,,,,,,,,,,,,"Lee",1512,194,176
"G1301790","1970","Georgia","13","Liberty","179",,,,,,,,,,,,,"Liberty",3971,405,187
"G1301810","1970","Georgia","13","Lincoln","181",,,,,,,,,,,,,"Lincoln",1350,159,134
"G1301830","1970","Georgia","13","Long","183",,,,,,,,,,,,,"Long",903,104,69
"G1301850","1970","Georgia","13","Lowndes","185",,,,,,,,,,,,,"Lowndes",14091,1194,665
"G1301870","1970","Georgia","13","Lumpkin","187",,,,,,,,,,,,,"Lumpkin",2082,199,84
"G1301890","1970","Georgia","13","McDuffie","189",,,,,,,,,,,,,"Mc Duffie",3754,389,290
"G1301910","1970","Georgia","13","McIntosh","191",,,,,,,,,,,,,"Mc Intosh",1684,228,131
"G1301930","1970","Georgia","13","Macon","193",,,,,,,,,,,,,"Macon",2737,360,369
"G1301950","1970","Georgia","13","Madison","195",,,,,,,,,,,,,"Madison",3685,324,145
"G1301970","1970","Georgia","13","Marion","197",,,,,,,,,,,,,"Marion",1119,143,141
"G1301990","1970","Georgia","13","Meriwether","199",,,,,,,,,,,,,"Meriwether",4440,554,469
"G1302010","1970","Georgia","13","Miller","201",,,,,,,,,,,,,"Miller",1664,143,108
"G1302050","1970","Georgia","13","Mitchell","205",,,,,,,,,,,,,"Mitchell",4399,494,441
"G1302070","1970","Georgia","13","Monroe","207",,,,,,,,,,,,,"Monroe",2446,282,239
"G1302090","1970","Georgia","13","Montgomery","209",,,,,,,,,,,,,"Montgomery",1497,123,114
"G1302110","1970","Georgia","13","Morgan","211",,,,,,,,,,,,,"Morgan",2315,283,198
"G1302130","1970","Georgia","13","Murray","213",,,,,,,,,,,,,"Murray",3385,350,130
"G1302150","1970","Georgia","13","Muscogee","215",,,,,,"1800",,,,,,,"Muscogee",47277,3457,1554
"G1302170","1970","Georgia","13","Newton","217",,,,,,,,,,,,,"Newton",6528,646,435
"G1302190","1970","Georgia","13","Oconee","219",,,,,,,,,,,,,"Oconee",2274,132,87
"G1302210","1970","Georgia","13","Oglethorpe","221",,,,,,,,,,,,,"Oglethorpe",1822,194,155
"G1302230","1970","Georgia","13","Paulding","223",,,,,,,,,,,,,"Paulding",4516,491,182
"G1302250","1970","Georgia","13","Peach","225",,,,,,,,,,,,,"Peach",3509,429,314
"G1302270","1970","Georgia","13","Pickens","227",,,,,,,,,,,,,"Pickens",2586,238,111
"G1302290","1970","Georgia","13","Pierce","229",,,,,,,,,,,,,"Pierce",2404,230,89
"G1302310","1970","Georgia","13","Pike","231",,,,,,,,,,,,,"Pike",1719,198,162
"G1302330","1970","Georgia","13","Polk","233",,,,,,,,,,,,,"Polk",8276,739,309
"G1302350","1970","Georgia","13","Pulaski","235",,,,,,,,,,,,,"Pulaski",2224,179,139
"G1302370","1970","Georgia","13","Putnam","237",,,,,,,,,,,,,"Putnam",1887,204,211
"G1302390","1970","Georgia","13","Quitman","239",,,,,,,,,,,,,"Quitman",450,56,82
"G1302410","1970","Georgia","13","Rabun","241",,,,,,,,,,,,,"Rabun",2399,207,60
"G1302430","1970","Georgia","13","Randolph","243",,,,,,,,,,,,,"Randolph",2181,217,216
"G1302450","1970","Georgia","13","Richmond","245",,,,,,"0600",,,,,,,"Richmond",39561,3258,1558
"G1302470","1970","Georgia","13","Rockdale","247",,,,,,,,,,,,,"Rockdale",4504,470,213
"G1302490","1970","Georgia","13","Schley","249",,,,,,,,,,,,,"Schley",769,69,69
"G1302510","1970","Georgia","13","Screven","251",,,,,,,,,,,,,"Screven",3168,342,229
"G1302530","1970","Georgia","13","Seminole","253",,,,,,,,,,,,,"Seminole",1832,165,117
"G1302550","1970","Georgia","13","Spalding","255",,,,,,,,,,,,,"Spalding",10597,956,689
"G1302570","1970","Georgia","13","Stephens","257",,,,,,,,,,,,,"Stephens",5905,416,141
"G1302590","1970","Georgia","13","Stewart","259",,,,,,,,,,,,,"Stewart",1367,193,217
"G1302610","1970","Georgia","13","Sumter","261",,,,,,,,,,,,,"Sumter",6360,636,621
"G1302630","1970","Georgia","13","Talbot","263",,,,,,,,,,,,,"Talbot",1314,202,221
"G1302650","1970","Georgia","13","Taliaferro","265",,,,,,,,,,,,,"Taliaferro",643,56,61
"G1302670","1970","Georgia","13","Tattnall","267",,,,,,,,,,,,,"Tattnall",3723,315,183
"G1302690","1970","Georgia","13","Taylor","269",,,,,,,,,,,,,"Taylor",1860,226,192
"G1302710","1970","Georgia","13","Telfair","271",,,,,,,,,,,,,"Telfair",2914,296,184
"G1302730","1970","Georgia","13","Terrell","273",,,,,,,,,,,,,"Terrell",2585,301,375
