GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA,A43AB
"G4803510","1990","Texas","48","480","Newton County","351","3510","Newton County",4910,1468
"G4803530","1990","Texas","48","480","Nolan County","353","3530","Nolan County",6183,1279
"G4803550","1990","Texas","48","480","Nueces County","355","3550","Nueces County",99740,14586
"G4803570","1990","Texas","48","480","Ochiltree County","357","3570","Ochiltree County",3328,668
"G4803590","1990","Texas","48","480","Oldham County","359","3590","Oldham County",681,180
"G4803610","1990","Texas","48","480","Orange County","361","3610","Orange County",29025,3007
"G4803630","1990","Texas","48","480","Palo Pinto County","363","3630","Palo Pinto County",9531,3818
"G4803650","1990","Texas","48","480","Panola County","365","3650","Panola County",8241,1459
"G4803670","1990","Texas","48","480","Parker County","367","3670","Parker County",23048,2996
"G4803690","1990","Texas","48","480","Parmer County","369","3690","Parmer County",3241,444
"G4803710","1990","Texas","48","480","Pecos County","371","3710","Pecos County",4712,1129
"G4803730","1990","Texas","48","480","Polk County","373","3730","Polk County",11855,6807
"G4803750","1990","Texas","48","480","Potter County","375","3750","Potter County",37344,5583
"G4803770","1990","Texas","48","480","Presidio County","377","3770","Presidio County",2255,635
"G4803790","1990","Texas","48","480","Rains County","379","3790","Rains County",2609,924
"G4803810","1990","Texas","48","480","Randall County","381","3810","Randall County",34553,3254
"G4803830","1990","Texas","48","480","Reagan County","383","3830","Reagan County",1358,327
"G4803850","1990","Texas","48","480","Real County","385","3850","Real County",924,1125
"G4803870","1990","Texas","48","480","Red River County","387","3870","Red River County",5688,962
"G4803890","1990","Texas","48","480","Reeves County","389","3890","Reeves County",4838,1206
"G4803910","1990","Texas","48","480","Refugio County","391","3910","Refugio County",2937,802
"G4803930","1990","Texas","48","480","Roberts County","393","3930","Roberts County",391,101
"G4803950","1990","Texas","48","480","Robertson County","395","3950","Robertson County",5793,1545
"G4803970","1990","Texas","48","480","Rockwall County","397","3970","Rockwall County",8838,978
"G4803990","1990","Texas","48","480","Runnels County","399","3990","Runnels County",4346,999
"G4804010","1990","Texas","48","480","Rusk County","401","4010","Rusk County",16327,2765
"G4804030","1990","Texas","48","480","Sabine County","403","4030","Sabine County",3985,3011
"G4804050","1990","Texas","48","480","San Augustine County","405","4050","San Augustine County",3073,1095
"G4804070","1990","Texas","48","480","San Jacinto County","407","4070","San Jacinto County",6247,3576
"G4804090","1990","Texas","48","480","San Patricio County","409","4090","San Patricio County",18776,3350
"G4804110","1990","Texas","48","480","San Saba County","411","4110","San Saba County",2122,956
"G4804130","1990","Texas","48","480","Schleicher County","413","4130","Schleicher County",1051,237
"G4804150","1990","Texas","48","480","Scurry County","415","4150","Scurry County",6368,1334
"G4804170","1990","Texas","48","480","Shackelford County","417","4170","Shackelford County",1336,419
"G4804190","1990","Texas","48","480","Shelby County","419","4190","Shelby County",8476,2140
"G4804210","1990","Texas","48","480","Sherman County","421","4210","Sherman County",1053,240
"G4804230","1990","Texas","48","480","Smith County","423","4230","Smith County",56800,7569
"G4804250","1990","Texas","48","480","Somervell County","425","4250","Somervell County",1902,527
"G4804270","1990","Texas","48","480","Starr County","427","4270","Starr County",10331,1878
"G4804290","1990","Texas","48","480","Stephens County","429","4290","Stephens County",3556,1426
"G4804310","1990","Texas","48","480","Sterling County","431","4310","Sterling County",494,129
"G4804330","1990","Texas","48","480","Stonewall County","433","4330","Stonewall County",806,279
"G4804350","1990","Texas","48","480","Sutton County","435","4350","Sutton County",1466,458
"G4804370","1990","Texas","48","480","Swisher County","437","4370","Swisher County",2993,504
"G4804390","1990","Texas","48","480","Tarrant County","439","4390","Tarrant County",438634,52518
"G4804410","1990","Texas","48","480","Taylor County","441","4410","Taylor County",43301,6687
"G4804430","1990","Texas","48","480","Terrell County","443","4430","Terrell County",524,286
"G4804450","1990","Texas","48","480","Terry County","445","4450","Terry County",4478,818
"G4804470","1990","Texas","48","480","Throckmorton County","447","4470","Throckmorton County",790,316
"G4804490","1990","Texas","48","480","Titus County","449","4490","Titus County",8508,849
"G4804510","1990","Texas","48","480","Tom Green County","451","4510","Tom Green County",35408,4727
"G4804530","1990","Texas","48","480","Travis County","453","4530","Travis County",232861,31312
"G4804550","1990","Texas","48","480","Trinity County","455","4550","Trinity County",4647,2553
"G4804570","1990","Texas","48","480","Tyler County","457","4570","Tyler County",6459,2588
"G4804590","1990","Texas","48","480","Upshur County","459","4590","Upshur County",11360,1527
"G4804610","1990","Texas","48","480","Upton County","461","4610","Upton County",1472,396
"G4804630","1990","Texas","48","480","Uvalde County","463","4630","Uvalde County",7553,2139
"G4804650","1990","Texas","48","480","Val Verde County","465","4650","Val Verde County",11840,2065
"G4804670","1990","Texas","48","480","Van Zandt County","467","4670","Van Zandt County",14349,2664
"G4804690","1990","Texas","48","480","Victoria County","469","4690","Victoria County",26228,2934
"G4804710","1990","Texas","48","480","Walker County","471","4710","Walker County",14918,3431
"G4804730","1990","Texas","48","480","Waller County","473","4730","Waller County",7402,1422
"G4804750","1990","Texas","48","480","Ward County","475","4750","Ward County",4444,921
"G4804770","1990","Texas","48","480","Washington County","477","4770","Washington County",9619,2098
"G4804790","1990","Texas","48","480","Webb County","479","4790","Webb County",34438,2759
"G4804810","1990","Texas","48","480","Wharton County","481","4810","Wharton County",14210,2067
"G4804830","1990","Texas","48","480","Wheeler County","483","4830","Wheeler County",2350,721
"G4804850","1990","Texas","48","480","Wichita County","485","4850","Wichita County",45271,6142
"G4804870","1990","Texas","48","480","Wilbarger County","487","4870","Wilbarger County",5741,1071
"G4804890","1990","Texas","48","480","Willacy County","489","4890","Willacy County",5049,1023
"G4804910","1990","Texas","48","480","Williamson County","491","4910","Williamson County",48792,5674
"G4804930","1990","Texas","48","480","Wilson County","493","4930","Wilson County",7481,1035
"G4804950","1990","Texas","48","480","Winkler County","495","4950","Winkler County",2941,767
"G4804970","1990","Texas","48","480","Wise County","497","4970","Wise County",12175,2044
"G4804990","1990","Texas","48","480","Wood County","499","4990","Wood County",11426,3115
"G4805010","1990","Texas","48","480","Yoakum County","501","5010","Yoakum County",2839,533
"G4805030","1990","Texas","48","480","Young County","503","5030","Young County",7101,1422
"G4805050","1990","Texas","48","480","Zapata County","505","5050","Zapata County",2862,1363
"G4805070","1990","Texas","48","480","Zavala County","507","5070","Zavala County",3356,824
"G4900010","1990","Utah","49","490","Beaver County","001","0010","Beaver County",1594,606
"G4900030","1990","Utah","49","490","Box Elder County","003","0030","Box Elder County",10954,936
"G4900050","1990","Utah","49","490","Cache County","005","0050","Cache County",21021,1032
"G4900070","1990","Utah","49","490","Carbon County","007","0070","Carbon County",6907,1806
"G4900090","1990","Utah","49","490","Daggett County","009","0090","Daggett County",253,572
"G4900110","1990","Utah","49","490","Davis County","011","0110","Davis County",53598,2179
"G4900130","1990","Utah","49","490","Duchesne County","013","0130","Duchesne County",3707,2153
"G4900150","1990","Utah","49","490","Emery County","015","0150","Emery County",2998,930
"G4900170","1990","Utah","49","490","Garfield County","017","0170","Garfield County",1321,1167
"G4900190","1990","Utah","49","490","Grand County","019","0190","Grand County",2489,503
"G4900210","1990","Utah","49","490","Iron County","021","0210","Iron County",6269,2230
"G4900230","1990","Utah","49","490","Juab County","023","0230","Juab County",1801,510
"G4900250","1990","Utah","49","490","Kane County","025","0250","Kane County",1724,1513
"G4900270","1990","Utah","49","490","Millard County","027","0270","Millard County",3349,776
"G4900290","1990","Utah","49","490","Morgan County","029","0290","Morgan County",1555,126
"G4900310","1990","Utah","49","490","Piute County","031","0310","Piute County",449,255
"G4900330","1990","Utah","49","490","Rich County","033","0330","Rich County",521,1338
"G4900350","1990","Utah","49","490","Salt Lake County","035","0350","Salt Lake County",240680,16659
"G4900370","1990","Utah","49","490","San Juan County","037","0370","San Juan County",3375,1275
"G4900390","1990","Utah","49","490","Sanpete County","039","0390","Sanpete County",4859,1711
"G4900410","1990","Utah","49","490","Sevier County","041","0410","Sevier County",4877,1182
"G4900430","1990","Utah","49","490","Summit County","043","0430","Summit County",5271,5985
"G4900450","1990","Utah","49","490","Tooele County","045","0450","Tooele County",8581,929
"G4900470","1990","Utah","49","490","Uintah County","047","0470","Uintah County",6670,1472
"G4900490","1990","Utah","49","490","Utah County","049","0490","Utah County",70168,2652
"G4900510","1990","Utah","49","490","Wasatch County","051","0510","Wasatch County",3074,1391
"G4900530","1990","Utah","49","490","Washington County","053","0530","Washington County",15256,4267
"G4900550","1990","Utah","49","490","Wayne County","055","0550","Wayne County",699,362
"G4900570","1990","Utah","49","490","Weber County","057","0570","Weber County",53253,4598
"G5000010","1990","Vermont","50","500","Addison County","001","0010","Addison County",11410,2612
"G5000030","1990","Vermont","50","500","Bennington County","003","0030","Bennington County",13595,4906
"G5000050","1990","Vermont","50","500","Caledonia County","005","0050","Caledonia County",10368,3081
"G5000070","1990","Vermont","50","500","Chittenden County","007","0070","Chittenden County",48439,3656
"G5000090","1990","Vermont","50","500","Essex County","009","0090","Essex County",2344,2059
"G5000110","1990","Vermont","50","500","Franklin County","011","0110","Franklin County",14326,2924
"G5000130","1990","Vermont","50","500","Grand Isle County","013","0130","Grand Isle County",2018,2117
"G5000150","1990","Vermont","50","500","Lamoille County","015","0150","Lamoille County",7397,2475
"G5000170","1990","Vermont","50","500","Orange County","017","0170","Orange County",9455,2881
"G5000190","1990","Vermont","50","500","Orleans County","019","0190","Orleans County",8873,4124
"G5000210","1990","Vermont","50","500","Rutland County","021","0210","Rutland County",23690,7491
"G5000230","1990","Vermont","50","500","Washington County","023","0230","Washington County",20948,4380
"G5000250","1990","Vermont","50","500","Windham County","025","0250","Windham County",16264,9532
"G5000270","1990","Vermont","50","500","Windsor County","027","0270","Windsor County",21523,8326
"G5100010","1990","Virginia","51","510","Accomack County","001","0010","Accomack County",12653,3187
"G5100030","1990","Virginia","51","510","Albemarle County","003","0030","Albemarle County",24433,1525
"G5100050","1990","Virginia","51","510","Alleghany County","005","0050","Alleghany County",4942,539
"G5100070","1990","Virginia","51","510","Amelia County","007","0070","Amelia County",3131,308
"G5100090","1990","Virginia","51","510","Amherst County","009","0090","Amherst County",9827,771
"G5100110","1990","Virginia","51","510","Appomattox County","011","0110","Appomattox County",4531,382
"G5100130","1990","Virginia","51","510","Arlington County","013","0130","Arlington County",78520,6327
"G5100150","1990","Virginia","51","510","Augusta County","015","0150","Augusta County",19781,1421
"G5100170","1990","Virginia","51","510","Bath County","017","0170","Bath County",1895,701
"G5100190","1990","Virginia","51","510","Bedford County","019","0190","Bedford County",17292,2349
"G5100210","1990","Virginia","51","510","Bland County","021","0210","Bland County",2244,462
"G5100230","1990","Virginia","51","510","Botetourt County","023","0230","Botetourt County",9148,637
"G5100250","1990","Virginia","51","510","Brunswick County","025","0250","Brunswick County",5499,957
"G5100270","1990","Virginia","51","510","Buchanan County","027","0270","Buchanan County",11061,1161
"G5100290","1990","Virginia","51","510","Buckingham County","029","0290","Buckingham County",4341,672
"G5100310","1990","Virginia","51","510","Campbell County","031","0310","Campbell County",17952,1056
"G5100330","1990","Virginia","51","510","Caroline County","033","0330","Caroline County",6631,661
"G5100350","1990","Virginia","51","510","Carroll County","035","0350","Carroll County",10463,1746
"G5100360","1990","Virginia","51","510","Charles City County","036","0360","Charles City County",2161,153
"G5100370","1990","Virginia","51","510","Charlotte County","037","0370","Charlotte County",4312,635
"G5100410","1990","Virginia","51","510","Chesterfield County","041","0410","Chesterfield County",73441,3888
"G5100430","1990","Virginia","51","510","Clarke County","043","0430","Clarke County",4236,295
"G5100450","1990","Virginia","51","510","Craig County","045","0450","Craig County",1676,317
"G5100470","1990","Virginia","51","510","Culpeper County","047","0470","Culpeper County",9757,714
"G5100490","1990","Virginia","51","510","Cumberland County","049","0490","Cumberland County",2813,357
"G5100510","1990","Virginia","51","510","Dickenson County","051","0510","Dickenson County",6457,655
"G5100530","1990","Virginia","51","510","Dinwiddie County","053","0530","Dinwiddie County",7492,531
"G5100570","1990","Virginia","51","510","Essex County","057","0570","Essex County",3258,815
"G5100590","1990","Virginia","51","510","Fairfax County","059","0590","Fairfax County",292345,15621
"G5100610","1990","Virginia","51","510","Fauquier County","061","0610","Fauquier County",16509,1207
"G5100630","1990","Virginia","51","510","Floyd County","063","0630","Floyd County",4763,742
"G5100650","1990","Virginia","51","510","Fluvanna County","065","0650","Fluvanna County",4518,517
"G5100670","1990","Virginia","51","510","Franklin County","067","0670","Franklin County",14655,2871
"G5100690","1990","Virginia","51","510","Frederick County","069","0690","Frederick County",16470,1394
"G5100710","1990","Virginia","51","510","Giles County","071","0710","Giles County",6461,637
"G5100730","1990","Virginia","51","510","Gloucester County","073","0730","Gloucester County",10966,1485
"G5100750","1990","Virginia","51","510","Goochland County","075","0750","Goochland County",4880,323
"G5100770","1990","Virginia","51","510","Grayson County","077","0770","Grayson County",6468,1061
"G5100790","1990","Virginia","51","510","Greene County","079","0790","Greene County",3749,405
"G5100810","1990","Virginia","51","510","Greensville County","081","0810","Greensville County",3150,243
"G5100830","1990","Virginia","51","510","Halifax County","083","0830","Halifax County",10728,1062
"G5100850","1990","Virginia","51","510","Hanover County","085","0850","Hanover County",22628,1099
"G5100870","1990","Virginia","51","510","Henrico County","087","0870","Henrico County",89138,5401
"G5100890","1990","Virginia","51","510","Henry County","089","0890","Henry County",21771,1398
"G5100910","1990","Virginia","51","510","Highland County","091","0910","Highland County",1081,678
"G5100930","1990","Virginia","51","510","Isle of Wight County","093","0930","Isle of Wight County",9032,721
"G5100950","1990","Virginia","51","510","James City County","095","0950","James City County",12968,1362
"G5100970","1990","Virginia","51","510","King and Queen County","097","0970","King and Queen County",2339,359
"G5100990","1990","Virginia","51","510","King George County","099","0990","King George County",4736,544
"G5101010","1990","Virginia","51","510","King William County","101","1010","King William County",3834,359
"G5101030","1990","Virginia","51","510","Lancaster County","103","1030","Lancaster County",4564,1354
"G5101050","1990","Virginia","51","510","Lee County","105","1050","Lee County",9231,1032
"G5101070","1990","Virginia","51","510","Loudoun County","107","1070","Loudoun County",30490,2442
"G5101090","1990","Virginia","51","510","Louisa County","109","1090","Louisa County",7427,1653
"G5101110","1990","Virginia","51","510","Lunenburg County","111","1110","Lunenburg County",4423,642
"G5101130","1990","Virginia","51","510","Madison County","113","1130","Madison County",4144,403
"G5101150","1990","Virginia","51","510","Mathews County","115","1150","Mathews County",3530,1195
"G5101170","1990","Virginia","51","510","Mecklenburg County","117","1170","Mecklenburg County",11244,3345
"G5101190","1990","Virginia","51","510","Middlesex County","119","1190","Middlesex County",3530,1956
"G5101210","1990","Virginia","51","510","Montgomery County","121","1210","Montgomery County",26241,1529
"G5101250","1990","Virginia","51","510","Nelson County","125","1250","Nelson County",4807,2256
"G5101270","1990","Virginia","51","510","New Kent County","127","1270","New Kent County",3718,250
"G5101310","1990","Virginia","51","510","Northampton County","131","1310","Northampton County",5129,1054
"G5101330","1990","Virginia","51","510","Northumberland County","133","1330","Northumberland County",4492,2349
"G5101350","1990","Virginia","51","510","Nottoway County","135","1350","Nottoway County",5244,488
"G5101370","1990","Virginia","51","510","Orange County","137","1370","Orange County",7930,1108
"G5101390","1990","Virginia","51","510","Page County","139","1390","Page County",8055,893
"G5101410","1990","Virginia","51","510","Patrick County","141","1410","Patrick County",6908,1217
"G5101430","1990","Virginia","51","510","Pittsylvania County","143","1430","Pittsylvania County",20613,2248
"G5101450","1990","Virginia","51","510","Powhatan County","145","1450","Powhatan County",4672,238
"G5101470","1990","Virginia","51","510","Prince Edward County","147","1470","Prince Edward County",5373,702
"G5101490","1990","Virginia","51","510","Prince George County","149","1490","Prince George County",8250,390
"G5101530","1990","Virginia","51","510","Prince William County","153","1530","Prince William County",69709,5050
"G5101550","1990","Virginia","51","510","Pulaski County","155","1550","Pulaski County",13349,1391
"G5101570","1990","Virginia","51","510","Rappahannock County","157","1570","Rappahannock County",2496,468
"G5101590","1990","Virginia","51","510","Richmond County","159","1590","Richmond County",2645,534
"G5101610","1990","Virginia","51","510","Roanoke County","161","1610","Roanoke County",30355,1334
"G5101630","1990","Virginia","51","510","Rockbridge County","163","1630","Rockbridge County",7202,773
"G5101650","1990","Virginia","51","510","Rockingham County","165","1650","Rockingham County",20750,1864
"G5101670","1990","Virginia","51","510","Russell County","167","1670","Russell County",10641,917
"G5101690","1990","Virginia","51","510","Scott County","169","1690","Scott County",8966,1037
"G5101710","1990","Virginia","51","510","Shenandoah County","171","1710","Shenandoah County",12452,2708
"G5101730","1990","Virginia","51","510","Smyth County","173","1730","Smyth County",12234,898
"G5101750","1990","Virginia","51","510","Southampton County","175","1750","Southampton County",6009,551
"G5101770","1990","Virginia","51","510","Spotsylvania County","177","1770","Spotsylvania County",18945,1538
"G5101790","1990","Virginia","51","510","Stafford County","179","1790","Stafford County",19415,1114
"G5101810","1990","Virginia","51","510","Surry County","181","1810","Surry County",2283,699
"G5101830","1990","Virginia","51","510","Sussex County","183","1830","Sussex County",3795,457
"G5101850","1990","Virginia","51","510","Tazewell County","185","1850","Tazewell County",17309,1592
"G5101870","1990","Virginia","51","510","Warren County","187","1870","Warren County",9879,1344
"G5101910","1990","Virginia","51","510","Washington County","191","1910","Washington County",17483,1700
"G5101930","1990","Virginia","51","510","Westmoreland County","193","1930","Westmoreland County",6057,2321
"G5101950","1990","Virginia","51","510","Wise County","195","1950","Wise County",14513,1414
"G5101970","1990","Virginia","51","510","Wythe County","197","1970","Wythe County",9852,807
"G5101990","1990","Virginia","51","510","York County","199","1990","York County",14474,810
"G5105100","1990","Virginia","51","510","Alexandria city","510","5100","Alexandria city",53280,4972
"G5105150","1990","Virginia","51","510","Bedford city","515","5150","Bedford city",2475,150
"G5105200","1990","Virginia","51","510","Bristol city","520","5200","Bristol city",7591,583
"G5105300","1990","Virginia","51","510","Buena Vista city","530","5300","Buena Vista city",2404,90
"G5105400","1990","Virginia","51","510","Charlottesville city","540","5400","Charlottesville city",16009,776
"G5105500","1990","Virginia","51","510","Chesapeake city","550","5500","Chesapeake city",51965,3777
"G5105600","1990","Virginia","51","510","Clifton Forge City","560","5600","Clifton Forge city",1930,201
"G5105700","1990","Virginia","51","510","Colonial Heights city","570","5700","Colonial Heights city",6363,229
"G5105800","1990","Virginia","51","510","Covington city","580","5800","Covington city",2998,271
"G5105900","1990","Virginia","51","510","Danville city","590","5900","Danville city",21712,1585
"G5105950","1990","Virginia","51","510","Emporia city","595","5950","Emporia city",2031,147
"G5106000","1990","Virginia","51","510","Fairfax city","600","6000","Fairfax city",7362,315
"G5106100","1990","Virginia","51","510","Falls Church city","610","6100","Falls Church city",4195,473
"G5106200","1990","Virginia","51","510","Franklin city","620","6200","Franklin city",3006,160
"G5106300","1990","Virginia","51","510","Fredericksburg city","630","6300","Fredericksburg city",7450,613
"G5106400","1990","Virginia","51","510","Galax city","640","6400","Galax city",2750,193
"G5106500","1990","Virginia","51","510","Hampton city","650","6500","Hampton city",49673,3950
"G5106600","1990","Virginia","51","510","Harrisonburg city","660","6600","Harrisonburg city",10310,590
"G5106700","1990","Virginia","51","510","Hopewell city","670","6700","Hopewell city",9014,611
"G5106780","1990","Virginia","51","510","Lexington city","678","6780","Lexington city",2172,139
"G5106800","1990","Virginia","51","510","Lynchburg city","680","6800","Lynchburg city",25143,2090
"G5106830","1990","Virginia","51","510","Manassas city","683","6830","Manassas city",9481,751
"G5106850","1990","Virginia","51","510","Manassas Park city","685","6850","Manassas Park city",2182,70
"G5106900","1990","Virginia","51","510","Martinsville city","690","6900","Martinsville city",6839,471
"G5107000","1990","Virginia","51","510","Newport News city","700","7000","Newport News city",63952,5776
"G5107100","1990","Virginia","51","510","Norfolk city","710","7100","Norfolk city",89478,9284
"G5107200","1990","Virginia","51","510","Norton city","720","7200","Norton city",1697,148
"G5107300","1990","Virginia","51","510","Petersburg city","730","7300","Petersburg city",14730,1466
"G5107350","1990","Virginia","51","510","Poquoson city","735","7350","Poquoson city",3769,121
"G5107400","1990","Virginia","51","510","Portsmouth city","740","7400","Portsmouth city",38741,3542
"G5107500","1990","Virginia","51","510","Radford city","750","7500","Radford city",5207,289
"G5107600","1990","Virginia","51","510","Richmond city","760","7600","Richmond city",85337,8804
"G5107700","1990","Virginia","51","510","Roanoke city","770","7700","Roanoke city",41030,3354
"G5107750","1990","Virginia","51","510","Salem city","775","7750","Salem city",9161,448
"G5107800","1990","Virginia","51","510","South Boston City","780","7800","South Boston city",2795,202
"G5107900","1990","Virginia","51","510","Staunton city","790","7900","Staunton city",9432,571
"G5108000","1990","Virginia","51","510","Suffolk city","800","8000","Suffolk city",18516,1495
"G5108100","1990","Virginia","51","510","Virginia Beach city","810","8100","Virginia Beach city",135566,11471
"G5108200","1990","Virginia","51","510","Waynesboro city","820","8200","Waynesboro city",7568,334
"G5108300","1990","Virginia","51","510","Williamsburg city","830","8300","Williamsburg city",3468,492
"G5108400","1990","Virginia","51","510","Winchester city","840","8400","Winchester city",9084,724
"G5300010","1990","Washington","53","530","Adams County","001","0010","Adams County",4586,677
"G5300030","1990","Washington","53","530","Asotin County","003","0030","Asotin County",7003,516
"G5300050","1990","Washington","53","530","Benton County","005","0050","Benton County",42227,2650
"G5300070","1990","Washington","53","530","Chelan County","007","0070","Chelan County",20645,4403
"G5300090","1990","Washington","53","530","Clallam County","009","0090","Clallam County",22837,2388
"G5300110","1990","Washington","53","530","Clark County","011","0110","Clark County",88440,4409
"G5300130","1990","Washington","53","530","Columbia County","013","0130","Columbia County",1582,464
"G5300150","1990","Washington","53","530","Cowlitz County","015","0150","Cowlitz County",31640,1664
"G5300170","1990","Washington","53","530","Douglas County","017","0170","Douglas County",9687,953
"G5300190","1990","Washington","53","530","Ferry County","019","0190","Ferry County",2247,992
"G5300210","1990","Washington","53","530","Franklin County","021","0210","Franklin County",12196,1468
"G5300230","1990","Washington","53","530","Garfield County","023","0230","Garfield County",922,287
"G5300250","1990","Washington","53","530","Grant County","025","0250","Grant County",19745,3064
"G5300270","1990","Washington","53","530","Grays Harbor County","027","0270","Grays Harbor County",25514,4418
"G5300290","1990","Washington","53","530","Island County","029","0290","Island County",21787,4073
"G5300310","1990","Washington","53","530","Jefferson County","031","0310","Jefferson County",8627,2387
"G5300330","1990","Washington","53","530","King County","033","0330","King County",615792,31551
"G5300350","1990","Washington","53","530","Kitsap County","035","0350","Kitsap County",69267,4771
"G5300370","1990","Washington","53","530","Kittitas County","037","0370","Kittitas County",10460,2755
"G5300390","1990","Washington","53","530","Klickitat County","039","0390","Klickitat County",6210,1003
"G5300410","1990","Washington","53","530","Lewis County","041","0410","Lewis County",22478,3009
"G5300430","1990","Washington","53","530","Lincoln County","043","0430","Lincoln County",3605,1002
"G5300450","1990","Washington","53","530","Mason County","045","0450","Mason County",14565,7727
"G5300470","1990","Washington","53","530","Okanogan County","047","0470","Okanogan County",12654,3975
"G5300490","1990","Washington","53","530","Pacific County","049","0490","Pacific County",7896,4508
"G5300510","1990","Washington","53","530","Pend Oreille County","051","0510","Pend Oreille County",3395,2009
"G5300530","1990","Washington","53","530","Pierce County","053","0530","Pierce County",214652,14190
"G5300550","1990","Washington","53","530","San Juan County","055","0550","San Juan County",4392,1683
"G5300570","1990","Washington","53","530","Skagit County","057","0570","Skagit County",30573,3007
"G5300590","1990","Washington","53","530","Skamania County","059","0590","Skamania County",3066,856
"G5300610","1990","Washington","53","530","Snohomish County","061","0610","Snohomish County",171713,12229
"G5300630","1990","Washington","53","530","Spokane County","063","0630","Spokane County",141619,8486
"G5300650","1990","Washington","53","530","Stevens County","065","0650","Stevens County",11241,3360
"G5300670","1990","Washington","53","530","Thurston County","067","0670","Thurston County",62150,4314
"G5300690","1990","Washington","53","530","Wahkiakum County","069","0690","Wahkiakum County",1321,175
"G5300710","1990","Washington","53","530","Walla Walla County","071","0710","Walla Walla County",17623,1406
"G5300730","1990","Washington","53","530","Whatcom County","073","0730","Whatcom County",48543,7199
"G5300750","1990","Washington","53","530","Whitman County","075","0750","Whitman County",13546,1052
"G5300770","1990","Washington","53","530","Yakima County","077","0770","Yakima County",65985,4867
"G5400010","1990","West Virginia","54","540","Barbour County","001","0010","Barbour County",5835,1121
"G5400030","1990","West Virginia","54","540","Berkeley County","003","0030","Berkeley County",22350,3035
"G5400050","1990","West Virginia","54","540","Boone County","005","0050","Boone County",9656,1049
"G5400070","1990","West Virginia","54","540","Braxton County","007","0070","Braxton County",4950,758
"G5400090","1990","West Virginia","54","540","Brooke County","009","0090","Brooke County",10131,707
"G5400110","1990","West Virginia","54","540","Cabell County","011","0110","Cabell County",39146,4450
"G5400130","1990","West Virginia","54","540","Calhoun County","013","0130","Calhoun County",2978,468
"G5400150","1990","West Virginia","54","540","Clay County","015","0150","Clay County",3627,732
"G5400170","1990","West Virginia","54","540","Doddridge County","017","0170","Doddridge County",2623,628
"G5400190","1990","West Virginia","54","540","Fayette County","019","0190","Fayette County",18292,2549
"G5400210","1990","West Virginia","54","540","Gilmer County","021","0210","Gilmer County",2717,526
"G5400230","1990","West Virginia","54","540","Grant County","023","0230","Grant County",3925,821
"G5400250","1990","West Virginia","54","540","Greenbrier County","025","0250","Greenbrier County",13775,2982
"G5400270","1990","West Virginia","54","540","Hampshire County","027","0270","Hampshire County",6182,2635
"G5400290","1990","West Virginia","54","540","Hancock County","029","0290","Hancock County",13781,916
"G5400310","1990","West Virginia","54","540","Hardy County","031","0310","Hardy County",4286,1287
"G5400330","1990","West Virginia","54","540","Harrison County","033","0330","Harrison County",27009,2979
"G5400350","1990","West Virginia","54","540","Jackson County","035","0350","Jackson County",9645,926
"G5400370","1990","West Virginia","54","540","Jefferson County","037","0370","Jefferson County",12914,1692
"G5400390","1990","West Virginia","54","540","Kanawha County","039","0390","Kanawha County",84713,8034
"G5400410","1990","West Virginia","54","540","Lewis County","041","0410","Lewis County",6615,839
"G5400430","1990","West Virginia","54","540","Lincoln County","043","0430","Lincoln County",7647,782
"G5400450","1990","West Virginia","54","540","Logan County","045","0450","Logan County",15425,1423
"G5400470","1990","West Virginia","54","540","McDowell County","047","0470","McDowell County",12880,2450
"G5400490","1990","West Virginia","54","540","Marion County","049","0490","Marion County",22667,2824
"G5400510","1990","West Virginia","54","540","Marshall County","051","0510","Marshall County",14051,1579
"G5400530","1990","West Virginia","54","540","Mason County","053","0530","Mason County",9603,1329
"G5400550","1990","West Virginia","54","540","Mercer County","055","0550","Mercer County",25390,3036
"G5400570","1990","West Virginia","54","540","Mineral County","057","0570","Mineral County",9981,949
"G5400590","1990","West Virginia","54","540","Mingo County","059","0590","Mingo County",11830,1257
"G5400610","1990","West Virginia","54","540","Monongalia County","061","0610","Monongalia County",29087,2476
"G5400630","1990","West Virginia","54","540","Monroe County","063","0630","Monroe County",4749,1245
"G5400650","1990","West Virginia","54","540","Morgan County","065","0650","Morgan County",4731,2026
"G5400670","1990","West Virginia","54","540","Nicholas County","067","0670","Nicholas County",9970,1265
"G5400690","1990","West Virginia","54","540","Ohio County","069","0690","Ohio County",20646,2583
"G5400710","1990","West Virginia","54","540","Pendleton County","071","0710","Pendleton County",3061,1455
"G5400730","1990","West Virginia","54","540","Pleasants County","073","0730","Pleasants County",2769,365
"G5400750","1990","West Virginia","54","540","Pocahontas County","075","0750","Pocahontas County",3628,1951
"G5400770","1990","West Virginia","54","540","Preston County","077","0770","Preston County",10619,1518
"G5400790","1990","West Virginia","54","540","Putnam County","079","0790","Putnam County",15695,1189
"G5400810","1990","West Virginia","54","540","Raleigh County","081","0810","Raleigh County",29483,3795
"G5400830","1990","West Virginia","54","540","Randolph County","083","0830","Randolph County",10366,2182
"G5400850","1990","West Virginia","54","540","Ritchie County","085","0850","Ritchie County",3928,1008
"G5400870","1990","West Virginia","54","540","Roane County","087","0870","Roane County",5740,871
"G5400890","1990","West Virginia","54","540","Summers County","089","0890","Summers County",5240,1529
