year,GISJOIN,state,county,total,occupied,vacant,pct.vacant,crowded,pct.crowded,usa.crowded,z.crowded
2019,G4804330,TX,Stonewall County,930,580,350,0.3763440860215054,11,0.01896551724137931,0.029342954335174268,-1.8751963940294165
2019,G4804350,TX,Sutton County,2026,1412,614,0.30306021717670284,99,0.07011331444759207,0.029342954335174268,10.873752493823964
2019,G4804370,TX,Swisher County,3196,2505,691,0.21620775969962452,175,0.06986027944111776,0.029342954335174268,13.572483643613836
2019,G4804390,TX,Tarrant County,767808,708252,59556,0.07756626656664166,30905,0.043635598628736665,0.029342954335174268,74.20857247465017
2019,G4804410,TX,Taylor County,57456,49868,7588,0.13206627680311891,1150,0.0230608807251143,0.029342954335174268,-8.922486310407441
2019,G4804430,TX,Terrell County,785,418,367,0.467515923566879,4,0.009569377990430622,0.029342954335174268,-3.282730489765603
2019,G4804450,TX,Terry County,4857,4061,796,0.16388717315215154,243,0.05983747845358286,0.029342954335174268,12.59276467365506
2019,G4804470,TX,Throckmorton County,1028,668,360,0.35019455252918286,0,0,0.029342954335174268,-5.574623876365305
2019,G4804490,TX,Titus County,12408,10893,1515,0.12209864603481625,996,0.09143486642798128,0.029342954335174268,40.982750474450945
2019,G4804510,TX,Tom Green County,48598,43314,5284,0.10872875426972303,1187,0.02740453433070139,0.029342954335174268,-2.5320498805793155
2019,G4804530,TX,Travis County,514410,472361,42049,0.08174219008184133,20547,0.04349851067298104,0.029342954335174268,60.15847511667522
2019,G4804550,TX,Trinity County,9011,6030,2981,0.33081788924647654,220,0.03648424543946932,0.029342954335174268,4.016783340447731
2019,G4804570,TX,Tyler County,10868,7100,3768,0.34670592565329406,339,0.047746478873239434,0.029342954335174268,11.368181399926447
2019,G4804590,TX,Upshur County,17055,14108,2947,0.17279390208150103,522,0.037000283527076835,0.029342954335174268,5.925409307811262
2019,G4804610,TX,Upton County,1686,1332,354,0.2099644128113879,32,0.024024024024024024,0.029342954335174268,-1.2941012623257282
2019,G4804630,TX,Uvalde County,11160,8841,2319,0.20779569892473118,234,0.02646759416355616,0.029342954335174268,-1.7998633163579545
2019,G4804650,TX,Val Verde County,19138,15779,3359,0.1755146828299718,1299,0.08232460865707586,0.029342954335174268,43.429913600028605
2019,G4804670,TX,Van Zandt County,23421,20156,3265,0.13940480765125315,640,0.031752331811867436,0.029342954335174268,2.1848555976039097
2019,G4804690,TX,Victoria County,37149,32255,4894,0.13173975073353253,1425,0.044179197023717254,0.029342954335174268,16.943872240483064
2019,G4804710,TX,Walker County,26164,21963,4201,0.16056413392447638,603,0.02745526567408824,0.029342954335174268,-1.8092459654185804
2019,G4804730,TX,Waller County,17020,15171,1849,0.10863689776733255,895,0.05899413354426208,0.029342954335174268,22.9211774315909
2019,G4804750,TX,Ward County,4830,3978,852,0.1763975155279503,217,0.05455002513826043,0.029342954335174268,10.380329086268718
2019,G4804770,TX,Washington County,16206,12625,3581,0.22096754288535111,381,0.030178217821782177,0.029342954335174268,0.630052282864425
2019,G4804790,TX,Webb County,83041,74789,8252,0.0993725990775641,8642,0.11555175226303334,0.029342954335174268,147.20177610536197
2019,G4804810,TX,Wharton County,17633,15199,2434,0.13803663585322973,770,0.050661227712349495,0.029342954335174268,16.773755425218937
2019,G4804830,TX,Wheeler County,2721,2183,538,0.19772142594634326,125,0.05726065048098947,0.029342954335174268,8.628971259392625
2019,G4804850,TX,Wichita County,56057,48356,7701,0.13737802593788465,1042,0.02154851517908843,0.029342954335174268,-10.934903951864502
2019,G4804870,TX,Wilbarger County,6240,5180,1060,0.16987179487179488,188,0.036293436293436294,0.029342954335174268,3.2532870966928633
2019,G4804890,TX,Willacy County,7323,5782,1541,0.21043288269834767,677,0.1170875129712902,0.029342954335174268,44.49179078070563
2019,G4804910,TX,Williamson County,192488,180160,12328,0.06404555089148414,4163,0.023107238010657193,0.029342954335174268,-16.21075923254764
2019,G4804930,TX,Wilson County,17564,15733,1831,0.10424732407196538,914,0.05809445115362614,0.029342954335174268,22.57809774821381
2019,G4804950,TX,Winkler County,3044,2619,425,0.13961892247043364,69,0.026345933562428408,0.029342954335174268,-0.9797770278451344
2019,G4804970,TX,Wise County,24796,22369,2427,0.09787869011130827,871,0.038937815727122356,0.029342954335174268,8.952507522075699
2019,G4804990,TX,Wood County,21264,16510,4754,0.22357035364936043,362,0.02192610539067232,0.029342954335174268,-6.408510368479934
2019,G4805010,TX,Yoakum County,3037,2617,420,0.1382943694435298,199,0.07604126862820022,0.029342954335174268,15.248909087432693
2019,G4805030,TX,Young County,8720,7307,1413,0.16204128440366972,124,0.0169700287395648,0.029342954335174268,-6.846140682066831
2019,G4805050,TX,Zapata County,6454,4503,1951,0.30229315153393244,694,0.15411947590495226,0.029342954335174268,59.39672922514502
2019,G4805070,TX,Zavala County,4385,3571,814,0.18563283922462942,275,0.07700924110893308,0.029342954335174268,18.7030009461515
2019,G4900010,UT,Beaver County,3023,2282,741,0.24512074098577571,115,0.050394390885188434,0.029342954335174268,6.8582922325482745
2019,G4900030,UT,Box Elder County,18862,17569,1293,0.06855052486480755,436,0.024816438044282543,0.029342954335174268,-3.6836056757871005
2019,G4900050,UT,Cache County,41388,38393,2995,0.07236397023291775,1272,0.033131039512411115,0.029342954335174268,4.566380864135508
2019,G4900070,UT,Carbon County,9828,7829,1999,0.2033984533984534,157,0.020053646698173458,0.029342954335174268,-5.456712784368209
2019,G4900090,UT,Daggett County,1276,163,1113,0.872257053291536,1,0.006134969325153374,0.029342954335174268,-4.912221571743095
2019,G4900110,UT,Davis County,108847,104551,4296,0.0394682444164745,2237,0.021396256372488067,0.029342954335174268,-15.534959094078046
2019,G4900130,UT,Duchesne County,10282,6868,3414,0.33203656876094145,309,0.04499126383226558,0.029342954335174268,9.402025016023398
2019,G4900150,UT,Emery County,4598,3665,933,0.20291431056981296,123,0.033560709413369715,0.029342954335174268,1.6946539020086466
2019,G4900170,UT,Garfield County,3913,1760,2153,0.5502172246358293,30,0.017045454545454544,0.029342954335174268,-4.558132266313215
2019,G4900190,UT,Grand County,5440,4191,1249,0.2295955882352941,289,0.06895728942973038,0.029342954335174268,17.312787411995586
2019,G4900210,UT,Iron County,21231,17015,4216,0.1985775516932787,509,0.029914781075521597,0.029342954335174268,0.49370197101207614
2019,G4900230,UT,Juab County,3758,3464,294,0.07823310271420969,165,0.04763279445727483,0.029342954335174268,6.64359994048573
2019,G4900250,UT,Kane County,6027,2643,3384,0.5614733698357391,41,0.015512674990541053,0.029342954335174268,-6.362044804857547
2019,G4900270,UT,Millard County,5084,4337,747,0.1469315499606609,104,0.023979709476596726,0.029342954335174268,-2.265925211294027
2019,G4900290,UT,Morgan County,3574,3365,209,0.05847789591494124,43,0.012778603268945022,0.029342954335174268,-5.8676861453687055
2019,G4900310,UT,Piute County,950,532,418,0.44,12,0.022556390977443608,0.029342954335174268,-1.2394439331938487
2019,G4900330,UT,Rich County,3034,635,2399,0.7907053394858273,13,0.02047244094488189,0.029342954335174268,-2.8951543313080212
2019,G4900350,UT,Salt Lake County,397080,374820,22260,0.05605923239649441,12755,0.03402966757376874,0.029342954335174268,17.49937603822507
2019,G4900370,UT,San Juan County,5994,4311,1683,0.2807807807807808,382,0.08861053119925771,0.029342954335174268,27.188842341239674
2019,G4900390,UT,Sanpete County,10770,8643,2127,0.19749303621169917,400,0.04628022677311119,0.029342954335174268,10.415173293716462
2019,G4900410,UT,Sevier County,8816,7364,1452,0.1647005444646098,181,0.024579033134166213,0.029342954335174268,-2.650425098732999
2019,G4900430,UT,Summit County,28026,14220,13806,0.49261400128452154,308,0.021659634317862168,0.029342954335174268,-7.621573753771179
2019,G4900450,UT,Tooele County,21959,20478,1481,0.06744387267179744,535,0.026125598202949508,0.029342954335174268,-2.8250139119472064
2019,G4900470,UT,Uintah County,13747,10569,3178,0.23117771150069105,380,0.035954205695903116,0.029342954335174268,4.593067323849089
2019,G4900490,UT,Utah County,174162,165991,8171,0.046916089617712244,8155,0.04912916965377641,0.029342954335174268,48.927678272139225
2019,G4900510,UT,Wasatch County,13221,9879,3342,0.25277966870887225,334,0.03380908998886527,0.029342954335174268,3.0428408515096597
2019,G4900530,UT,Washington County,68789,57144,11645,0.1692857869717542,2764,0.048369032619347614,0.029342954335174268,29.568136392227856
2019,G4900550,UT,Wayne County,1677,1000,677,0.4036970781156828,22,0.022,0.029342954335174268,-1.7817736588481616
2019,G4900570,UT,Weber County,91756,83632,8124,0.08853916910065827,2507,0.0299765639946432,0.029342954335174268,1.1372454327586203
2019,G5000010,VT,Addison County,17431,14584,2847,0.16332969995984167,130,0.00891387822270982,0.029342954335174268,-15.981776518348065
2019,G5000030,VT,Bennington County,21153,14581,6572,0.3106887911880112,160,0.010973184280913517,0.029342954335174268,-15.83087355827411
2019,G5000050,VT,Caledonia County,16380,12434,3946,0.2409035409035409,141,0.011339874537558308,0.029342954335174268,-13.652712052199652
2019,G5000070,VT,Chittenden County,69734,66160,3574,0.051251900077437115,1075,0.016248488512696495,0.029342954335174268,-20.489211743318332
2019,G5000090,VT,Essex County,5167,2740,2427,0.46971163150764467,41,0.014963503649635036,0.029342954335174268,-6.124585502141363
2019,G5000110,VT,Franklin County,22562,18563,3999,0.17724492509529297,370,0.01993212304045682,0.029342954335174268,-8.375909205025371
2019,G5000130,VT,Grand Isle County,5290,2956,2334,0.4412098298676749,12,0.0040595399188092015,0.029342954335174268,-10.896292042025506
2019,G5000150,VT,Lamoille County,13681,10546,3135,0.2291499159418171,168,0.01593021050635312,0.029342954335174268,-9.295906074357195
2019,G5000170,VT,Orange County,15417,12279,3138,0.20354154504767463,293,0.023861878003094715,0.029342954335174268,-4.032561151944506
2019,G5000190,VT,Orleans County,17545,11779,5766,0.3286406383585067,220,0.018677307071907633,0.029342954335174268,-8.371033467607624
2019,G5000210,VT,Rutland County,34411,25338,9073,0.26366568829734677,1309,0.051661536032836054,0.029342954335174268,24.531856458053024
2019,G5000230,VT,Washington County,30760,24828,5932,0.19284785435630689,161,0.0064846141453198,0.029342954335174268,-23.754890501360865
2019,G5000250,VT,Windham County,30586,18943,11643,0.38066435624141765,230,0.012141688222562425,0.029342954335174268,-17.82530346731633
2019,G5000270,VT,Windsor County,34882,24298,10584,0.3034229688664641,392,0.016133015062968145,0.029342954335174268,-14.618966990450664
2019,G5100010,VA,Accomack County,21273,13438,7835,0.3683072439242232,277,0.020613186486084237,0.029342954335174268,-7.54453087520966
2019,G5100030,VA,Albemarle County,45520,41496,4024,0.08840070298769771,508,0.01224214382109119,0.029342954335174268,-21.61887034702352
2019,G5100050,VA,Alleghany County,8027,6600,1427,0.1777750093434658,82,0.012424242424242424,0.029342954335174268,-8.981711526972864
2019,G5100070,VA,Amelia County,5591,4954,637,0.11393310677875157,127,0.025635849818328622,0.029342954335174268,-1.6424598127383236
2019,G5100090,VA,Amherst County,14190,12160,2030,0.1430584918957012,222,0.018256578947368422,0.029342954335174268,-7.825209131488615
2019,G5100110,VA,Appomattox County,7314,6091,1223,0.16721356302980586,98,0.016089312099819404,0.029342954335174268,-6.716266131418898
2019,G5100130,VA,Arlington County,114779,107032,7747,0.06749492502983995,3582,0.03346662680319904,0.029342954335174268,8.278097876251787
2019,G5100150,VA,Augusta County,32541,29539,3002,0.09225285025045328,173,0.005856664071227868,0.029342954335174268,-25.10412258205945
2019,G5100170,VA,Bath County,3379,1801,1578,0.4670020716188221,17,0.009439200444197668,0.029342954335174268,-6.8555809668663334
2019,G5100190,VA,Bedford County,36743,31317,5426,0.14767438695806004,479,0.015295207076028994,0.029342954335174268,-15.95545402397792
2019,G5100210,VA,Bland County,3325,2367,958,0.2881203007518797,21,0.008871989860583017,0.029342954335174268,-6.994381310448697
2019,G5100230,VA,Botetourt County,14884,13264,1620,0.10884170921795217,67,0.005051266586248492,0.029342954335174268,-17.56033093213436
2019,G5100250,VA,Brunswick County,8231,6037,2194,0.2665532742072652,76,0.012589034288553918,0.029342954335174268,-9.00653860496606
2019,G5100270,VA,Buchanan County,11579,8569,3010,0.25995336384834616,62,0.0072353833586182754,0.029342954335174268,-14.09586495816774
2019,G5100290,VA,Buckingham County,7444,5826,1618,0.21735626007522837,121,0.020768966700995536,0.029342954335174268,-4.383300151892379
2019,G5100310,VA,Campbell County,25872,23071,2801,0.10826376004947434,223,0.009665814225651251,0.029342954335174268,-18.75392413167772
2019,G5100330,VA,Caroline County,12268,10946,1322,0.10776002608412129,256,0.023387538826968757,0.029342954335174268,-3.908536092024836
2019,G5100350,VA,Carroll County,16749,12357,4392,0.26222461042450296,119,0.009630169134903294,0.029342954335174268,-15.116721305636604
2019,G5100360,VA,Charles City County,3359,2896,463,0.13783864245311103,50,0.017265193370165747,0.029342954335174268,-4.147693036106695
2019,G5100370,VA,Charlotte County,6345,4661,1684,0.26540583136327817,21,0.004505470928985196,0.029342954335174268,-11.722994970533923
2019,G5100410,VA,Chesterfield County,130707,124971,5736,0.043884413229589844,1701,0.013611157788606956,0.029342954335174268,-33.701010268640644
2019,G5100430,VA,Clarke County,6345,5612,733,0.11552403467297084,36,0.006414825374198147,0.029342954335174268,-10.821802519103016
2019,G5100450,VA,Craig County,2909,2297,612,0.21038157442420075,18,0.00783630822812364,0.029342954335174268,-6.873211766845909
2019,G5100470,VA,Culpeper County,18729,17071,1658,0.0885258155801164,474,0.027766387440688888,0.029342954335174268,-1.2784533134884801
2019,G5100490,VA,Cumberland County,4723,3975,748,0.15837391488460725,35,0.00880503144654088,0.029342954335174268,-8.363357609145302
2019,G5100510,VA,Dickenson County,7577,5778,1799,0.23742906163389205,37,0.006403599861543787,0.029342954335174268,-11.831641759649466
2019,G5100530,VA,Dinwiddie County,11758,10401,1357,0.11541078414696376,122,0.011729641380636478,0.029342954335174268,-11.316782134911369
2019,G5100570,VA,Essex County,5855,4555,1300,0.2220324508966695,150,0.03293084522502744,0.029342954335174268,1.626738902063674
2019,G5100590,VA,Fairfax County,413885,396501,17384,0.04200200538797009,13366,0.03370987715037289,0.029342954335174268,16.64679130126802
2019,G5100610,VA,Fauquier County,26894,24562,2332,0.08671079051089463,204,0.008305512580408762,0.029342954335174268,-20.442584534401306
2019,G5100630,VA,Floyd County,8048,6493,1555,0.19321570576540756,57,0.008778684737409517,0.029342954335174268,-10.931315979919166
2019,G5100650,VA,Fluvanna County,10948,9923,1025,0.09362440628425284,144,0.01451174040108838,0.029342954335174268,-9.195159550069766
2019,G5100670,VA,Franklin County,29898,22997,6901,0.2308181149240752,321,0.013958342392485976,0.029342954335174268,-15.76241619151615
2019,G5100690,VA,Frederick County,34161,31503,2658,0.07780802669711075,466,0.014792242008697585,0.029342954335174268,-15.935464155743837
2019,G5100710,VA,Giles County,8357,6910,1447,0.17314825894459734,67,0.009696092619392185,0.029342954335174268,-10.64225264911939
2019,G5100730,VA,Gloucester County,16571,14786,1785,0.10771830305956188,151,0.010212363046124712,0.029342954335174268,-14.592104379259233
2019,G5100750,VA,Goochland County,9290,8506,784,0.08439181916038752,51,0.0059957676933928995,0.029342954335174268,-13.333912093731286
2019,G5100770,VA,Grayson County,9239,6498,2741,0.2966771295594761,61,0.009387503847337643,0.029342954335174268,-11.36551698480955
2019,G5100790,VA,Greene County,8291,7548,743,0.0896152454468701,162,0.021462639109697933,0.029342954335174268,-4.25169618457018
2019,G5100810,VA,Greensville County,4190,3647,543,0.1295942720763723,24,0.006580751302440362,0.029342954335174268,-8.730446991323507
2019,G5100830,VA,Halifax County,18212,14158,4054,0.2226004831978915,129,0.00911145642039836,0.029342954335174268,-16.177895838402456
2019,G5100850,VA,Hanover County,41357,38987,2370,0.057305897429697515,241,0.006181547695385641,0.029342954335174268,-27.90966482001633
2019,G5100870,VA,Henrico County,137141,128464,8677,0.06327064845669784,1848,0.014385353095030515,0.029342954335174268,-32.821678150505285
2019,G5100890,VA,Henry County,26196,21218,4978,0.19002901206291037,359,0.016919596568950892,0.029342954335174268,-11.914385789719699
2019,G5100910,VA,Highland County,2006,1078,928,0.4626121635094716,3,0.0027829313543599257,0.029342954335174268,-7.048700963273149
2019,G5100930,VA,Isle of Wight County,15678,14587,1091,0.06958795764765914,202,0.01384794680194694,0.029342954335174268,-11.496146703873876
2019,G5100950,VA,James City County,33284,28920,4364,0.13111404879221247,422,0.014591977869986169,0.029342954335174268,-15.946071322812497
2019,G5100970,VA,King and Queen County,3489,2707,782,0.22413298939524218,43,0.015884743258219432,0.029342954335174268,-4.710348018462169
2019,G5100990,VA,King George County,10078,9202,876,0.0869220083349871,72,0.007824386003042817,0.029342954335174268,-12.800169660837907
2019,G5101010,VA,King William County,6983,6078,905,0.129600458255764,40,0.006581112207963146,0.029342954335174268,-11.270510898817367
2019,G5101030,VA,Lancaster County,7625,5062,2563,0.3361311475409836,45,0.008889766890557092,0.029342954335174268,-10.58269057283194
2019,G5101050,VA,Lee County,11798,9149,2649,0.22452958128496356,61,0.006667395343753416,0.029342954335174268,-14.594101868890327
2019,G5101070,VA,Loudoun County,133063,128637,4426,0.03326243959628146,2067,0.016068471746076167,0.029342954335174268,-28.692040358281968
2019,G5101090,VA,Louisa County,17438,13871,3567,0.20455327445808005,371,0.026746449426861798,0.029342954335174268,-2.0316676247878718
2019,G5101110,VA,Lunenburg County,5995,4293,1702,0.28390325271059214,61,0.01420917773119031,0.029342954335174268,-6.943158636373525
2019,G5101130,VA,Madison County,6079,4949,1130,0.1858858364862642,143,0.02889472620731461,0.029342954335174268,-0.20707627959890523
2019,G5101150,VA,Mathews County,5751,3920,1831,0.3183794122761259,25,0.006377551020408163,0.029342954335174268,-10.319554193718272
2019,G5101170,VA,Mecklenburg County,18983,12075,6908,0.36390454617289153,172,0.014244306418219463,0.029342954335174268,-12.326382986487486
2019,G5101190,VA,Middlesex County,7320,4603,2717,0.3711748633879781,77,0.01672822072561373,0.029342954335174268,-6.395121496977183
2019,G5101210,VA,Montgomery County,40264,35685,4579,0.11372441883568449,574,0.01608518985568166,0.029342954335174268,-15.763183593444788
2019,G5101250,VA,Nelson County,10175,6419,3756,0.36914004914004916,107,0.016669263125097367,0.029342954335174268,-7.575050037019749
2019,G5101270,VA,New Kent County,8480,7961,519,0.061202830188679246,149,0.018716241678181134,0.029342954335174268,-5.79845163637743
2019,G5101310,VA,Northampton County,7396,5148,2248,0.3039480800432666,61,0.01184926184926185,0.029342954335174268,-8.91446152109631
2019,G5101330,VA,Northumberland County,9277,5584,3693,0.3980812762746578,36,0.0064469914040114614,0.029342954335174268,-13.067059452767595
2019,G5101350,VA,Nottoway County,6775,5446,1329,0.19616236162361625,111,0.020381931692985678,0.029342954335174268,-4.370462517396106
2019,G5101370,VA,Orange County,15142,13679,1463,0.09661867652886012,205,0.014986475619562834,0.029342954335174268,-10.467783404986353
2019,G5101390,VA,Page County,11747,9286,2461,0.20950029794841235,105,0.011307344389403402,0.029342954335174268,-11.582691630676097
2019,G5101410,VA,Patrick County,10224,7755,2469,0.2414906103286385,126,0.016247582205029015,0.029342954335174268,-7.845912133233423
2019,G5101430,VA,Pittsylvania County,31650,26267,5383,0.1700789889415482,457,0.017398256367304982,0.029342954335174268,-12.591492332796683
2019,G5101450,VA,Powhatan County,10893,10265,628,0.05765170292848618,81,0.007890891378470532,0.029342954335174268,-13.266549754858573
2019,G5101470,VA,Prince Edward County,9435,7185,2250,0.2384737678855326,38,0.005288796102992345,0.029342954335174268,-13.844468619146864
2019,G5101490,VA,Prince George County,12475,11507,968,0.07759519038076153,152,0.013209350829929608,0.029342954335174268,-10.67743244250388
2019,G5101530,VA,Prince William County,148874,142000,6874,0.04617327404382229,4695,0.03306338028169014,0.029342954335174268,8.505841165991903
2019,G5101550,VA,Pulaski County,17304,14533,2771,0.16013638465094776,77,0.00529828665795087,0.029342954335174268,-18.741623441166105
2019,G5101570,VA,Rappahannock County,3979,2913,1066,0.26790650917315906,26,0.008925506350841057,0.029342954335174268,-7.631389196709321
2019,G5101590,VA,Richmond County,3962,3069,893,0.2253912165572943,47,0.01531443466927338,0.029342954335174268,-5.232199035220862
2019,G5101610,VA,Roanoke County,40924,38222,2702,0.06602482650767276,300,0.007848882842342107,0.029342954335174268,-25.764570230916355
2019,G5101630,VA,Rockbridge County,11441,9248,2193,0.19167904903417535,65,0.007028546712802768,0.029342954335174268,-14.142706558212605
2019,G5101650,VA,Rockingham County,35504,30994,4510,0.12702794051374494,556,0.017938955926953604,0.029342954335174268,-12.732420288259805
2019,G5101670,VA,Russell County,13547,10812,2735,0.20188971728057872,64,0.0059193488716241215,0.029342954335174268,-16.15438709256235
2019,G5101690,VA,Scott County,11964,8773,3191,0.26671681711802075,115,0.013108400775105437,0.029342954335174268,-10.521889291679475
2019,G5101710,VA,Shenandoah County,21221,17402,3819,0.1799632439564582,249,0.014308700149408113,0.029342954335174268,-12.97716978782212
2019,G5101730,VA,Smyth County,15398,12686,2712,0.176126769710352,186,0.014661831940722056,0.029342954335174268,-10.79460095736337
2019,G5101750,VA,Southampton County,7627,6562,1065,0.13963550544119574,98,0.014934471197805547,0.029342954335174268,-7.456075744355914
2019,G5101770,VA,Spotsylvania County,47655,44436,3219,0.06754800125904942,965,0.021716626158970204,0.029342954335174268,-9.8647231701461
2019,G5101790,VA,Stafford County,49292,47075,2217,0.0449768725148097,612,0.013000531067445566,0.029342954335174268,-21.499078719739636
2019,G5101810,VA,Surry County,3575,2730,845,0.23636363636363636,51,0.01868131868131868,0.029342954335174268,-3.77726135650293
2019,G5101830,VA,Sussex County,4797,3794,1003,0.20908901396706275,34,0.008961518186610437,0.029342954335174268,-8.364400463100816
2019,G5101850,VA,Tazewell County,20754,16531,4223,0.20347884745109376,199,0.01203798923235134,0.029342954335174268,-14.77191532403245
2019,G5101870,VA,Warren County,16387,14651,1736,0.10593763348996156,265,0.01808750255955225,0.029342954335174268,-8.537443329369278
2019,G5101910,VA,Washington County,25961,22321,3640,0.1402103154732098,182,0.008153756552125802,0.029342954335174268,-20.2297445523423
2019,G5101930,VA,Westmoreland County,10951,7923,3028,0.2765044288192859,113,0.014262274391013505,0.029342954335174268,-9.351106172702176
2019,G5101950,VA,Wise County,17958,14925,3033,0.168894086201136,150,0.010050251256281407,0.029342954335174268,-15.319240683665958
2019,G5101970,VA,Wythe County,14375,11983,2392,0.1664,83,0.006926479178836685,0.029342954335174268,-15.925256126181578
2019,G5101990,VA,York County,27896,25103,2793,0.10012188127330084,372,0.01481894594271601,0.029342954335174268,-14.373834293521844
2019,G5105100,VA,Alexandria city,76357,70598,5759,0.07542203072409864,3105,0.043981415904133264,0.029342954335174268,23.968179078484937
2019,G5105200,VA,Bristol city,8727,7334,1393,0.159619571444941,95,0.012953367875647668,0.029342954335174268,-9.072263572403688
2019,G5105300,VA,Buena Vista city,2866,2517,349,0.1217725052337753,0,0,0.029342954335174268,-9.308015681143882
2019,G5105400,VA,Charlottesville city,20642,18617,2025,0.09810095920937893,314,0.016866304990062846,0.029342954335174268,-10.621577732921192
2019,G5105500,VA,Chesapeake city,90802,84849,5953,0.06556022995088213,1174,0.013836344565050855,0.029342954335174268,-27.687244794417172
2019,G5105700,VA,Colonial Heights city,7734,7036,698,0.09025084044478925,131,0.01861853325753269,0.029342954335174268,-5.588446747603615
2019,G5105800,VA,Covington city,2997,2384,613,0.20453787120453787,54,0.022651006711409395,0.029342954335174268,-2.1707563501194946
2019,G5105900,VA,Danville city,22072,18293,3779,0.17121239579557812,395,0.021592959055376372,0.029342954335174268,-6.822404375569491
2019,G5105950,VA,Emporia city,2385,2086,299,0.12536687631027255,27,0.012943432406519654,0.029342954335174268,-4.74559372451953
2019,G5106000,VA,Fairfax city,8959,8577,382,0.04263868735349927,163,0.01900431386265594,0.029342954335174268,-5.798402737813222
2019,G5106100,VA,Falls Church city,6004,5493,511,0.08510992671552299,210,0.03823047515019115,0.029342954335174268,4.080525988128926
2019,G5106200,VA,Franklin city,3847,3522,325,0.08448141408890045,35,0.009937535491198184,0.029342954335174268,-7.131802200310867
2019,G5106300,VA,Fredericksburg city,11725,10762,963,0.08213219616204691,320,0.029734250139379297,0.029342954335174268,0.25105957669485746
2019,G5106400,VA,Galax city,3327,2663,664,0.19957920048091374,49,0.01840030041306797,0.029342954335174268,-3.7399366008871953
2019,G5106500,VA,Hampton city,60140,54050,6090,0.1012637179913535,911,0.01685476410730805,0.029342954335174268,-18.14664707396149
2019,G5106600,VA,Harrisonburg city,18261,16723,1538,0.08422320792946716,672,0.040184177480117204,0.029342954335174268,8.680719784219962
2019,G5106700,VA,Hopewell city,10323,9224,1099,0.10646130000968711,304,0.03295750216825672,0.029342954335174268,2.1760662612577173
2019,G5106780,VA,Lexington city,2447,2158,289,0.11810380057212914,0,0,0.029342954335174268,-8.600743539995694
2019,G5106800,VA,Lynchburg city,32410,28273,4137,0.12764578833693305,718,0.025395253421992715,0.029342954335174268,-4.211132759161457
2019,G5106830,VA,Manassas city,13693,12898,795,0.05805886219236106,547,0.04240967591874709,0.029342954335174268,9.060060903901517
2019,G5106850,VA,Manassas Park city,4879,4641,238,0.04878048780487805,206,0.044386985563456154,0.029342954335174268,6.22651173284429
2019,G5106900,VA,Martinsville city,7067,5532,1535,0.21720673553134287,0,0,0.029342954335174268,-14.61627006539042
2019,G5107000,VA,Newport News city,77759,69835,7924,0.10190460268264767,1820,0.02606143051478485,0.029342954335174268,-5.422081859343471
2019,G5107100,VA,Norfolk city,97670,88353,9317,0.09539264871506092,1963,0.022217694928298982,0.029342954335174268,-13.194606701798755
2019,G5107200,VA,Norton city,1903,1628,275,0.14450867052023122,34,0.020884520884520884,0.029342954335174268,-2.1863742626766625
2019,G5107300,VA,Petersburg city,16367,13165,3202,0.19563756338974767,376,0.028560577288264336,0.029342954335174268,-0.5930834667578668
2019,G5107350,VA,Poquoson city,4801,4593,208,0.043324307435950844,0,0,0.029342954335174268,-12.047165212734628
2019,G5107400,VA,Portsmouth city,40907,36370,4537,0.11091011318356271,496,0.013637613417651911,0.029342954335174268,-18.821808870517483
2019,G5107500,VA,Radford city,6518,5573,945,0.14498312365756366,66,0.01184281356540463,0.029342954335174268,-8.37170460091737
2019,G5107600,VA,Richmond city,100458,90301,10157,0.10110693025941189,1562,0.01729770434435942,0.029342954335174268,-22.62159678973032
2019,G5107700,VA,Roanoke city,47010,41740,5270,0.11210380770048926,771,0.018471490177287973,0.029342954335174268,-13.966845834397716
2019,G5107750,VA,Salem city,10840,9912,928,0.08560885608856089,115,0.011602098466505246,0.029342954335174268,-10.944713163551054
2019,G5107900,VA,Staunton city,11824,10597,1227,0.10377198917456022,182,0.017174672077002927,0.029342954335174268,-7.840191328804386
2019,G5108000,VA,Suffolk city,36769,33774,2995,0.08145448611602164,523,0.015485284538402321,0.029342954335174268,-15.745131547998374
2019,G5108100,VA,Virginia Beach city,184794,170798,13996,0.07573838977455978,2117,0.012394758720828113,0.029342954335174268,-43.17005247031211
2019,G5108200,VA,Waynesboro city,10023,9193,830,0.08280953806245635,166,0.018057217448058306,0.029342954335174268,-6.694897953191117
2019,G5108300,VA,Williamsburg city,5263,4706,557,0.10583317499524986,80,0.016999575010624733,0.029342954335174268,-5.305983999332501
2019,G5108400,VA,Winchester city,11919,10490,1429,0.1198926084403054,217,0.020686367969494756,0.029342954335174268,-5.599919083211748
2019,G5300010,WA,Adams County,6608,5973,635,0.09609564164648911,695,0.11635693956135945,0.029342954335174268,41.91208366329532
2019,G5300030,WA,Asotin County,10043,9101,942,0.09379667430050781,157,0.0172508515547742,0.029342954335174268,-7.1804016287867
2019,G5300050,WA,Benton County,76241,72121,4120,0.054039165278524676,2300,0.031890850099138945,0.029342954335174268,4.1686086392281725
2019,G5300070,WA,Chelan County,37693,28384,9309,0.2469689332236755,1123,0.03956454340473506,0.029342954335174268,11.75882548850286
