year,GISJOIN,state,county,total,occupied,vacant,pct.vacant,crowded,pct.crowded,usa.crowded,z.crowded
2019,G0100010,AL,Autauga County,23493,21397,2096,0.08921806495551866,243,0.011356732252184885,0.029342954335174268,-16.33519662275685
2019,G0100030,AL,Baldwin County,114164,80930,33234,0.29110752951893765,1042,0.01287532435438033,0.029342954335174268,-32.96938636265612
2019,G0100050,AL,Barbour County,12013,9345,2668,0.22209273287272122,360,0.038523274478330656,0.029342954335174268,5.962092923373963
2019,G0100070,AL,Bibb County,9185,6891,2294,0.2497550353837779,77,0.011173995066028152,0.029342954335174268,-10.317745401845134
2019,G0100090,AL,Blount County,24323,20847,3476,0.14291000287793446,374,0.01794023120832734,0.029342954335174268,-10.537372301009833
2019,G0100110,AL,Bullock County,4557,3521,1036,0.22734254992319508,0,0,0.029342954335174268,-11.737038455801544
2019,G0100130,AL,Butler County,10089,6506,3583,0.3551392605808306,100,0.01537042729787888,0.029342954335174268,-8.315994533161547
2019,G0100150,AL,Calhoun County,53631,44605,9026,0.16829818575077846,749,0.016791839479878938,0.029342954335174268,-17.222866162633192
2019,G0100170,AL,Chambers County,16988,13448,3540,0.20838238756769484,709,0.052721594289113625,0.029342954335174268,18.055334728370127
2019,G0100190,AL,Cherokee County,16579,10737,5842,0.35237348452862055,142,0.01322529570643569,0.029342954335174268,-12.296918493413385
2019,G0100210,AL,Chilton County,19781,16927,2854,0.1442798645164552,503,0.029715838601051574,0.029342954335174268,0.3107515870578675
2019,G0100230,AL,Choctaw County,7359,5300,2059,0.27979345019703766,45,0.008490566037735849,0.029342954335174268,-10.599377998346698
2019,G0100250,AL,Clarke County,12784,9090,3694,0.2889549436795995,148,0.01628162816281628,0.029342954335174268,-8.75055968648975
2019,G0100270,AL,Clay County,6799,5198,1601,0.23547580526548023,48,0.00923432089265102,0.029342954335174268,-9.82472161811534
2019,G0100290,AL,Cleburne County,6844,5680,1164,0.17007597895967272,48,0.008450704225352112,0.029342954335174268,-10.241307169902619
2019,G0100310,AL,Coffee County,23188,19924,3264,0.14076246334310852,350,0.017566753663922907,0.029342954335174268,-10.625564671759015
2019,G0100330,AL,Colbert County,26588,21880,4708,0.17707236347224312,131,0.005987202925045704,0.029342954335174268,-22.5658581939887
2019,G0100350,AL,Conecuh County,7182,4553,2629,0.3660540239487608,20,0.004392708104546453,0.029342954335174268,-12.528893334169227
2019,G0100370,AL,Coosa County,6585,4032,2553,0.3876993166287016,113,0.028025793650793652,0.029342954335174268,-0.6333325720623084
2019,G0100390,AL,Covington County,18976,14852,4124,0.21732715008431702,314,0.021141933746296793,0.029342954335174268,-6.693995460803178
2019,G0100410,AL,Crenshaw County,6815,4943,1872,0.27468818782098314,43,0.008699170544203924,0.029342954335174268,-10.098047459231386
2019,G0100430,AL,Cullman County,37842,31034,6808,0.17990592463400454,601,0.019365856802216922,0.029342954335174268,-11.500227557897073
2019,G0100450,AL,Dale County,23103,18806,4297,0.18599316106133404,287,0.01526108688716367,0.029342954335174268,-12.682638582917349
2019,G0100470,AL,Dallas County,20419,15910,4509,0.22082374259268328,306,0.01923318667504714,0.029342954335174268,-8.559996456924369
2019,G0100490,AL,DeKalb County,31309,26040,5269,0.16829026797406496,764,0.0293394777265745,0.029342954335174268,-0.0036450674900931866
2019,G0100510,AL,Elmore County,34165,29708,4457,0.13045514415337334,481,0.016190925003366097,0.029342954335174268,-14.404515550797193
2019,G0100530,AL,Escambia County,16586,13089,3497,0.210840467864464,230,0.01757200702880281,0.029342954335174268,-8.982504047192787
2019,G0100550,AL,Etowah County,47704,38942,8762,0.1836743250041925,499,0.012813928406347902,0.029342954335174268,-21.391430827846914
2019,G0100570,AL,Fayette County,8505,6802,1703,0.20023515579071136,82,0.012055277859453102,0.029342954335174268,-9.446892229792393
2019,G0100590,AL,Franklin County,14052,11048,3004,0.21377739823512668,383,0.034666908037653876,0.029342954335174268,3.739542868910557
2019,G0100610,AL,Geneva County,12869,10383,2486,0.19317740306162096,172,0.016565539824713475,0.029342954335174268,-8.588761831850046
2019,G0100630,AL,Greene County,5112,2951,2161,0.4227308294209703,64,0.021687563537783804,0.029342954335174268,-3.2432316070392337
2019,G0100650,AL,Hale County,7792,5650,2142,0.27489733059548255,220,0.03893805309734513,0.029342954335174268,5.018675279645863
2019,G0100670,AL,Henry County,9155,6630,2525,0.275805570726379,33,0.004977375565610859,0.029342954335174268,-13.81405184743322
2019,G0100690,AL,Houston County,47457,39311,8146,0.17165012537665678,528,0.01343135509145023,0.029342954335174268,-20.538993042670338
2019,G0100710,AL,Jackson County,25041,20695,4346,0.173555369194521,532,0.025706692437786904,0.029342954335174268,-3.40954294358347
2019,G0100730,AL,Jefferson County,307874,261231,46643,0.15150028907929866,3720,0.014240270105768458,0.029342954335174268,-49.6541811999988
2019,G0100750,AL,Lamar County,7403,5856,1547,0.20896933675536944,103,0.01758879781420765,0.029342954335174268,-5.992534178945736
2019,G0100770,AL,Lauderdale County,45001,38471,6530,0.1451078864914113,481,0.012502924280626966,0.029342954335174268,-21.167478145862955
2019,G0100790,AL,Lawrence County,15296,12677,2619,0.17122123430962344,214,0.016880965528121794,0.029342954335174268,-9.13253761794888
2019,G0100810,AL,Lee County,68972,60237,8735,0.1266455953140405,1938,0.03217291697793715,0.029342954335174268,4.403847666238428
2019,G0100830,AL,Limestone County,36056,32143,3913,0.10852562680275128,688,0.02140434931400305,0.029342954335174268,-8.931988238434519
2019,G0100850,AL,Lowndes County,5224,4251,973,0.18625574272588055,88,0.0207010115266996,0.029342954335174268,-3.70107722924541
2019,G0100870,AL,Macon County,10296,7474,2822,0.27408702408702407,103,0.013781107840513781,0.029342954335174268,-9.356438546164457
2019,G0100890,AL,Madison County,161577,148189,13388,0.08285832760850864,1972,0.013307330503613629,0.029342954335174268,-38.1936184765046
2019,G0100910,AL,Marengo County,10348,7361,2987,0.28865481252415925,27,0.0036679798940361364,0.029342954335174268,-15.475810580481284
2019,G0100930,AL,Marion County,14737,11997,2740,0.1859265793580783,208,0.017337667750270902,0.029342954335174268,-8.635594658800951
2019,G0100950,AL,Marshall County,40597,34883,5714,0.14074931645195457,639,0.018318378579823984,0.029342954335174268,-13.162065035478152
2019,G0100970,AL,Mobile County,183671,156251,27420,0.14928867376994734,3067,0.019628674376483992,0.029342954335174268,-24.668689925217024
2019,G0100990,AL,Monroe County,11415,8166,3249,0.2846254927726675,36,0.00440852314474651,0.029342954335174268,-15.785291231576462
2019,G0101010,AL,Montgomery County,104697,89527,15170,0.1448943140682159,1808,0.02019502496453584,0.029342954335174268,-17.539010863570592
2019,G0101030,AL,Morgan County,52050,45918,6132,0.11780979827089337,1068,0.023258852737488567,0.029342954335174268,-8.22473663144489
2019,G0101050,AL,Perry County,4736,3070,1666,0.35177364864864863,0,0,0.029342954335174268,-11.96533493927524
2019,G0101070,AL,Pickens County,9588,7637,1951,0.20348352106800166,100,0.013094146916328401,0.029342954335174268,-9.427589837970359
2019,G0101090,AL,Pike County,16123,11601,4522,0.2804688953668672,142,0.012240324109990519,0.029342954335174268,-12.867702409463284
2019,G0101110,AL,Randolph County,12097,8702,3395,0.2806480945689014,247,0.028384279475982533,0.029342954335174268,-0.6247774614008977
2019,G0101130,AL,Russell County,27680,23262,4418,0.15960982658959538,534,0.022955893732267217,0.029342954335174268,-6.296500690230923
2019,G0101150,AL,St. Clair County,36714,32036,4678,0.12741733398703492,440,0.013734548632788113,0.029342954335174268,-17.72105494892995
2019,G0101170,AL,Shelby County,86988,79630,7358,0.08458637973053755,725,0.00910460881577295,0.029342954335174268,-35.368761664914885
2019,G0101190,AL,Sumter County,6872,5202,1670,0.2430151338766007,22,0.004229142637447136,0.029342954335174268,-12.335858653150739
2019,G0101210,AL,Talladega County,37861,31395,6466,0.1707825995087293,382,0.01216754260232521,0.029342954335174268,-19.802424794805983
2019,G0101230,AL,Tallapoosa County,22421,16205,6216,0.27724008741804557,453,0.027954335081764887,0.029342954335174268,-1.2320429482781343
2019,G0101250,AL,Tuscaloosa County,90557,72461,18096,0.1998299413628985,1188,0.016395026290004278,0.029342954335174268,-23.087476482034067
2019,G0101270,AL,Walker County,31141,25019,6122,0.1965897048906586,459,0.01834605699668252,0.029342954335174268,-11.498776254296855
2019,G0101290,AL,Washington County,8554,5990,2564,0.2997428103811082,157,0.02621035058430718,0.029342954335174268,-1.7167429083077768
2019,G0101310,AL,Wilcox County,5777,3854,1923,0.33287173273325255,54,0.01401141670991178,0.029342954335174268,-6.904815402841046
2019,G0101330,AL,Winston County,13669,9592,4077,0.2982661496817616,100,0.010425354462051709,0.029342954335174268,-13.10537892979905
2019,G0200130,AK,Aleutians East Borough,1138,890,248,0.2179261862917399,24,0.02696629213483146,0.029342954335174268,-0.4750657987142786
2019,G0200160,AK,Aleutians West Census Area,1983,1187,796,0.4014120020171457,126,0.10614995787700084,0.029342954335174268,20.26643475875279
2019,G0200200,AK,Anchorage Municipality,117380,106567,10813,0.0921196115181462,4969,0.04662794298422589,0.029342954335174268,35.08983505450991
2019,G0200500,AK,Bethel Census Area,6027,4489,1538,0.2551850008296001,1543,0.3437291156159501,0.029342954335174268,144.62027803304008
2019,G0200600,AK,Bristol Bay Borough,952,314,638,0.6701680672268907,11,0.03503184713375796,0.029342954335174268,1.0400671980368759
2019,G0200680,AK,Denali Borough,1533,613,920,0.6001304631441617,18,0.02936378466557912,0.029342954335174268,0.004832617381210652
2019,G0200700,AK,Dillingham Census Area,2456,1427,1029,0.4189739413680782,323,0.2263489838822705,0.029342954335174268,57.850734196865965
2019,G0200900,AK,Fairbanks North Star Borough,44189,36188,8001,0.1810631605150603,2182,0.06029623079473859,0.029342954335174268,38.55483855504672
2019,G0201000,AK,Haines Borough,1691,1007,684,0.4044943820224719,107,0.10625620655412116,0.029342954335174268,18.74080124687929
2019,G0201050,AK,Hoonah-Angoon Census Area,1643,791,852,0.5185636031649422,33,0.041719342604298354,0.029342954335174268,2.972541199638624
2019,G0201100,AK,Juneau City and Borough,13698,12676,1022,0.07460943203387356,414,0.03266014515620069,0.029342954335174268,2.300457484804158
2019,G0201220,AK,Kenai Peninsula Borough,31249,21630,9619,0.3078178501712055,1102,0.05094775774387425,0.029342954335174268,22.629948016409717
2019,G0201300,AK,Ketchikan Gateway Borough,6401,5397,1004,0.15685049211060773,245,0.04539559014267185,0.029342954335174268,7.610013757092002
2019,G0201500,AK,Kodiak Island Borough,5422,4261,1161,0.21412762818148284,379,0.08894625674724244,0.029342954335174268,26.005502815336982
2019,G0201580,AK,Kusilvak Census Area,2231,1724,507,0.22725235320484088,807,0.4680974477958237,0.029342954335174268,122.79665533504775
2019,G0201640,AK,Lake and Peninsula Borough,1479,421,1058,0.7153482082488167,28,0.0665083135391924,0.029342954335174268,8.469106556520504
2019,G0201700,AK,Matanuska-Susitna Borough,41815,31217,10598,0.25344971900035873,1597,0.05115802287215299,0.029342954335174268,26.43247364145684
2019,G0201800,AK,Nome Census Area,4108,2844,1264,0.3076923076923077,851,0.2992264416315049,0.029342954335174268,102.49595025211251
2019,G0201850,AK,North Slope Borough,2618,1979,639,0.2440794499618029,599,0.302678120262759,0.029342954335174268,82.86965026961373
2019,G0201880,AK,Northwest Arctic Borough,2745,1795,950,0.3460837887067395,612,0.34094707520891365,0.029342954335174268,96.7363155895967
2019,G0201950,AK,Petersburg Borough,1782,1187,595,0.3338945005611672,34,0.02864363942712721,0.029342954335174268,-0.17492094381647288
2019,G0201980,AK,Prince of Wales-Hyder Census Area,3430,2371,1059,0.3087463556851312,137,0.05778152678194855,0.029342954335174268,9.868929066930152
2019,G0202200,AK,Sitka City and Borough,4225,3547,678,0.16047337278106508,82,0.023118127995489145,0.029342954335174268,-2.3974843013404703
2019,G0202300,AK,Skagway Municipality,601,375,226,0.37603993344425957,21,0.056,0.029342954335174268,3.8722592638514954
2019,G0202400,AK,Southeast Fairbanks Census Area,3904,2170,1734,0.44415983606557374,160,0.07373271889400922,0.029342954335174268,16.43436474637418
2019,G0202610,AK,Valdez-Cordova Census Area,6181,3177,3004,0.48600550072803755,132,0.04154863078375826,0.029342954335174268,5.685994046804485
2019,G0202750,AK,Wrangell City and Borough,1512,1027,485,0.32076719576719576,19,0.018500486854917234,0.029342954335174268,-2.4981539547650264
2019,G0202820,AK,Yakutat City and Borough,418,219,199,0.47607655502392343,20,0.091324200913242,0.029342954335174268,7.508680462017073
2019,G0202900,AK,Yukon-Koyukuk Census Area,4090,1856,2234,0.5462102689486552,290,0.15625,0.029342954335174268,48.09086221375052
2019,G0400010,AZ,Apache County,32891,20867,12024,0.3655711288802408,2556,0.12249005606939187,0.029342954335174268,100.09746079898349
2019,G0400030,AZ,Cochise County,61108,50163,10945,0.1791091182823853,1272,0.025357335087614376,0.029342954335174268,-5.837945253288188
2019,G0400050,AZ,Coconino County,66086,47447,18639,0.2820415821807947,3115,0.06565220140367146,0.029342954335174268,55.307897804295656
2019,G0400070,AZ,Gila County,33542,21945,11597,0.34574563234154193,875,0.03987240829346093,0.029342954335174268,11.426559954434468
2019,G0400090,AZ,Graham County,13586,11017,2569,0.18909171205652878,765,0.06943814105473359,0.029342954335174268,27.6919297300872
2019,G0400110,AZ,Greenlee County,4453,3132,1321,0.2966539411632607,189,0.0603448275862069,0.029342954335174268,12.258277805180152
2019,G0400120,AZ,La Paz County,16300,9346,6954,0.42662576687116566,458,0.04900492189171838,0.029342954335174268,14.874280008780701
2019,G0400130,AZ,Maricopa County,1740694,1552096,188598,0.10834644113210018,70371,0.04533933468032905,0.029342954335174268,125.05415138187321
2019,G0400150,AZ,Mohave County,114573,86889,27684,0.24162760859888455,3479,0.04003959074221133,0.029342954335174268,21.453766609694718
2019,G0400170,AZ,Navajo County,58011,34990,23021,0.39683853062350244,3021,0.08633895398685339,0.029342954335174268,81.34197755477228
2019,G0400190,AZ,Pima County,459912,404739,55173,0.11996425403120597,14661,0.03622334393275667,0.029342954335174268,27.64811815097555
2019,G0400210,AZ,Pinal County,174329,141300,33029,0.18946360043366278,5761,0.04077140835102618,0.029342954335174268,28.274014743535233
2019,G0400230,AZ,Santa Cruz County,18334,15853,2481,0.13532235191447584,815,0.05140982779284678,0.029342954335174268,17.704537805123348
2019,G0400250,AZ,Yavapai County,116842,98386,18456,0.1579568990602694,2223,0.02259467810460838,0.029342954335174268,-13.668080188561596
2019,G0400270,AZ,Yuma County,92625,73098,19527,0.2108178137651822,5453,0.07459848422665463,0.029342954335174268,81.61142110778364
2019,G0500010,AR,Arkansas County,9468,7491,1977,0.208808618504436,116,0.015485248965425177,0.029342954335174268,-7.98979476401205
2019,G0500030,AR,Ashley County,10183,7757,2426,0.2382402042620053,151,0.01946628851360062,0.029342954335174268,-5.9055915570778925
2019,G0500050,AR,Baxter County,22887,18435,4452,0.19452090706514616,374,0.02028749660970979,0.029342954335174268,-8.117457392334847
2019,G0500070,AR,Benton County,105634,97249,8385,0.07937785182800992,3573,0.036740737693960863,0.029342954335174268,14.246843287629845
2019,G0500090,AR,Boone County,17020,15034,1986,0.11668625146886016,299,0.019888253292536916,0.029342954335174268,-7.308744068246625
2019,G0500110,AR,Bradley County,5824,4419,1405,0.24124313186813187,120,0.027155465037338764,0.029342954335174268,-0.9891719568742018
2019,G0500130,AR,Calhoun County,2929,1850,1079,0.3683851143735063,22,0.011891891891891892,0.029342954335174268,-5.596245186359035
2019,G0500150,AR,Carroll County,13723,11139,2584,0.1882970196021278,663,0.05952060328575276,0.029342954335174268,20.947158039742217
2019,G0500170,AR,Chicot County,5415,4068,1347,0.24875346260387812,90,0.022123893805309734,0.029342954335174268,-3.1477127212475415
2019,G0500190,AR,Clark County,10533,8446,2087,0.1981391816196715,266,0.03149419843713,0.029342954335174268,1.308220379217137
2019,G0500210,AR,Clay County,8038,6444,1594,0.19830803682508086,128,0.019863438857852266,0.029342954335174268,-5.035879346455956
2019,G0500230,AR,Cleburne County,16095,10783,5312,0.330040385212799,134,0.012426968376147639,0.029342954335174268,-12.716218508458587
2019,G0500250,AR,Cleveland County,4131,3217,914,0.22125393367223434,53,0.016474976686353747,0.029342954335174268,-4.9006430506007925
2019,G0500270,AR,Columbia County,11666,8562,3104,0.26607234699125665,430,0.05022191076851203,0.029342954335174268,13.362414814761255
2019,G0500290,AR,Conway County,9828,8309,1519,0.15455840455840456,227,0.02731977373931881,0.029342954335174268,-1.1884540650280981
2019,G0500310,AR,Craighead County,45413,41375,4038,0.08891727038513202,1132,0.027359516616314198,0.029342954335174268,-2.504516168054177
2019,G0500330,AR,Crawford County,26836,23958,2878,0.10724400059621404,746,0.031137824526254278,0.029342954335174268,1.7422365160655602
2019,G0500350,AR,Crittenden County,21798,19074,2724,0.12496559317368566,660,0.03460207612456748,0.029342954335174268,4.6008357351652815
2019,G0500370,AR,Cross County,7956,6653,1303,0.1637757667169432,176,0.02645423117390651,0.029342954335174268,-1.5267519601333548
2019,G0500390,AR,Dallas County,4346,2969,1377,0.3168430740911183,4,0.0013472549680026945,0.029342954335174268,-10.935820110213111
2019,G0500410,AR,Desha County,6324,5204,1120,0.17710309930423782,113,0.021714066102997694,0.029342954335174268,-3.594780344337303
2019,G0500430,AR,Drew County,8655,7157,1498,0.1730791450028885,138,0.01928182199245494,0.029342954335174268,-5.5462005973148125
2019,G0500450,AR,Faulkner County,49842,44575,5267,0.10567392961759159,919,0.020616937745372967,0.029342954335174268,-11.543272291033611
2019,G0500470,AR,Franklin County,8024,6723,1301,0.16213858424725822,213,0.03168228469433289,0.029342954335174268,1.2416585759678376
2019,G0500490,AR,Fulton County,6842,4973,1869,0.2731657410114002,240,0.04826060727930827,0.029342954335174268,9.27201155559573
2019,G0500510,AR,Garland County,50869,40209,10660,0.20955788397648864,846,0.021040065656942476,0.029342954335174268,-11.096116062608461
2019,G0500530,AR,Grant County,8008,6863,1145,0.14298201798201798,150,0.02185633105056098,0.029342954335174268,-3.969750283165425
2019,G0500550,AR,Greene County,19007,17254,1753,0.09222917872362814,433,0.025095629998840848,0.029342954335174268,-3.4696637513535444
2019,G0500570,AR,Hempstead County,10533,8094,2439,0.2315579606949587,231,0.02853965900667161,0.029342954335174268,-0.48850212689565203
2019,G0500590,AR,Hot Spring County,14512,12599,1913,0.13182194046306506,336,0.02666878323676482,0.029342954335174268,-1.9088332928127356
2019,G0500610,AR,Howard County,6262,5142,1120,0.17885659533695306,91,0.017697394010112798,0.029342954335174268,-5.460496040573185
2019,G0500630,AR,Independence County,16525,14322,2203,0.13331316187594552,432,0.03016338500209468,0.029342954335174268,0.6249248506304204
2019,G0500650,AR,Izard County,7279,4851,2428,0.3335623025140816,35,0.007215007215007215,0.029342954335174268,-11.186446761670945
2019,G0500670,AR,Jackson County,7592,6137,1455,0.1916491043203372,92,0.014991037966433111,0.029342954335174268,-7.409743427215084
2019,G0500690,AR,Jefferson County,33389,26801,6588,0.1973104914792297,571,0.021305175180030597,0.029342954335174268,-8.70267872293956
2019,G0500710,AR,Johnson County,11486,9682,1804,0.15706076963259621,396,0.040900640363561246,0.029342954335174268,7.339567583578202
2019,G0500730,AR,Lafayette County,4401,2784,1617,0.3674164962508521,74,0.02658045977011494,0.029342954335174268,-1.0859061481818912
2019,G0500750,AR,Lawrence County,8005,6463,1542,0.19262960649594005,113,0.017484140492031564,0.029342954335174268,-6.286907857547261
2019,G0500770,AR,Lee County,4364,3206,1158,0.26535288725939504,65,0.020274485339987523,0.029342954335174268,-3.5496989241635686
2019,G0500790,AR,Lincoln County,4932,3773,1159,0.23499594484995945,116,0.03074476543864299,0.029342954335174268,0.5833325423337683
2019,G0500810,AR,Little River County,6512,5363,1149,0.17644348894348894,91,0.016968114861085213,0.029342954335174268,-5.917141370260225
2019,G0500830,AR,Logan County,10163,8417,1746,0.17179966545311423,255,0.030295829868124034,0.029342954335174268,0.5691966219080712
2019,G0500850,AR,Lonoke County,29387,26895,2492,0.08479940109572259,510,0.018962632459564976,0.029342954335174268,-10.543956909379373
2019,G0500870,AR,Madison County,7581,6279,1302,0.17174515235457063,180,0.02866698518872432,0.029342954335174268,-0.3487428380580606
2019,G0500890,AR,Marion County,9490,6782,2708,0.28535300316122236,83,0.012238277794161015,0.029342954335174268,-9.87331851236015
2019,G0500910,AR,Miller County,19568,16426,3142,0.16056827473426002,720,0.04383294776573725,0.029342954335174268,12.010375450886356
2019,G0500930,AR,Mississippi County,20559,16389,4170,0.20283087698818036,749,0.04570138507535542,0.029342954335174268,13.898176039980774
2019,G0500950,AR,Monroe County,4422,3333,1089,0.2462686567164179,154,0.0462046204620462,0.029342954335174268,6.643929727723402
2019,G0500970,AR,Montgomery County,5845,3754,2091,0.35774165953806675,57,0.015183803942461374,0.029342954335174268,-6.4142314651691335
2019,G0500990,AR,Nevada County,4606,3397,1209,0.26248371689101174,38,0.011186340889019724,0.029342954335174268,-7.301498323862888
2019,G0501010,AR,Newton County,4690,2936,1754,0.3739872068230277,39,0.013283378746594006,0.029342954335174268,-6.516819026286976
2019,G0501030,AR,Ouachita County,13095,9658,3437,0.2624665903016418,340,0.03520397597846345,0.029342954335174268,3.974122519513159
2019,G0501050,AR,Perry County,4974,3668,1306,0.2625653397667873,193,0.05261723009814613,0.029342954335174268,9.726223424009216
2019,G0501070,AR,Phillips County,10211,7485,2726,0.26696699637645677,86,0.011489645958583834,0.029342954335174268,-10.689761607384874
2019,G0501090,AR,Pike County,5631,4280,1351,0.23992186112591013,108,0.025233644859813085,0.029342954335174268,-1.8271608816868379
2019,G0501110,AR,Poinsett County,10998,9526,1472,0.13384251682124024,291,0.030547973965987824,0.029342954335174268,0.7488005507435922
2019,G0501130,AR,Polk County,10135,8243,1892,0.18667982239763198,377,0.045735775809777994,0.029342954335174268,9.778691862324905
2019,G0501150,AR,Pope County,26280,22579,3701,0.14082952815829528,418,0.018512777359493335,0.029342954335174268,-10.403115240306267
2019,G0501170,AR,Prairie County,4558,3776,782,0.17156647652479157,103,0.027277542372881356,0.029342954335174268,-0.8262453415500859
2019,G0501190,AR,Pulaski County,184319,158051,26268,0.14251379402014985,3273,0.020708505482407578,0.029342954335174268,-21.965184194405293
2019,G0501210,AR,Randolph County,8609,7355,1254,0.14566151701707516,215,0.029231815091774305,0.029342954335174268,-0.06110249797528613
2019,G0501230,AR,St. Francis County,10990,9388,1602,0.14576888080072795,259,0.027588410737111206,0.029342954335174268,-1.0898787526131786
2019,G0501250,AR,Saline County,48619,44075,4544,0.09346140397786873,677,0.015360181508791832,0.029342954335174268,-18.268861710774253
2019,G0501270,AR,Scott County,5281,3944,1337,0.2531717477750426,148,0.037525354969574036,0.029342954335174268,3.5233354966380426
2019,G0501290,AR,Searcy County,4936,3327,1609,0.32597244732576985,32,0.009618274721971746,0.029342954335174268,-8.211314924135532
2019,G0501310,AR,Sebastian County,56841,51228,5613,0.09874914234443448,1693,0.03304833294292184,0.029342954335174268,5.2345411743895776
2019,G0501330,AR,Sevier County,6979,5885,1094,0.15675598223241152,467,0.07935429056924384,0.029342954335174268,24.7559862666135
2019,G0501350,AR,Sharp County,9882,7447,2435,0.24640760979558793,224,0.030079226534174837,0.029342954335174268,0.4336865988873966
2019,G0501370,AR,Stone County,6919,4787,2132,0.30813701401936694,93,0.019427616461249218,0.029342954335174268,-4.887022725126391
2019,G0501390,AR,Union County,20031,15726,4305,0.21491687883780142,640,0.0406969350120819,0.029342954335174268,9.521703237874418
2019,G0501410,AR,Van Buren County,10488,6813,3675,0.3504004576659039,222,0.03258476442095993,0.029342954335174268,1.9672025736276513
2019,G0501430,AR,Washington County,93611,87325,6286,0.06715022807148732,3372,0.03861437160034355,0.029342954335174268,16.808336924934945
2019,G0501450,AR,White County,33779,29055,4724,0.13985020278871488,612,0.02106350025813113,0.029342954335174268,-9.01654742551956
2019,G0501470,AR,Woodruff County,3878,2932,946,0.2439401753481176,59,0.020122783083219645,0.029342954335174268,-3.402186096175533
2019,G0501490,AR,Yell County,9840,7503,2337,0.2375,444,0.05917632946821272,0.029342954335174268,17.5353772583143
2019,G0600010,CA,Alameda County,608096,577177,30919,0.050845590169973164,45425,0.07870202728105936,0.029342954335174268,228.07004227850703
2019,G0600030,CA,Alpine County,1767,350,1417,0.8019241652518393,10,0.02857142857142857,0.029342954335174268,-0.19216924477807124
2019,G0600050,CA,Amador County,18379,14594,3785,0.2059415637412264,377,0.025832533918048513,0.029342954335174268,-2.8199099905724787
2019,G0600070,CA,Butte County,96505,85320,11185,0.11590073053209678,2747,0.032196436943272386,0.029342954335174268,5.252490951198658
2019,G0600090,CA,Calaveras County,27995,16942,11053,0.3948205036613681,371,0.02189824105772636,0.029342954335174268,-7.380799155459236
2019,G0600110,CA,Colusa County,8044,7227,817,0.10156638488314272,520,0.07195240071952401,0.029342954335174268,22.644206045120477
2019,G0600130,CA,Contra Costa County,413719,394769,18950,0.04580403607279337,20043,0.05077146381808095,0.029342954335174268,81.66949538497745
2019,G0600150,CA,Del Norte County,11379,9945,1434,0.12602161877142104,485,0.048768225238813474,0.029342954335174268,12.278188833042108
2019,G0600170,CA,El Dorado County,90333,70974,19359,0.2143070638637043,1755,0.02472736495054527,0.029342954335174268,-8.219881527309921
2019,G0600190,CA,Fresno County,331142,307906,23236,0.07016929293173321,28853,0.09370717037017791,0.029342954335174268,219.46576998327177
2019,G0600210,CA,Glenn County,11008,10085,923,0.08384811046511628,445,0.044124938026772434,0.029342954335174268,9.189716309330525
2019,G0600230,CA,Humboldt County,63089,54679,8410,0.13330374550238552,2394,0.04378280509884965,0.029342954335174268,21.4909048871316
2019,G0600250,CA,Imperial County,57690,44829,12861,0.22293291731669268,4775,0.10651587142251667,0.029342954335174268,109.83237164875872
2019,G0600270,CA,Inyo County,9572,7950,1622,0.16945256999582115,198,0.02490566037735849,0.029342954335174268,-2.5723776102487856
2019,G0600290,CA,Kern County,298117,270282,27835,0.0933693818198895,24903,0.09213710124980576,0.029342954335174268,203.15509158163675
2019,G0600310,CA,Kings County,46181,43452,2729,0.05909356661830623,3557,0.08186044370799964,0.029342954335174268,66.87299869918472
2019,G0600330,CA,Lake County,34845,25660,9185,0.2635959248098723,885,0.03448947778643804,0.029342954335174268,5.692451852481308
2019,G0600350,CA,Lassen County,12783,9280,3503,0.2740358288351717,168,0.01810344827586207,0.029342954335174268,-7.529719460605531
2019,G0600370,CA,Los Angeles County,3542800,3316795,226005,0.06379276278649655,375912,0.11333591614796815,0.029342954335174268,936.7665819164898
2019,G0600390,CA,Madera County,50677,44881,5796,0.11437141109379008,4382,0.0976359706780152,0.029342954335174268,91.09549898942191
2019,G0600410,CA,Marin County,113084,105432,7652,0.06766651338827774,4904,0.04651339251840048,0.029342954335174268,34.213470892328516
2019,G0600430,CA,Mariposa County,10411,7643,2768,0.26587263471328404,204,0.026691089886170354,0.029342954335174268,-1.6032923482779893
2019,G0600450,CA,Mendocino County,40960,34408,6552,0.1599609375,1754,0.05097651708904906,0.029342954335174268,25.943179300491764
2019,G0600470,CA,Merced County,85251,80008,5243,0.06150074485929784,6998,0.08746625337466253,0.029342954335174268,100.55766333543345
2019,G0600490,CA,Modoc County,5258,3616,1642,0.3122860403195131,108,0.029867256637168143,0.029342954335174268,0.2252720083462889
2019,G0600510,CA,Mono County,14116,4765,9351,0.6624397846415415,71,0.014900314795383,0.029342954335174268,-10.167579400146055
2019,G0600530,CA,Monterey County,141820,127155,14665,0.10340572556762093,17548,0.1380047972946404,0.029342954335174268,242.47165826321344
2019,G0600550,CA,Napa County,55602,48705,6897,0.12404230063666774,3012,0.06184170003079766,0.029342954335174268,45.40743622898913
2019,G0600570,CA,Nevada County,53989,40855,13134,0.24327177758432272,862,0.02109900868926692,0.029342954335174268,-11.350184911875603
2019,G0600590,CA,Orange County,1100449,1037492,62957,0.05721028416582686,91682,0.08836887416963216,0.029342954335174268,366.8959342784968
