year,hood.name,county,region,total,crowded,pct.crowded
1960,Downey,los-angeles,southeast,1657.9371072540273,127.34898964215726,0.07681171323385128
1960,Downtown,los-angeles,central-la,974.2557168461078,99.1232488021025,0.10174253749620016
1960,Duarte,los-angeles,san-gabriel-valley,1869.5284318237805,287.5006084775686,0.15378242105529427
1960,Eagle Rock,los-angeles,northeast-la,1325.52545585809,47.41532571800233,0.035770965776970025
1960,East Compton,los-angeles,southeast,1915.4119243575788,186.46525806989942,0.09734995156848003
1960,East Hollywood,los-angeles,central-la,1979.2149263795047,79.69795093479748,0.04026745649123899
1960,East Los Angeles,los-angeles,eastside,1823.3764031451665,408.89208432949505,0.22424995937437361
1960,East Pasadena,los-angeles,san-gabriel-valley,2717.7707437032773,138.42534617121976,0.050933415370642776
1960,East San Gabriel,los-angeles,san-gabriel-valley,2463.0983944136265,90.78003436057014,0.0368560324534585
1960,East Whittier,los-angeles,san-gabriel-valley,411.57853201068133,24.16045968044289,0.05870194337496659
1960,Echo Park,los-angeles,central-la,1629.6509122454554,154.19210489961637,0.09461664687878393
1960,El Monte,los-angeles,san-gabriel-valley,1394.3726297700296,164.4673793679116,0.11795080874115896
1960,El Segundo,los-angeles,south-bay,2227.66852313326,190.5429294686645,0.08553468682165608
1960,El Sereno,los-angeles,eastside,1537.8530911171922,171.06106695884768,0.11123368541957299
1960,Elizabeth Lake,los-angeles,northwest-county,1079,150,0.13901760889712697
1960,Elysian Park,los-angeles,central-la,802.4651740006857,136.83811447804618,0.17052218452776027
1960,Elysian Valley,los-angeles,central-la,1051.160975994315,132.98220833709942,0.12650984137925095
1960,Emerald Bay,orange,beach-cities,5149.387326628907,159.04685355841428,0.030886558627264058
1960,Encino,los-angeles,san-fernando-valley,1712.6878445895127,51.826265285751376,0.030260193326807197
1960,Exposition Park,los-angeles,south-la,1557.8082369828396,164.57303392306812,0.10564396182794161
1960,Fairfax,los-angeles,central-la,1644.649692579622,21.590186064721102,0.01312752871455382
1960,Florence,los-angeles,south-la,1279.3971826768936,213.0612230254634,0.16653250914596637
1960,Florence-Firestone,los-angeles,south-la,1460.8974922152433,358.4272509283762,0.24534729701320265
1960,Fountain Valley,orange,north-county,2076,402,0.1936416184971098
1960,Fullerton,orange,north-county,1438.8303987692639,122.35625118401252,0.08503868926363574
1960,Garden Grove,orange,north-county,2408.212477389949,251.21653014752263,0.10431659685601923
1960,Gardena,los-angeles,south-bay,1764.3521813864763,183.9769277337851,0.10427449217605239
1960,Glassell Park,los-angeles,northeast-la,1717.8106073205226,121.3885420260175,0.0706646830033038
1960,Glendale,los-angeles,verdugos,2010.021296921819,51.14322289367537,0.02544411990658854
1960,Glendora,los-angeles,san-gabriel-valley,839.0457819847991,69.96135028736067,0.08338204158760452
1960,Gramercy Park,los-angeles,south-la,1436.7647470967106,44.946836520158044,0.0312833653602531
1960,Granada Hills,los-angeles,san-fernando-valley,2007.0299429110237,204.87481219502942,0.1020786027227258
1960,Green Meadows,los-angeles,south-la,1089.4240435366617,253.76773911536696,0.23293752384199798
1960,Green Valley,los-angeles,northwest-county,1079,150,0.13901760889712697
1960,Griffith Park,los-angeles,central-la,2155.844027562351,36.375523640430224,0.01687298486132164
1960,Hacienda Heights,los-angeles,san-gabriel-valley,1373.2441108436585,196.37693099470275,0.14300220146151416
1960,Hancock Park,los-angeles,central-la,1146.5099174711897,8.788103881584123,0.007665091899918045
1960,Hansen Dam,los-angeles,san-fernando-valley,943.7497886658067,137.14246152279668,0.14531654806161814
1960,Harbor City,los-angeles,harbor,1168.9115107030873,230.31530590080428,0.19703399597996274
1960,Harbor Gateway,los-angeles,harbor,1194.9575002048568,149.7834461019986,0.12534625380092645
1960,Harvard Heights,los-angeles,central-la,1794.830862094419,138.37439161724436,0.0770960621079208
1960,Harvard Park,los-angeles,south-la,1828.7039422787257,157.7339888532019,0.08625452442381215
1960,Hasley Canyon,los-angeles,northwest-county,472,88,0.1864406779661017
1960,Hawaiian Gardens,los-angeles,harbor,1405.098943949303,386.76086066353156,0.2752552496954166
1960,Hawthorne,los-angeles,south-bay,2876.573714804395,339.30871014164575,0.1179558543538727
1960,Hermosa Beach,los-angeles,south-bay,3134.948986207854,177.85896529735123,0.05673424546295274
1960,Hidden Hills,los-angeles,santa-monica-mountains,343.3777011189882,23.029402552354394,0.06706726289245608
1960,Highland Park,los-angeles,northeast-la,1736.3886783566802,97.51099229567907,0.05615735319580842
1960,Historic South-Central,los-angeles,south-la,1451.0982740432187,230.33475332230088,0.1587313260875953
1960,Hollywood,los-angeles,central-la,2216.9855534160706,70.71161860617434,0.031895389889761545
1960,Hollywood Hills,los-angeles,central-la,1497.576951135696,27.50936071037162,0.018369246862079268
1960,Hollywood Hills West,los-angeles,central-la,1718.3263707154767,18.087498902563485,0.010526230180028148
1960,Huntington Beach,orange,beach-cities,1624.4655540958609,245.4343860706237,0.1510862359942293
1960,Huntington Park,los-angeles,southeast,2290.9222796745717,115.46933793383617,0.0504029922613694
1960,Hyde Park,los-angeles,south-la,1781.398005928547,74.9262495823321,0.0420603645748874
1960,Industry,los-angeles,san-gabriel-valley,873.1270243770022,156.91945548068333,0.1797212216546032
1960,Inglewood,los-angeles,south-bay,2555.279244876946,117.07976595059458,0.04581877545686118
1960,Irvine,orange,south-county,2578.2608995108167,133.82180551916022,0.05190390373004949
1960,Irwindale,los-angeles,san-gabriel-valley,235.78060483641647,74.86314346187618,0.317511881496003
1960,Jefferson Park,los-angeles,south-la,1227.17668319931,92.83928870073369,0.07565274827313137
1960,Koreatown,los-angeles,central-la,1976.689819964527,46.07361911043315,0.023308471893308973
1960,La Canada Flintridge,los-angeles,verdugos,1988.5836284843172,40.31985558159056,0.020275665053283192
1960,La Crescenta-Montrose,los-angeles,verdugos,1593.4613178597551,70.18334646751318,0.044044587515798234
1960,La Habra,orange,north-county,1808.9859513091426,161.07182612190834,0.08903984356834971
1960,La Habra Heights,los-angeles,san-gabriel-valley,1122.0378805271828,45.34536247396808,0.04041339714187085
1960,La Mirada,los-angeles,southeast,1743.0672419776927,157.9975311592152,0.0906433942157908
1960,La Palma,orange,north-county,2417.772756675356,423.8524567256296,0.1753069867941034
1960,La Puente,los-angeles,san-gabriel-valley,1383.7907835242731,261.66393230921705,0.18909211957808011
1960,La Verne,los-angeles,pomona-valley,721.4889742069686,60.750291670783106,0.08420127519974559
1960,Ladera Heights,los-angeles,westside,1639.3507816519184,19.745297342422962,0.01204458347988604
1960,Ladera Ranch,orange,south-county,478,60,0.12552301255230125
1960,Laguna Beach,orange,beach-cities,4765.858140081339,149.7660310489976,0.03142477737418377
1960,Laguna Coast Wilderness Park,orange,beach-cities,5237.183804585816,161.75858462209766,0.03088655862726406
1960,Laguna Hills,orange,south-county,2421.7597404365883,90.81005092823854,0.03749754751140902
1960,Laguna Niguel,orange,beach-cities,1489.1189181806099,67.2552568314276,0.04516446336844567
1960,Laguna Woods,orange,south-county,4990.759903799871,155.586614673656,0.03117493481407416
1960,Lake Balboa,los-angeles,san-fernando-valley,1082.420213627078,96.12498590884582,0.08880560867090696
1960,Lake Forest,orange,south-county,985.061230257443,136.62454443157455,0.13869649950172958
1960,Lake Hughes,los-angeles,northwest-county,1079,150,0.13901760889712697
1960,Lake Los Angeles,los-angeles,antelope-valley,193,39,0.20207253886010362
1960,Lake View Terrace,los-angeles,san-fernando-valley,866.4926273364218,97.79101483991673,0.11285844997957344
1960,Lakewood,los-angeles,harbor,2172.730864922462,194.37833267161682,0.08946268302703639
1960,Lancaster,los-angeles,antelope-valley,893.4006175911902,106.92762061370222,0.11968608316166518
1960,Larchmont,los-angeles,central-la,2340.125002354862,43.42775705268742,0.018557879176961136
1960,Las Flores,orange,south-county,478,60,0.12552301255230125
1960,Lawndale,los-angeles,south-bay,1582.2181394236618,338.56264781072144,0.2139797537234949
1960,Leimert Park,los-angeles,south-la,1372.346866682214,35.54326429647721,0.02589962141452373
1960,Lennox,los-angeles,south-bay,1732.3840132885875,191.13881419521567,0.11033282039608328
1960,Leona Valley,los-angeles,antelope-valley,1091.1201951642765,150.80713640386747,0.1382131291055082
1960,Limestone Canyon Regional Park,orange,south-county,1079.8046472427582,150.97673243824377,0.1398185614627214
1960,Lincoln Heights,los-angeles,eastside,1066.2971488460232,245.90060195700394,0.23061170352291058
1960,Littlerock,los-angeles,antelope-valley,660.2792240052247,105.01319928418096,0.15904362195008273
1960,Lomita,los-angeles,south-bay,2912.6172650364806,329.2223320435691,0.11303315955570482
1960,Long Beach,los-angeles,harbor,1708.1465283021837,104.35032679422618,0.06108979824930209
1960,Lopez/Kagel Canyons,los-angeles,angeles-forest,406.8044358955903,45.17106452062451,0.11103877080686021
1960,Los Alamitos,orange,north-county,3598.8442443703243,287.96263469282115,0.08001530912133288
1960,Los Feliz,los-angeles,central-la,2111.378705773483,33.13139156710688,0.015691828034691446
1960,Lynwood,los-angeles,southeast,2058.4974980340075,166.6703581715012,0.08096699574844356
1960,Malibu,los-angeles,santa-monica-mountains,1097.047021301236,64.68330644703506,0.05896128897949379
1960,Manchester Square,los-angeles,south-la,1398.699300560561,49.592242295520784,0.03545597132682168
1960,Manhattan Beach,los-angeles,south-bay,3027.0590818008263,213.07857589919038,0.07039128412796883
1960,Mar Vista,los-angeles,westside,1414.6854472147347,80.80424227705649,0.057118168873614795
1960,Marina del Rey,los-angeles,westside,210.72773351231902,21.31996109266483,0.10117301950394905
1960,Mayflower Village,los-angeles,san-gabriel-valley,1267.9220342758463,143.5503586473155,0.1132170234184013
1960,Maywood,los-angeles,southeast,2334.7420061197836,197.25780715803313,0.08448805334421727
1960,Mid-City,los-angeles,central-la,1669.4558580268242,72.25419886717508,0.04328008944936963
1960,Mid-Wilshire,los-angeles,central-la,2068.104872713741,25.837437900816926,0.012493291922335335
1960,Midway City,orange,north-county,1705.995497480928,276.98221504924663,0.1623581161018528
1960,Mission Hills,los-angeles,san-fernando-valley,1306.4270056600496,147.39645610526676,0.11282410380884407
1960,Mission Viejo,orange,south-county,497.4459569751809,60.15809089514794,0.1209339226736331
1960,Monrovia,los-angeles,san-gabriel-valley,2932.783310212019,107.14378508704108,0.03653314062241283
1960,Montebello,los-angeles,southeast,1701.0272325534215,137.89980948325575,0.08106854895923893
1960,Montecito Heights,los-angeles,northeast-la,1249.037659774137,150.21909770714637,0.12026786905233142
1960,Monterey Park,los-angeles,san-gabriel-valley,1680.8072103081095,140.88927489106757,0.08382238844944097
1960,Mount Washington,los-angeles,northeast-la,1825.795902599817,196.18438033669753,0.10745142984346907
1960,Newport Beach,orange,beach-cities,3100.8673173662105,106.58924995674647,0.034374011864293626
1960,North El Monte,los-angeles,san-gabriel-valley,1858.1399051683356,138.88683078004073,0.0747450880279429
1960,North Hills,los-angeles,san-fernando-valley,1194.6223913874117,101.83091248383458,0.08524108807768964
1960,North Hollywood,los-angeles,san-fernando-valley,1774.0524038570595,121.8717985883748,0.06869684250781262
1960,North Tustin,orange,north-county,1515.9909777812761,68.6853199428037,0.04530720891448041
1960,North Whittier,los-angeles,san-gabriel-valley,785.2497210555327,63.31606366285768,0.08063175568881224
1960,Northeast Antelope Valley,los-angeles,antelope-valley,316.09091387646464,53.15275603558435,0.16815654516522305
1960,Northridge,los-angeles,san-fernando-valley,1426.32888436876,88.33185062648809,0.06192951120497042
1960,Northwest Antelope Valley,los-angeles,antelope-valley,1006.0533092518704,140.53679637274288,0.13969120232530224
1960,Northwest Palmdale,los-angeles,antelope-valley,1108.1066352044647,149.87174368317773,0.13525028992857155
1960,Norwalk,los-angeles,southeast,1338.4403294944264,277.59353177536815,0.20740075269565772
1960,Orange,orange,north-county,1835.3774352285454,154.89075002951495,0.08439176981067525
1960,Pacific Palisades,los-angeles,westside,1421.92460155139,29.404579027527603,0.02067942209836285
1960,Pacoima,los-angeles,san-fernando-valley,1150.244144343333,302.05838732211737,0.2626037166175365
1960,Palmdale,los-angeles,antelope-valley,667.2872734467448,93.43770636254364,0.1400262077229632
1960,Palms,los-angeles,westside,2115.3411911732114,85.90542714728774,0.04061067193592672
1960,Palos Verdes Estates,los-angeles,south-bay,2623.564622707787,48.52532590854609,0.018495952220328002
1960,Panorama City,los-angeles,san-fernando-valley,1002.1476158188906,87.77583977045907,0.08758773496530678
1960,Paramount,los-angeles,southeast,1482.1496222533988,271.1324007941597,0.18293186917387008
1960,Pasadena,los-angeles,verdugos,1412.9042646930302,52.26733043350091,0.03699283223896036
1960,Pico Rivera,los-angeles,southeast,1577.010873568451,248.7113960028039,0.15771064117016595
1960,Pico-Robertson,los-angeles,westside,1579.6104674966343,14.806663863447401,0.009373617210142316
1960,Pico-Union,los-angeles,central-la,1743.193227039262,166.49379263745166,0.09551080743942204
1960,Placentia,orange,north-county,1663.5827092003624,289.51350244685125,0.17403012236524884
1960,Playa del Rey,los-angeles,south-bay,1277.187252049242,51.62851389936797,0.04042360571367293
1960,Playa Vista,los-angeles,westside,299.87769845007455,30.532611803819645,0.10181688055373314
1960,Pomona,los-angeles,pomona-valley,1613.229523562876,141.53904936735782,0.08773646111730195
1960,Porter Ranch,los-angeles,san-fernando-valley,2273.174224614078,207.50848438981546,0.09128578097661857
1960,Quartz Hill,los-angeles,antelope-valley,579.7548622183723,99.37069133338515,0.17140122111810055
1960,Rancho Dominguez,los-angeles,harbor,679.8196392238972,173.03280382717978,0.2545275155991658
1960,Rancho Palos Verdes,los-angeles,south-bay,1114.2355675490176,39.942682286750554,0.03584761019127438
1960,Rancho Park,los-angeles,westside,1450.0489030491874,45.8162037799412,0.03159631629222857
1960,Rancho Santa Margarita,orange,south-county,478,60,0.12552301255230125
1960,Redondo Beach,los-angeles,south-bay,2646.8181926047864,335.51841129316796,0.12676292320742197
1960,Reseda,los-angeles,san-fernando-valley,954.8860736134108,95.59661793592483,0.10011311357194165
1960,Ridge Route,los-angeles,northwest-county,809.2042303421681,122.43808681835131,0.15130678044846474
1960,Rolling Hills,los-angeles,south-bay,576.8492604093457,12.95785785515862,0.022463161079487946
1960,Rolling Hills Estates,los-angeles,south-bay,1173.751332662868,43.15593051353684,0.036767524187282304
1960,Ronald W. Caspers Wilderness Park,orange,south-county,494.5005960946434,61.14837259430531,0.12365682281726108
1960,Rosemead,los-angeles,san-gabriel-valley,2004.2808726949054,202.80076091780617,0.10118380296925421
1960,Rossmoor,orange,north-county,4137.989708798799,246.00080522758483,0.05944935162707194
1960,Rowland Heights,los-angeles,san-gabriel-valley,514.6605053864257,71.49368682808782,0.13891426693876144
1960,San Clemente,orange,beach-cities,2822.867660538,240.2206949816838,0.08509810726865638
1960,San Dimas,los-angeles,san-gabriel-valley,906.6072080958004,114.5973483249333,0.1264024235651388
1960,San Fernando,los-angeles,san-fernando-valley,1697.8793920388905,203.2390449281493,0.11970169723545007
1960,San Gabriel,los-angeles,san-gabriel-valley,2527.392558093126,142.35117794344532,0.05632333508604094
1960,San Juan Capistrano,orange,beach-cities,1019.7350627960258,114.18786205588111,0.1119779697902981
1960,San Marino,los-angeles,san-gabriel-valley,2146.809050268867,8.784755357551386,0.004092005926866752
1960,San Pasqual,los-angeles,san-gabriel-valley,858.6368845564542,13.190982708824741,0.015362702145784016
1960,San Pedro,los-angeles,harbor,1069.3843724256426,107.88584166714836,0.10088593442078748
1960,Santa Ana,orange,north-county,1925.6828584925247,219.32719745750842,0.11389580402102324
1960,Santa Clarita,los-angeles,northwest-county,1324.0663543749988,199.17539244129512,0.15042704754423897
1960,Santa Fe Springs,los-angeles,southeast,1442.6563225744374,299.3750958663034,0.20751657285365444
1960,Santa Monica,los-angeles,westside,3031.8720025003545,169.44833020933717,0.05588901182820213
1960,Sawtelle,los-angeles,westside,1343.1154852428647,93.22963836081432,0.06941297258884359
1960,Seal Beach,orange,beach-cities,3155.809506672991,195.48527233467465,0.06194457299191192
1960,Sepulveda Basin,los-angeles,san-fernando-valley,1569.5426527464354,172.59204265474875,0.10996327009829375
1960,Shadow Hills,los-angeles,san-fernando-valley,1454.6327021708976,124.46407218928974,0.08556391727172037
1960,Sherman Oaks,los-angeles,san-fernando-valley,1533.3420525528672,35.67295638281464,0.023264839259721986
1960,Sierra Madre,los-angeles,san-gabriel-valley,3331.429747344132,119.86506547405749,0.035980066987639704
1960,Signal Hill,los-angeles,harbor,1756.3222443792888,170.96179429584728,0.09734078973432794
1960,Silver Lake,los-angeles,central-la,1862.2491653846432,74.88279798795323,0.040210944582427216
1960,Silverado Canyon,orange,south-county,840.0970537651948,144.59854073288034,0.1721212329989855
1960,South Diamond Bar,los-angeles,san-gabriel-valley,147.66317011792572,28.99455516399264,0.19635603882022318
1960,South El Monte,los-angeles,san-gabriel-valley,1533.059589683665,288.39603878555636,0.18811795753162122
1960,South Gate,los-angeles,southeast,2586.093867792485,147.42383608904265,0.05700637472022045
1960,South Park,los-angeles,south-la,1386.5170135933354,177.07496739277576,0.12771207684921473
1960,South Pasadena,los-angeles,san-gabriel-valley,2737.6594177447096,56.17717594360853,0.020520147823898206
1960,South San Gabriel,los-angeles,san-gabriel-valley,1955.5500933626183,256.3734163522643,0.13110040863817693
1960,South San Jose Hills,los-angeles,san-gabriel-valley,1734.3071833498125,451.4318480302062,0.2602952074258645
1960,South Whittier,los-angeles,southeast,1820.1063808947845,219.66347360460153,0.12068716197600084
1960,Southeast Antelope Valley,los-angeles,antelope-valley,265.667995160085,35.991265187721666,0.13547459928710726
1960,Stanton,orange,north-county,2398.937992860746,341.1893276579909,0.14222515491162022
1960,Stevenson Ranch,los-angeles,northwest-county,2035,263,0.12923832923832923
1960,Studio City,los-angeles,san-fernando-valley,1734.019654655027,32.23644223225158,0.018590586413315385
1960,Sun Valley,los-angeles,san-fernando-valley,1115.4244465566194,156.43559715062935,0.14024759600128472
1960,Sun Village,los-angeles,antelope-valley,795,133,0.16729559748427672
1960,Sunland,los-angeles,verdugos,1581.7804586358413,172.03003519001584,0.10875721358852665
1960,Sylmar,los-angeles,san-fernando-valley,1252.6500624472424,159.53353530015696,0.127356825407795
1960,Tarzana,los-angeles,san-fernando-valley,1181.1881927229308,46.20679941894133,0.03911891407619241
1960,Temple City,los-angeles,san-gabriel-valley,2029.9367010611265,101.33767452698267,0.04992159335510784
1960,Toluca Lake,los-angeles,san-fernando-valley,1266.6850777805162,20.70765610108991,0.016347911935122687
1960,Topanga,los-angeles,santa-monica-mountains,987.6172851571807,103.57232516935059,0.10487091176504358
1960,Torrance,los-angeles,south-bay,1968.4416846122454,179.39567742743182,0.09113588623417625
1960,Tujunga,los-angeles,verdugos,1409.956681393554,133.67620544258315,0.09480873221612884
1960,Tujunga Canyons,los-angeles,angeles-forest,497.17843295763436,69.3913534285015,0.1395703208920458
1960,Tustin,orange,north-county,1084.796283704351,91.28424433254658,0.08414874359712046
1960,Unincorporated Santa Monica Mountains,los-angeles,santa-monica-mountains,805.8923339721188,54.63042220168738,0.06778873541633344
1960,Unincorporated Santa Susana Mountains,los-angeles,northwest-county,1687.6751641437197,224.08369595393336,0.13277655600722627
1960,Universal City,los-angeles,san-fernando-valley,3.0012965963183085,0.04262074436474805,0.014200777229758276
1960,University Park,los-angeles,south-la,1366.5615848829443,224.6565385559448,0.16439547331135335
1960,Val Verde,los-angeles,northwest-county,472,88,0.1864406779661017
1960,Valinda,los-angeles,san-gabriel-valley,1158.2546337600359,141.80485977243163,0.12242977980765013
1960,Valley Glen,los-angeles,san-fernando-valley,1440.1678958831938,77.44627078349443,0.0537758625260841
1960,Valley Village,los-angeles,san-fernando-valley,1396.3691149733882,31.523602384700148,0.0225754079252182
1960,Van Nuys,los-angeles,san-fernando-valley,1419.1561837275083,104.27703627805738,0.07347819603911868
1960,Venice,los-angeles,westside,1244.4331343977772,164.99406944515667,0.1325857250859869
1960,Vermont Knolls,los-angeles,south-la,1772.7027606435975,164.0444771043608,0.09253918973127949
1960,Vermont Square,los-angeles,south-la,1629.5049175973618,137.61086008990995,0.08444949051937292
1960,Vermont Vista,los-angeles,south-la,1413.1441185408853,162.3774678740021,0.11490510114542445
1960,Vermont-Slauson,los-angeles,south-la,1647.3013192374638,192.19535341020907,0.11667285830814264
1960,Vernon,los-angeles,southeast,280.8050783322442,55.341521980265824,0.19708162797108178
1960,Veterans Administration,los-angeles,westside,47.003309314070655,0.37110769475952626,0.007895352479967479
1960,View Park-Windsor Hills,los-angeles,south-la,2141.5632420048605,21.757633530446775,0.01015969694645954
1960,Villa Park,orange,north-county,2655.3049709853135,150.674166964205,0.05674458060773855
1960,Vincent,los-angeles,san-gabriel-valley,1158.146663934121,164.44334033437363,0.14198835558164477
1960,Walnut,los-angeles,san-gabriel-valley,264.6575000271967,52.50165204327893,0.19837583305927003
1960,Walnut Park,los-angeles,southeast,2121.250905245071,53.83072793961287,0.02537687918317882
1960,Watts,los-angeles,south-la,859.5947627941797,270.44436590531814,0.31461844302798875
1960,West Adams,los-angeles,south-la,1199.227174605834,95.46044889314854,0.07960163921779441
1960,West Carson,los-angeles,harbor,2252.3709572047624,446.52789005725265,0.19824793452824607
1960,West Compton,los-angeles,southeast,751.8147037734493,214.5273296416056,0.28534601486891237
1960,West Covina,los-angeles,san-gabriel-valley,1143.4755395069078,132.23493568789857,0.11564299464151304
1960,West Hills,los-angeles,san-fernando-valley,1439.1211006712686,94.55004825859113,0.06569985542876752
1960,West Hollywood,los-angeles,central-la,3026.6574300092184,52.79391119361772,0.01744297543229295
