year,GISJOIN,total.tract.area,hood.name,county,region,piece.area,pct.tract
1960,G06003709102,167137383.08937022,Acton,los-angeles,antelope-valley,6751742.93096471,0.040396366187895126
1960,G06003709107,85912279.58366583,Acton,los-angeles,antelope-valley,6632818.582149982,0.07720454647802238
1960,G06003709108,616170813.5376487,Acton,los-angeles,antelope-valley,88361098.12846136,0.14340357606545803
1970,G06003709102,167137383.08937022,Acton,los-angeles,antelope-valley,6751742.93096471,0.040396366187895126
1970,G06003709107,85912279.58366583,Acton,los-angeles,antelope-valley,6632818.582149982,0.07720454647802238
1970,G06003709108,616170813.5376487,Acton,los-angeles,antelope-valley,88361098.12846136,0.14340357606545803
1980,G06003709102,167137383.08937022,Acton,los-angeles,antelope-valley,6751742.93096471,0.040396366187895126
1980,G06003709107,85912279.58366583,Acton,los-angeles,antelope-valley,6632818.582149982,0.07720454647802238
1980,G0600370910802,537470458.9406375,Acton,los-angeles,antelope-valley,88361098.12846136,0.16440177624389338
1990,G06003709102,167420135.18504092,Acton,los-angeles,antelope-valley,7034495.026635649,0.04201701915280848
1990,G0600370910702,63226587.51844441,Acton,los-angeles,antelope-valley,6632818.582149982,0.10490552855181472
1990,G0600370910802,537187706.8449668,Acton,los-angeles,antelope-valley,88078346.03279042,0.16396195391382992
2000,G0600370910205,29238331.303388312,Acton,los-angeles,antelope-valley,821995.0279587749,0.028113609474816958
2000,G0600370910708,36620164.03141217,Acton,los-angeles,antelope-valley,6632818.582149982,0.18112476439101857
2000,G0600370910803,102396132.03512447,Acton,los-angeles,antelope-valley,4554775.674043881,0.044481911411277504
2000,G0600370910804,65187677.415470764,Acton,los-angeles,antelope-valley,44090796.82244116,0.6763670462046136
2000,G0600370910805,110150594.67130135,Acton,los-angeles,antelope-valley,45611060.30390565,0.4140791108755508
2000,G0600370910806,295607158.1072247,Acton,los-angeles,antelope-valley,34213.231078138284,1.1573884508482782e-4
2010,G0600370910205,29238355.093514718,Acton,los-angeles,antelope-valley,821990.4033460394,0.028113428430464712
2010,G0600370910805,110151235.5127998,Acton,los-angeles,antelope-valley,45611054.90424964,0.414076652812029
2010,G0600370910812,33193743.74258467,Acton,los-angeles,antelope-valley,6653412.304195667,0.20044175660909017
2010,G0600370910811,323874927.71133655,Acton,los-angeles,antelope-valley,13618.725701666866,4.2049336136957695e-5
2010,G0600370910804,65187669.76980066,Acton,los-angeles,antelope-valley,44090806.99675235,0.6763672816109496
2010,G0600370910813,82530154.31925055,Acton,los-angeles,antelope-valley,4554776.307331477,0.05518923773863651
2019,G0600370910205,29238360.255968887,Acton,los-angeles,antelope-valley,821991.2584344428,0.028113452712062975
2019,G0600370910804,65187660.13709991,Acton,los-angeles,antelope-valley,44090801.57603463,0.6763672984013345
2019,G0600370910805,110151152.04012702,Acton,los-angeles,antelope-valley,45610968.56506026,0.4140761827751435
2019,G0600370910811,323867905.77114964,Acton,los-angeles,antelope-valley,13618.711202340455,4.205020306014409e-5
2019,G0600370910812,33193742.06900928,Acton,los-angeles,antelope-valley,6653412.316976049,0.20044176710006684
2019,G0600370910813,82530237.07556222,Acton,los-angeles,antelope-valley,4554867.2138699265,0.05519028389194649
1960,G06003702214,809640.4381668267,Adams-Normandie,los-angeles,south-la,1.192276800204839e-8,1.4726003593698586e-14
1960,G06003702215,645701.1178246639,Adams-Normandie,los-angeles,south-la,412633.0006773599,0.6390464400425706
1960,G06003702216,647369.232066158,Adams-Normandie,los-angeles,south-la,383169.17300533433,0.591886598908019
1960,G06003702217,573302.5732789894,Adams-Normandie,los-angeles,south-la,5.848693263033056e-8,1.0201756516775433e-13
1960,G06003702218,508598.6926814204,Adams-Normandie,los-angeles,south-la,182325.77216103673,0.3584865136003077
1960,G06003702219,409738.4707376438,Adams-Normandie,los-angeles,south-la,141194.11767497967,0.3445957061849496
1960,G06003702221,478936.41884778335,Adams-Normandie,los-angeles,south-la,476985.2623611315,0.9959260636488119
1960,G06003702222,481873.26083861024,Adams-Normandie,los-angeles,south-la,481595.8508967032,0.9994243093268461
1970,G0600370221401,228859.11033152018,Adams-Normandie,los-angeles,south-la,5.014605466979738e-10,2.1911321160497796e-15
1970,G0600370221402,580781.3278353134,Adams-Normandie,los-angeles,south-la,1.142130118952922e-8,1.9665406999392807e-14
1970,G0600370221501,228743.87206079584,Adams-Normandie,los-angeles,south-la,29.275904918857396,1.279855265852823e-4
1970,G0600370221502,416957.2457638892,Adams-Normandie,los-angeles,south-la,412603.7247724469,0.9895588311855178
1970,G0600370221601,250722.8995497802,Adams-Normandie,los-angeles,south-la,0.0036440978612981567,1.4534363904700429e-8
1970,G0600370221602,396646.332516409,Adams-Normandie,los-angeles,south-la,383169.16936123907,0.966022216644062
1970,G0600370221702,344326.6476444637,Adams-Normandie,los-angeles,south-la,5.848693263033056e-8,1.6985886230542792e-13
1970,G06003702218,508598.6926814204,Adams-Normandie,los-angeles,south-la,182325.77216103673,0.3584865136003077
1970,G06003702219,409738.4707376438,Adams-Normandie,los-angeles,south-la,141194.11767497967,0.3445957061849496
1970,G06003702221,478936.41884778335,Adams-Normandie,los-angeles,south-la,476985.2623611315,0.9959260636488119
1970,G06003702222,481873.26083861024,Adams-Normandie,los-angeles,south-la,481595.8508967032,0.9994243093268461
1980,G0600370221401,228859.11033152018,Adams-Normandie,los-angeles,south-la,5.014605466979738e-10,2.1911321160497796e-15
1980,G0600370221402,580781.3278353134,Adams-Normandie,los-angeles,south-la,1.142130118952922e-8,1.9665406999392807e-14
1980,G0600370221501,228743.87206079584,Adams-Normandie,los-angeles,south-la,29.275904918857396,1.279855265852823e-4
1980,G0600370221502,416957.2457638892,Adams-Normandie,los-angeles,south-la,412603.7247724469,0.9895588311855178
1980,G0600370221601,250722.8995497802,Adams-Normandie,los-angeles,south-la,0.0036440978612981567,1.4534363904700429e-8
1980,G0600370221602,396646.332516409,Adams-Normandie,los-angeles,south-la,383169.16936123907,0.966022216644062
1980,G0600370221702,344326.6476444637,Adams-Normandie,los-angeles,south-la,5.848693263033056e-8,1.6985886230542792e-13
1980,G06003702218,508598.6926814204,Adams-Normandie,los-angeles,south-la,182325.77216103673,0.3584865136003077
1980,G06003702219,409738.4707376438,Adams-Normandie,los-angeles,south-la,141194.11767497967,0.3445957061849496
1980,G06003702221,478936.41884778335,Adams-Normandie,los-angeles,south-la,476985.2623611315,0.9959260636488119
1980,G06003702222,481873.26083861024,Adams-Normandie,los-angeles,south-la,481595.8508967032,0.9994243093268461
1990,G06003702214,809640.4381668267,Adams-Normandie,los-angeles,south-la,1.192276800204839e-8,1.4726003593698586e-14
1990,G06003702215,645701.1178246639,Adams-Normandie,los-angeles,south-la,412633.0006773599,0.6390464400425706
1990,G06003702216,647369.232066158,Adams-Normandie,los-angeles,south-la,383169.17300533433,0.591886598908019
1990,G06003702217,573302.5732789894,Adams-Normandie,los-angeles,south-la,5.848693263033056e-8,1.0201756516775433e-13
1990,G06003702218,508598.6926814204,Adams-Normandie,los-angeles,south-la,182325.77216103673,0.3584865136003077
1990,G06003702219,409738.4707376438,Adams-Normandie,los-angeles,south-la,141194.11767497967,0.3445957061849496
1990,G06003702221,478936.41884778335,Adams-Normandie,los-angeles,south-la,476985.2623611315,0.9959260636488119
1990,G06003702222,481873.26083861024,Adams-Normandie,los-angeles,south-la,481595.8508967032,0.9994243093268461
2000,G0600370221400,809640.4381668267,Adams-Normandie,los-angeles,south-la,1.192276800204839e-8,1.4726003593698586e-14
2000,G0600370221500,645701.1178246639,Adams-Normandie,los-angeles,south-la,412633.0006773599,0.6390464400425706
2000,G0600370221600,647369.232066158,Adams-Normandie,los-angeles,south-la,383169.17300533433,0.591886598908019
2000,G0600370221710,635476.7373661359,Adams-Normandie,los-angeles,south-la,5.848693263033056e-8,9.203630784777691e-14
2000,G0600370221810,304335.6967671996,Adams-Normandie,los-angeles,south-la,182325.77216103673,0.5990942702344448
2000,G0600370221900,409738.47073767084,Adams-Normandie,los-angeles,south-la,141194.11767497967,0.34459570618492685
2000,G0600370222100,478936.41884778335,Adams-Normandie,los-angeles,south-la,476985.2623611315,0.9959260636488119
2000,G0600370222200,481873.26083861024,Adams-Normandie,los-angeles,south-la,481595.8508967032,0.9994243093268461
2010,G0600370221500,380721.73227311124,Adams-Normandie,los-angeles,south-la,380561.2946572151,0.9995785961181196
2010,G0600370221900,409738.49301509047,Adams-Normandie,los-angeles,south-la,141194.1256625023,0.344595706943507
2010,G0600370221810,304335.68121014093,Adams-Normandie,los-angeles,south-la,182325.79516336322,0.5990943764410883
2010,G0600370222100,478937.0073061526,Adams-Normandie,los-angeles,south-la,476984.4932255676,0.9959232340562548
2010,G0600370222200,481869.2332186718,Adams-Normandie,los-angeles,south-la,481591.8342459482,0.9994243272788538
2010,G0600370221710,327957.76050945703,Adams-Normandie,los-angeles,south-la,5.65932509744016e-8,1.7256262174277674e-13
2010,G0600370221602,522817.1672973236,Adams-Normandie,los-angeles,south-la,13469.474366123217,0.025763259526753818
2010,G0600370221601,369896.84360048955,Adams-Normandie,los-angeles,south-la,369699.6798544704,0.9994669764032048
2010,G0600370221402,532314.3787072143,Adams-Normandie,los-angeles,south-la,32076.479601407656,0.06025852557150348
2019,G0600370221402,532314.4020619565,Adams-Normandie,los-angeles,south-la,32076.470004210947,0.06025850489853465
2019,G0600370221500,380721.7666105433,Adams-Normandie,los-angeles,south-la,380561.3326228571,0.9995786056859463
2019,G0600370221601,369896.81771650625,Adams-Normandie,los-angeles,south-la,369699.6593320817,0.9994669908607441
2019,G0600370221602,522793.1850347435,Adams-Normandie,los-angeles,south-la,13469.491794966556,0.025764474711106662
2019,G0600370221810,304335.65592078475,Adams-Normandie,los-angeles,south-la,182325.75679062307,0.5990943001370844
2019,G0600370221900,409738.51062450884,Adams-Normandie,los-angeles,south-la,141194.13774338958,0.3445957216181279
2019,G0600370222100,478937.03311232664,Adams-Normandie,los-angeles,south-la,476984.52729045507,0.9959232515197595
2019,G0600370222200,481869.21114003623,Adams-Normandie,los-angeles,south-la,481591.80119801604,0.9994243044884236
1960,G06003708003,126489372.78670795,Agoura Hills,los-angeles,santa-monica-mountains,20481421.93481387,0.16192207680047999
1970,G0600370800301,71637194.45956565,Agoura Hills,los-angeles,santa-monica-mountains,9459173.645205637,0.13204277075011223
1970,G0600370800302,54852178.32714282,Agoura Hills,los-angeles,santa-monica-mountains,11022248.2896082,0.20094458644596794
1980,G0600370800301,71637194.45956565,Agoura Hills,los-angeles,santa-monica-mountains,9459173.645205637,0.13204277075011223
1980,G0600370800321,10080642.165148636,Agoura Hills,los-angeles,santa-monica-mountains,7271099.968532073,0.7212933312592058
1980,G0600370800322,44771536.16199431,Agoura Hills,los-angeles,santa-monica-mountains,3751148.3210761314,0.08378422191062564
1990,G0600370800301,66541021.90077094,Agoura Hills,los-angeles,santa-monica-mountains,9103168.101233086,0.136805354669908
1990,G0600370800321,10439963.350532288,Agoura Hills,los-angeles,santa-monica-mountains,7627105.512504676,0.7305682267664094
1990,G0600370800322,44771536.16199431,Agoura Hills,los-angeles,santa-monica-mountains,3751148.3210761314,0.08378422191062564
2000,G0600370800302,15486988.444439257,Agoura Hills,los-angeles,santa-monica-mountains,5884967.26767789,0.37999429577872135
2000,G0600370800303,51047250.44642764,Agoura Hills,los-angeles,santa-monica-mountains,3218200.8335551536,0.06304356856462907
2000,G0600370800323,6853451.261965693,Agoura Hills,los-angeles,santa-monica-mountains,4807793.5822028015,0.7015142296093078
2000,G0600370800324,3586512.088566694,Agoura Hills,los-angeles,santa-monica-mountains,2819311.930302005,0.7860873909472054
2000,G0600370800326,42402721.38857709,Agoura Hills,los-angeles,santa-monica-mountains,3751148.3210761314,0.08846480127303001
2010,G0600370800332,4805947.47168944,Agoura Hills,los-angeles,santa-monica-mountains,4804283.029129066,0.9996536702554117
2010,G0600370800329,22585792.687330697,Agoura Hills,los-angeles,santa-monica-mountains,3218200.448340003,0.142487823778938
2010,G0600370800327,5665977.968684434,Agoura Hills,los-angeles,santa-monica-mountains,5660737.749760766,0.9990751430816303
2010,G0600370800331,1909781.4787530634,Agoura Hills,los-angeles,santa-monica-mountains,3445.247807357111,0.0018040010575485243
2010,G0600370800324,3586513.6199682844,Agoura Hills,los-angeles,santa-monica-mountains,2819313.310875473,0.7860874402312752
2010,G0600370800328,9800187.255474597,Agoura Hills,los-angeles,santa-monica-mountains,224227.99682066226,0.022879970655193718
2010,G0600370800326,42102119.519366965,Agoura Hills,los-angeles,santa-monica-mountains,3751148.4814097304,0.08909642849890735
2019,G0600370800324,3587410.976115237,Agoura Hills,los-angeles,santa-monica-mountains,2818001.0218043146,0.7855250041231387
2019,G0600370800326,42102003.969415486,Agoura Hills,los-angeles,santa-monica-mountains,3750937.39040915,0.08909165922681436
2019,G0600370800327,5672523.757732874,Agoura Hills,los-angeles,santa-monica-mountains,5667454.020534464,0.9991062642635038
2019,G0600370800328,9811388.573060656,Agoura Hills,los-angeles,santa-monica-mountains,228613.25622342277,0.023300805438603377
2019,G0600370800329,22578917.130974066,Agoura Hills,los-angeles,santa-monica-mountains,3208622.4632839803,0.14210701269115994
2019,G0600370800331,1907825.449561813,Agoura Hills,los-angeles,santa-monica-mountains,3445.2720072352095,0.0018058633236214118
2019,G0600370800332,4805947.295373415,Agoura Hills,los-angeles,santa-monica-mountains,4804282.854541068,0.9996536706022663
1960,G06003709102,167137383.08937022,Agua Dulce,los-angeles,northwest-county,36664.45696514286,2.1936718337595346e-4
1960,G06003709108,616170813.5376487,Agua Dulce,los-angeles,northwest-county,78422904.77067839,0.1272746177645538
1970,G06003709102,167137383.08937022,Agua Dulce,los-angeles,northwest-county,36664.45696514286,2.1936718337595346e-4
1970,G06003709108,616170813.5376487,Agua Dulce,los-angeles,northwest-county,78422904.77067839,0.1272746177645538
1980,G06003709102,167137383.08937022,Agua Dulce,los-angeles,northwest-county,36664.45696514286,2.1936718337595346e-4
1980,G0600370910801,87873963.7891589,Agua Dulce,los-angeles,northwest-county,6716828.099448489,0.0764370674750096
1980,G0600370910802,537470458.9406375,Agua Dulce,los-angeles,northwest-county,71706076.67123067,0.13341398671950166
1990,G06003709102,167420135.18504092,Agua Dulce,los-angeles,northwest-county,36664.45696514286,2.1899669908054674e-4
1990,G0600370910801,87873963.7891589,Agua Dulce,los-angeles,northwest-county,6716828.099448489,0.0764370674750096
1990,G0600370910802,537187706.8449668,Agua Dulce,los-angeles,northwest-county,71706076.67123067,0.1334842100024548
2000,G0600370910803,102396132.03512447,Agua Dulce,los-angeles,northwest-county,71717992.6367976,0.7003974780238429
2000,G0600370910804,65187677.415470764,Agua Dulce,los-angeles,northwest-county,4963.728682465851,7.614519920428745e-5
2000,G0600370910805,110150594.67130135,Agua Dulce,los-angeles,northwest-county,19784.762714690936,1.7961557787073536e-4
2000,G0600370910808,10768093.611124506,Agua Dulce,los-angeles,northwest-county,1580321.4128640397,0.14675962802100934
2000,G0600370910810,23838353.508820023,Agua Dulce,los-angeles,northwest-county,5136506.686584505,0.2154723766758486
2010,G0600370910805,110151235.5127998,Agua Dulce,los-angeles,northwest-county,19622.70282987362,1.7814328399061324e-4
2010,G0600370910808,10768469.326809086,Agua Dulce,los-angeles,northwest-county,1580321.389107531,0.1467545053198208
2010,G0600370910804,65187669.76980066,Agua Dulce,los-angeles,northwest-county,4962.894411218353,7.613241014357444e-5
2010,G0600370910813,82530154.31925055,Agua Dulce,los-angeles,northwest-county,71709954.9179051,0.8688939880144925
2010,G0600370920011,163283817.1135888,Agua Dulce,los-angeles,northwest-county,8200.603361822132,5.022300131627472e-5
2010,G0600370910810,23838354.214718677,Agua Dulce,los-angeles,northwest-county,5136506.7200277895,0.21547237169822409
2019,G0600370910804,65187660.13709991,Agua Dulce,los-angeles,northwest-county,4962.726714666933,7.612984887369078e-5
2019,G0600370910805,110151152.04012702,Agua Dulce,los-angeles,northwest-county,19622.77013797633,1.7814403003999396e-4
2019,G0600370910808,10768469.271544829,Agua Dulce,los-angeles,northwest-county,1580321.4033366865,0.1467545073943435
2019,G0600370910810,23838358.33509023,Agua Dulce,los-angeles,northwest-county,5136506.70915992,0.21547233399872784
2019,G0600370910813,82530237.07556222,Agua Dulce,los-angeles,northwest-county,71709954.57295729,0.8688931125606946
2019,G0600370920011,163285665.0073836,Agua Dulce,los-angeles,northwest-county,8201.045337081838,5.0225139706605565e-5
1960,G06003702011,1691677.0139910174,Alhambra,los-angeles,san-gabriel-valley,2932.8569353271955,0.001733697928783685
1960,G06003702015,1682721.3416188695,Alhambra,los-angeles,san-gabriel-valley,6414.671925142407,0.0038120821115700263
1960,G06003702017,1770802.9151989012,Alhambra,los-angeles,san-gabriel-valley,39622.55225974672,0.02237547268511031
1960,G06003704641,6272262.35364174,Alhambra,los-angeles,san-gabriel-valley,4475.048840169432,7.134664635912707e-4
1960,G06003704802,3048828.53838473,Alhambra,los-angeles,san-gabriel-valley,4239.03137628972,0.001390380378207677
1960,G06003704803,1932311.6652150846,Alhambra,los-angeles,san-gabriel-valley,1932311.6652150846,1
1960,G06003704804,1285814.309417625,Alhambra,los-angeles,san-gabriel-valley,1282444.7693433063,0.9973794504776939
1960,G06003704805,2113875.302268738,Alhambra,los-angeles,san-gabriel-valley,3951.606952266782,0.001869366157987503
1960,G06003704807,4396608.719045999,Alhambra,los-angeles,san-gabriel-valley,5035.316776345717,0.0011452728905651417
1960,G06003704808,3671395.064415261,Alhambra,los-angeles,san-gabriel-valley,3640880.9497299045,0.9916886866844943
1960,G06003704809,2271148.3333785413,Alhambra,los-angeles,san-gabriel-valley,2271135.2955180285,0.9999942593531558
1960,G06003704810,1982215.946414786,Alhambra,los-angeles,san-gabriel-valley,1981229.7822317951,0.9995024940724675
1960,G06003704811,2909549.731327234,Alhambra,los-angeles,san-gabriel-valley,6242.954687229187,0.0021456772572096133
1960,G06003704814,3018676.1669355445,Alhambra,los-angeles,san-gabriel-valley,2530.1270393654704,8.381578213253552e-4
1960,G06003704815,2185172.894786611,Alhambra,los-angeles,san-gabriel-valley,2182973.1342813745,0.9989933242763147
1960,G06003704816,2908682.520473947,Alhambra,los-angeles,san-gabriel-valley,2906344.6064238925,0.999196229209067
1960,G06003704817,2138480.6301749987,Alhambra,los-angeles,san-gabriel-valley,10719.622472887055,0.0050127283462978265
1960,G06003704818,836938.5456043149,Alhambra,los-angeles,san-gabriel-valley,826928.7336085702,0.9880399677511362
1960,G06003704819,2650008.204112734,Alhambra,los-angeles,san-gabriel-valley,2646141.5317022833,0.9985408828529474
1960,G06003704820,4793476.691264459,Alhambra,los-angeles,san-gabriel-valley,8987.501757704016,0.001874944291287088
1960,G06003704821,2596810.1325631025,Alhambra,los-angeles,san-gabriel-valley,965.867244982277,3.7194372929720017e-4
1960,G06003704823,2415790.010606443,Alhambra,los-angeles,san-gabriel-valley,724.1388145536184,2.99752383847235e-4
1970,G06003702011,1691677.0139910127,Alhambra,los-angeles,san-gabriel-valley,2932.856935327281,0.0017336979287837402
1970,G0600370201501,875018.2794261016,Alhambra,los-angeles,san-gabriel-valley,6414.671925161034,0.007330900480579932
1970,G06003702017,1717373.9765573167,Alhambra,los-angeles,san-gabriel-valley,233.0260688700472,1.3568743444987799e-4
1970,G06003704641,6272262.35364174,Alhambra,los-angeles,san-gabriel-valley,4475.048840169432,7.134664635912707e-4
1970,G06003704802,3048828.53838473,Alhambra,los-angeles,san-gabriel-valley,4239.03137628972,0.001390380378207677
1970,G06003704803,1932311.6652150846,Alhambra,los-angeles,san-gabriel-valley,1932311.6652150846,1
1970,G06003704804,1285814.309417625,Alhambra,los-angeles,san-gabriel-valley,1282444.7693433063,0.9973794504776939
1970,G06003704805,2113875.302268738,Alhambra,los-angeles,san-gabriel-valley,3951.606952266782,0.001869366157987503
1970,G0600370480701,2214191.6670120964,Alhambra,los-angeles,san-gabriel-valley,5035.316776345717,0.00227411061624152
1970,G0600370480801,1922057.9687878347,Alhambra,los-angeles,san-gabriel-valley,1921911.2466785766,0.9999236640561103
1970,G0600370480802,1749337.0956275966,Alhambra,los-angeles,san-gabriel-valley,1718969.7030515578,0.9826406284689548
1970,G06003704809,2271148.3333785413,Alhambra,los-angeles,san-gabriel-valley,2271135.2955180285,0.9999942593531558
1970,G06003704810,1982215.946414786,Alhambra,los-angeles,san-gabriel-valley,1981229.7822317951,0.9995024940724675
1970,G06003704811,2909549.731327234,Alhambra,los-angeles,san-gabriel-valley,6242.954687229187,0.0021456772572096133
1970,G06003704814,3069368.524537187,Alhambra,los-angeles,san-gabriel-valley,2720.063168093562,8.861963450621183e-4
1970,G06003704815,2185172.894786611,Alhambra,los-angeles,san-gabriel-valley,2182973.1342813745,0.9989933242763147
1970,G0600370481601,1278713.2324508652,Alhambra,los-angeles,san-gabriel-valley,1278713.2324508652,1
1970,G0600370481602,1629969.2880228753,Alhambra,los-angeles,san-gabriel-valley,1627631.373972922,0.998565669876646
1970,G0600370481701,1214214.1055405142,Alhambra,los-angeles,san-gabriel-valley,6728.777466075029,0.0055416729515588
1970,G0600370481702,924266.5246345142,Alhambra,los-angeles,san-gabriel-valley,3990.8450068120255,0.004317850858430839
1970,G06003704818,836938.5456043149,Alhambra,los-angeles,san-gabriel-valley,826928.7336085702,0.9880399677511362
1970,G0600370481901,1807658.8098522606,Alhambra,los-angeles,san-gabriel-valley,1792659.967472929,0.9917026142889446
1970,G0600370481902,895778.3349086426,Alhambra,los-angeles,san-gabriel-valley,892871.092426487,0.9967545068139518
1970,G0600370482001,2943630.130203245,Alhambra,los-angeles,san-gabriel-valley,8987.499751356896,0.0030532027985242655
1970,G0600370482101,1169313.630540351,Alhambra,los-angeles,san-gabriel-valley,965.867244982277,8.260121320367578e-4
1970,G0600370482301,862835.8750374748,Alhambra,los-angeles,san-gabriel-valley,534.2026858590543,6.19124333275842e-4
1980,G06003702011,1768252.1174311782,Alhambra,los-angeles,san-gabriel-valley,2932.856935327281,0.0016586192129592798
1980,G0600370201501,875018.2794261016,Alhambra,los-angeles,san-gabriel-valley,6414.671925161034,0.007330900480579932
1980,G06003702017,1717373.9765573167,Alhambra,los-angeles,san-gabriel-valley,233.0260688700472,1.3568743444987799e-4
1980,G06003704641,6272262.35364174,Alhambra,los-angeles,san-gabriel-valley,4475.048840169432,7.134664635912707e-4
1980,G06003704802,3048828.53838473,Alhambra,los-angeles,san-gabriel-valley,4239.03137628972,0.001390380378207677
1980,G06003704803,1932311.6652150846,Alhambra,los-angeles,san-gabriel-valley,1932311.6652150846,1
1980,G06003704804,1285814.309417625,Alhambra,los-angeles,san-gabriel-valley,1282444.7693433063,0.9973794504776939
1980,G06003704805,2113875.302268738,Alhambra,los-angeles,san-gabriel-valley,3951.606952266782,0.001869366157987503
1980,G0600370480701,2214191.6670120964,Alhambra,los-angeles,san-gabriel-valley,5035.316776345717,0.00227411061624152
1980,G0600370480801,1922057.9687878347,Alhambra,los-angeles,san-gabriel-valley,1921911.2466785766,0.9999236640561103
1980,G0600370480802,1749337.0956275966,Alhambra,los-angeles,san-gabriel-valley,1718969.7030515578,0.9826406284689548
1980,G06003704809,2271148.3333785413,Alhambra,los-angeles,san-gabriel-valley,2271135.2955180285,0.9999942593531558
1980,G06003704810,1982215.946414786,Alhambra,los-angeles,san-gabriel-valley,1981229.7822317951,0.9995024940724675
1980,G06003704811,2909549.731327234,Alhambra,los-angeles,san-gabriel-valley,6242.954687229187,0.0021456772572096133
1980,G06003704814,3069368.524537187,Alhambra,los-angeles,san-gabriel-valley,2720.063168093562,8.861963450621183e-4
1980,G06003704815,2185172.894786611,Alhambra,los-angeles,san-gabriel-valley,2182973.1342813745,0.9989933242763147
1980,G0600370481601,1278713.2324508652,Alhambra,los-angeles,san-gabriel-valley,1278713.2324508652,1
1980,G0600370481602,1629969.2880228753,Alhambra,los-angeles,san-gabriel-valley,1627631.373972922,0.998565669876646
1980,G0600370481701,1214085.5009664895,Alhambra,los-angeles,san-gabriel-valley,6728.777466075029,0.00554225996498475
1980,G0600370481702,924266.5246345142,Alhambra,los-angeles,san-gabriel-valley,3990.8450068120255,0.004317850858430839
1980,G06003704818,836938.5456043149,Alhambra,los-angeles,san-gabriel-valley,826928.7336085702,0.9880399677511362
1980,G0600370481901,1807658.8098522606,Alhambra,los-angeles,san-gabriel-valley,1792659.967472929,0.9917026142889446
1980,G0600370481902,895778.3349086426,Alhambra,los-angeles,san-gabriel-valley,892871.092426487,0.9967545068139518
1980,G0600370482001,2943630.130203245,Alhambra,los-angeles,san-gabriel-valley,8987.499751356896,0.0030532027985242655
1980,G0600370482101,1169313.630540351,Alhambra,los-angeles,san-gabriel-valley,965.867244982277,8.260121320367578e-4
1980,G0600370482301,918120.080555646,Alhambra,los-angeles,san-gabriel-valley,534.2026858590543,5.818440280009506e-4
1990,G06003702011,1803462.6190616465,Alhambra,los-angeles,san-gabriel-valley,2932.856935327281,0.0016262366096910098
1990,G0600370201501,875018.2794261016,Alhambra,los-angeles,san-gabriel-valley,6414.671925161034,0.007330900480579932
1990,G06003702017,1745106.3323648,Alhambra,los-angeles,san-gabriel-valley,32674.696032335534,0.018723613241410874
1990,G06003704641,6272262.35364174,Alhambra,los-angeles,san-gabriel-valley,4475.048840169432,7.134664635912707e-4
1990,G06003704802,3048828.53838473,Alhambra,los-angeles,san-gabriel-valley,4239.03137628972,0.001390380378207677
1990,G06003704803,1932311.6652150846,Alhambra,los-angeles,san-gabriel-valley,1932311.6652150846,1
1990,G06003704804,1285814.309417625,Alhambra,los-angeles,san-gabriel-valley,1282444.7693433063,0.9973794504776939
1990,G06003704805,2113875.302268738,Alhambra,los-angeles,san-gabriel-valley,3951.606952266782,0.001869366157987503
1990,G0600370480701,2214191.6670120964,Alhambra,los-angeles,san-gabriel-valley,5035.316776345717,0.00227411061624152
1990,G0600370480801,1922057.9687878347,Alhambra,los-angeles,san-gabriel-valley,1921911.2466785766,0.9999236640561103
1990,G0600370480802,1749337.0956275966,Alhambra,los-angeles,san-gabriel-valley,1718969.7030515578,0.9826406284689548
1990,G06003704809,2271148.3333785413,Alhambra,los-angeles,san-gabriel-valley,2271135.2955180285,0.9999942593531558
1990,G06003704810,1982215.946414786,Alhambra,los-angeles,san-gabriel-valley,1981229.7822317951,0.9995024940724675
1990,G06003704811,2909549.731327234,Alhambra,los-angeles,san-gabriel-valley,6242.954687229187,0.0021456772572096133
1990,G06003704814,3069368.524537187,Alhambra,los-angeles,san-gabriel-valley,2720.063168093562,8.861963450621183e-4
1990,G06003704815,2185172.894786611,Alhambra,los-angeles,san-gabriel-valley,2182973.1342813745,0.9989933242763147
1990,G0600370481601,1278713.2324508652,Alhambra,los-angeles,san-gabriel-valley,1278713.2324508652,1
1990,G0600370481602,1629969.2880228753,Alhambra,los-angeles,san-gabriel-valley,1627631.373972922,0.998565669876646
1990,G0600370481702,924266.5246345142,Alhambra,los-angeles,san-gabriel-valley,3990.8450068120255,0.004317850858430839
1990,G0600370481712,766746.1611314082,Alhambra,los-angeles,san-gabriel-valley,6728.777466075029,0.008775756315683494
1990,G06003704818,836938.5456043149,Alhambra,los-angeles,san-gabriel-valley,826928.7336085702,0.9880399677511362
1990,G0600370481901,1763664.937610488,Alhambra,los-angeles,san-gabriel-valley,1760218.279733512,0.9980457411135896
1990,G0600370481902,895778.3349086426,Alhambra,los-angeles,san-gabriel-valley,892871.092426487,0.9967545068139518
1990,G0600370482001,2956364.432927192,Alhambra,los-angeles,san-gabriel-valley,8987.517527312739,0.0030400573850815496
1990,G0600370482101,1169313.6189761856,Alhambra,los-angeles,san-gabriel-valley,965.867244982277,8.260121402057732e-4
1990,G0600370482301,918120.080555646,Alhambra,los-angeles,san-gabriel-valley,534.2026858590543,5.818440280009506e-4
2000,G0600370201120,926766.1452927641,Alhambra,los-angeles,san-gabriel-valley,2932.856935327281,0.0031646138027633668
